"codeSystemVersion","codeSystem","code","uuid:ID","id","decode"
"2023-09-29","http://www.cdisc.org","C98388","25c38175-e78d-4bb9-838f-3f14554ed254","Code_1","Interventional Study"
"2023-09-29","http://www.cdisc.org","C15601","6cd1b0ef-935a-48f5-aab0-67dafcde5c75","Code_2","Phase II Trial"
"2023-09-29","http://www.cdisc.org","C132352","4710bd4e-d99f-4e70-bbfc-4b335de65af3","Code_5","Sponsor Approval Date"
"2023-09-29","http://www.cdisc.org","C68846","ec907e19-75f1-4e11-87f2-24c2edf318e7","Code_6","Global"
"2023-09-29","http://www.cdisc.org","C99904x3","eacbb102-6cec-45c6-bba4-d1e53aa2b18b","Code_54","IRB/IEC Feedback"
"2023-09-29","http://www.cdisc.org","C17649","578ee302-69f6-4108-ad24-9802e8731dd9","Code_55","Other"
"2023-09-29","http://www.cdisc.org","C41129","19a898ff-a392-4104-9858-1675a8175776","Code_57","Region"
"2020-08","ISO 3166 1 alpha3","150","25abdb80-a75d-4d98-ab9b-fc3584a3b257","Code_56","Europe"
"2023-09-29","http://www.cdisc.org","C25464","c5e6b144-9c1d-4cd1-8d02-8ae4a960eac0","Code_59","Country"
"2020-08","ISO 3166 1 alpha3","DNK","21288981-41ca-4bd6-8ece-240150540560","Code_58","Denmark"
"12","SPONSOR","PHARMA","5fb3193f-f4e7-4fd0-9c49-c0a5d908b963","Code_3","Eli Lilly"
"2023-09-29","http://www.cdisc.org","C70793","6a92b7fe-26d0-4252-9203-c0edbf04abc2","Code_60","Clinical Study Sponsor"
"2020-08","ISO 3166 1 alpha3","USA","1ddf4c2d-a71f-4cb8-9d00-a82ffce9ad59","Code_61","United States of America"
"2023-09-29","http://www.cdisc.org","C93453","b67562de-fc92-4994-ac13-5194005b9c7a","Code_62","Study Registry"
"2023-09-29","http://www.cdisc.org","C49656","06955fe8-a903-41fb-a396-9723c368cbdf","Code_120","Treatment Study"
"2023-09-29","http://www.cdisc.org","C49666","6e7b7e37-acef-4622-bc83-4e1e46354ffc","Code_121","Efficacy Study"
"2023-09-29","http://www.cdisc.org","C49667","d4163737-e22d-4eb8-9067-6c14cf35f3b0","Code_122","Safety Study"
"2023-09-29","http://www.cdisc.org","C49663","05da87c6-0647-4798-8dca-22b9035a3cf5","Code_123","Pharmacokinetic Study"
"12","SPONSOR","MILD_MOD_ALZ","5519cfd6-f787-4a7a-afe0-b62c43b41d6b","Code_117","Mild to Moderate Alzheimer\'s Disease"
"January 31, 2018","SNOMED","26929004","8284ac43-0b3a-496f-8bbe-4c2f84292986","Code_118","Alzheimer\'s disease"
