"uuid:ID","name","label","isEnabled","id","isRequired","instanceType","datatype"
"303c92b4-f964-4df5-baa8-ac50e17cda49","Sex","Sex","True","BiomedicalConceptProperty_89","True","BiomedicalConceptProperty","string"
"7bd65004-d64d-4ecc-aff2-11cf63c611cf","Race","Race","True","BiomedicalConceptProperty_90","True","BiomedicalConceptProperty","string"
"29f2e2b7-c0b2-449a-a2ed-9a2ad826ee5d","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_91","True","BiomedicalConceptProperty","decimal"
"d5c76498-3880-44a5-bb35-e95767a99458","Unit of Temperature","Unit of Temperature","True","BiomedicalConceptProperty_92","True","BiomedicalConceptProperty","string"
"76ecd130-4335-4a75-8cf4-f4fe12b43600","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_93","True","BiomedicalConceptProperty","string"
"ae21db51-b158-4568-975c-b12bc56db0eb","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_94","True","BiomedicalConceptProperty","decimal"
"b80636d3-a6e9-4b3f-9e24-c0d3135df42a","Unit of Weight","Unit of Weight","True","BiomedicalConceptProperty_95","True","BiomedicalConceptProperty","string"
"b4ab12f2-4791-4169-bc89-1fae9f0b7df2","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_96","True","BiomedicalConceptProperty","decimal"
"2fe659dc-9c9e-4b35-a55a-3d057481cf5e","Unit of Height","Unit of Height","True","BiomedicalConceptProperty_97","True","BiomedicalConceptProperty","string"
"b08be479-b28b-4f31-9709-697fe8c1c447","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_98","True","BiomedicalConceptProperty","decimal"
"a104ac81-ba11-4793-b498-abecc263de3a","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_99","True","BiomedicalConceptProperty","boolean"
"59a5e54a-0869-49ff-80ef-2380355fc19e","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_100","True","BiomedicalConceptProperty","string"
"1b2c098f-31b3-4fa8-87da-bb13677b6c5e","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_101","True","BiomedicalConceptProperty","string"
"e4b49461-3923-41a7-9c0e-c1c9307e07af","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_102","True","BiomedicalConceptProperty","string"
"776de990-2198-4b20-864c-4cea89df75db","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_103","True","BiomedicalConceptProperty","boolean"
"e85597c0-828e-4f3a-8159-eec7c77806dd","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty_104","True","BiomedicalConceptProperty","string"
"b70daadb-868c-4b45-b7b2-eec349b46944","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_105","True","BiomedicalConceptProperty","string"
"a3c97834-dda4-430b-9e11-d03d4bafb188","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_106","True","BiomedicalConceptProperty","decimal"
"dacaf1a5-4688-4f01-a547-c55e47faa565","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_107","True","BiomedicalConceptProperty","boolean"
"6d154c93-bb5f-4b02-852d-ca9ca8e20810","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_108","True","BiomedicalConceptProperty","string"
"177ce7d4-9726-4f96-8ea4-d4e663f7f214","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_109","True","BiomedicalConceptProperty","string"
"2e1c3510-47dc-4b34-b576-5aeda05405d6","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_110","True","BiomedicalConceptProperty","decimal"
"35984ce6-2c37-4597-9e73-9a9db43e27a6","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_111","True","BiomedicalConceptProperty","boolean"
"7520a0ca-ecd2-46da-95c0-854d25b88cc0","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_112","True","BiomedicalConceptProperty","string"
"ef6c7d71-a337-4173-8625-f1caf72b03b4","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_113","True","BiomedicalConceptProperty","string"
"9b308538-ba6e-480b-bd20-9bebc9451af0","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_114","True","BiomedicalConceptProperty","string"
"cf11fccf-f10d-4999-8f17-f4f67e94b272","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_115","True","BiomedicalConceptProperty","boolean"
"e2d39a8d-e3ef-413e-a6bb-dead110143d6","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty_116","True","BiomedicalConceptProperty","string"
"ad7d4efb-0835-48fb-ba18-38877405050f","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_117","True","BiomedicalConceptProperty","string"
"b24fcb06-7da5-43ff-a358-ae8bd636937c","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_118","True","BiomedicalConceptProperty","decimal"
"a362df09-5165-451e-8548-f48e3c3570b2","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_119","True","BiomedicalConceptProperty","boolean"
"ec9bf060-8026-4548-80e5-c62db3cb0c88","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty_120","True","BiomedicalConceptProperty","string"
"8a261c5b-05e2-4944-bd64-b3849946c9f8","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_121","True","BiomedicalConceptProperty","string"
"3b9c6b6f-63ca-46b4-a12f-9944d8dd59cc","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_122","True","BiomedicalConceptProperty","decimal"
"8b14101b-3e36-43d6-978a-65590f83e4e5","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_123","True","BiomedicalConceptProperty","boolean"
"d6c7b7db-6c68-402f-818b-8f761e1bc22f","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty_124","True","BiomedicalConceptProperty","string"
"bebefd9b-fdfb-4875-9115-b3eddd4bd1da","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_125","True","BiomedicalConceptProperty","string"
"902f664a-7e53-430a-a7ce-4f818952f23b","Reported Event Term","Reported Event Term","True","BiomedicalConceptProperty_1","True","BiomedicalConceptProperty","string"
"4a44ac62-089c-4304-b8d5-4316a97e7ecb","Dictionary-derived Term","Dictionary-derived Term","True","BiomedicalConceptProperty_2","True","BiomedicalConceptProperty","string"
"ebb85976-46ce-48bb-9944-5dcb84a26808","Category","Category","True","BiomedicalConceptProperty_3","True","BiomedicalConceptProperty","string"
"010d5b0c-1b4f-44f5-b5b1-28cb6f274b70","Subcategory","Subcategory","True","BiomedicalConceptProperty_4","True","BiomedicalConceptProperty","string"
"d34e6515-fae8-4e97-93eb-e93c08725a15","Observation Start Date Time","Observation Start Date Time","True","BiomedicalConceptProperty_5","True","BiomedicalConceptProperty","datetime"
"b9f5c71d-bbd3-422f-9346-eee835719c73","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_6","True","BiomedicalConceptProperty","decimal"
"5bcc10cf-cd71-45e0-81be-dfa56dc98951","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_7","True","BiomedicalConceptProperty","string"
"3789b78b-7d7f-439f-9bd8-7455ad266a0c","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_8","True","BiomedicalConceptProperty","string"
"6345191f-c72f-41b1-8dd9-2d581b39cf33","Laterality","Laterality","True","BiomedicalConceptProperty_9","True","BiomedicalConceptProperty","string"
"3c86bcba-1fb9-4051-a069-f598f9faa8df","Test Method","Test Method","True","BiomedicalConceptProperty_10","True","BiomedicalConceptProperty","string"
"10ebc46d-660c-4cd4-b9d8-7546053c0404","Body Position","Body Position","True","BiomedicalConceptProperty_11","True","BiomedicalConceptProperty","string"
"77c59079-41dc-44d8-9aef-360905d9870b","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_12","True","BiomedicalConceptProperty","decimal"
"37e32221-6076-4763-9622-ccdbb229b6cd","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_13","True","BiomedicalConceptProperty","string"
"37b94ca3-b465-402e-8248-d2565b45f94b","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_14","True","BiomedicalConceptProperty","string"
"a286108d-6349-40f7-b0bc-5b4991726f7d","Laterality","Laterality","True","BiomedicalConceptProperty_15","True","BiomedicalConceptProperty","string"
"ac570894-2be5-4517-a089-8baaf49ad6ff","Test Method","Test Method","True","BiomedicalConceptProperty_16","True","BiomedicalConceptProperty","string"
"19eb32ae-ac73-4490-841d-9e437c2ada42","Body Position","Body Position","True","BiomedicalConceptProperty_17","True","BiomedicalConceptProperty","string"
"f852b814-c75d-4202-a72e-9128afaac3a5","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_18","True","BiomedicalConceptProperty","decimal"
"35c942d6-df24-4577-a40e-a692711891ff","Unit of Temperature","Unit of Temperature","True","BiomedicalConceptProperty_19","True","BiomedicalConceptProperty","string"
"d7c014bd-b85b-4bdd-a7ea-9de3df771a47","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_20","True","BiomedicalConceptProperty","string"
"5897ae8a-02d1-49ab-8370-53e7fe9e4ca4","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_21","True","BiomedicalConceptProperty","decimal"
"294a441e-faf8-41e4-a0d7-61799f0ad7db","Unit of Weight","Unit of Weight","True","BiomedicalConceptProperty_22","True","BiomedicalConceptProperty","string"
"246d95dd-dec7-4577-9eea-d5a3173ab66d","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_23","True","BiomedicalConceptProperty","decimal"
"b9d879a5-488d-480b-a08d-f0816eefea45","Unit of Height","Unit of Height","True","BiomedicalConceptProperty_24","True","BiomedicalConceptProperty","string"
"94ca48fb-0ad2-4990-a706-52ce77f8b529","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_25","True","BiomedicalConceptProperty","decimal"
"fbc40177-eb63-4bd2-9d16-2c8791195e5a","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_26","True","BiomedicalConceptProperty","boolean"
"01544f69-b69a-4010-bcad-bb0baf28691c","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_27","True","BiomedicalConceptProperty","string"
"4986c60e-3e58-4fc5-9da3-43b202a2d9cd","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_28","True","BiomedicalConceptProperty","string"
"94d38e10-0a22-4a2e-b009-f684b14f5ea7","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_29","True","BiomedicalConceptProperty","string"
"028cb29c-a022-4731-8606-70bda03b2795","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_30","True","BiomedicalConceptProperty","boolean"
"6112a3a0-72a4-437b-94a8-88b2ad83e99c","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty_31","True","BiomedicalConceptProperty","string"
"e3c8e3cd-669a-4f1b-9351-3f98ab713e30","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_32","True","BiomedicalConceptProperty","string"
"7c86a5fb-4855-4ce9-bea5-41af1f4aec2f","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_33","True","BiomedicalConceptProperty","decimal"
"f2f7168f-dee3-4128-b0c6-83f23c36aca7","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_34","True","BiomedicalConceptProperty","boolean"
"0fc93ed5-95ef-48c1-91c1-861597562806","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_35","True","BiomedicalConceptProperty","string"
"0b2f9688-1b9d-402f-a8b8-e51e2bad3113","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_36","True","BiomedicalConceptProperty","string"
"8db9a057-6eb4-4d01-9c60-8e557147233f","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_37","True","BiomedicalConceptProperty","decimal"
"f7f97979-4184-4899-bdfa-6fabcd0256ba","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_38","True","BiomedicalConceptProperty","boolean"
"eeef7496-cd80-44ee-9230-769aac4342e7","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_39","True","BiomedicalConceptProperty","string"
"fe12a886-22b1-46ea-a345-bd75cea5d732","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_40","True","BiomedicalConceptProperty","string"
"cb2445a6-b1aa-4475-9f79-556e064185e2","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_41","True","BiomedicalConceptProperty","string"
"8c7d5399-50fd-4bbe-8f89-966d4cc4a8a0","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_42","True","BiomedicalConceptProperty","boolean"
"b4f52fde-a693-4a6e-b5fc-5100b455314f","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty_43","True","BiomedicalConceptProperty","string"
"79e41f75-5130-4b92-904a-1a0e41d9f053","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_44","True","BiomedicalConceptProperty","string"
"617f1d6d-74fd-4b33-baae-146268534174","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_45","True","BiomedicalConceptProperty","decimal"
"14750d1d-d908-45ec-94b9-440c9dbf45a4","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_46","True","BiomedicalConceptProperty","boolean"
"ec58577b-b678-4982-8ae1-c116d823d269","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty_47","True","BiomedicalConceptProperty","string"
"025a3956-b79e-4cd7-97f7-14cf4bb21005","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_48","True","BiomedicalConceptProperty","string"
"e69fd5ce-6383-496d-a993-63562a566c94","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_49","True","BiomedicalConceptProperty","decimal"
"0dc95e2e-cd9a-4d0e-b1f9-cf99328e88be","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_50","True","BiomedicalConceptProperty","boolean"
"d5526cba-5e0c-4a96-86ac-850c8829d90a","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty_51","True","BiomedicalConceptProperty","string"
"c7c2bff7-3779-4943-ad61-b0b3d0bdefde","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_52","True","BiomedicalConceptProperty","string"
"0767412a-8de8-470b-8725-7dbeeb0a98ac","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_53","True","BiomedicalConceptProperty","decimal"
"0e69e1d0-62a1-4d19-900a-bf357b0757f6","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_54","True","BiomedicalConceptProperty","string"
"c9330dbc-faf4-441d-8771-2dd5eacd2e58","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_55","True","BiomedicalConceptProperty","string"
"1a82c5bb-1c8a-4c31-ab3d-3be7e453fc88","Laterality","Laterality","True","BiomedicalConceptProperty_56","True","BiomedicalConceptProperty","string"
"a16bf18f-4899-447b-ab4c-9c9eebaf1a75","Test Method","Test Method","True","BiomedicalConceptProperty_57","True","BiomedicalConceptProperty","string"
"81887693-d21c-46d1-b697-9586735304be","Body Position","Body Position","True","BiomedicalConceptProperty_58","True","BiomedicalConceptProperty","string"
"99f2ae4b-4345-4bb3-a03d-efaaeaefaf09","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_59","True","BiomedicalConceptProperty","decimal"
"93250700-28e7-473c-a451-b19895e60b0c","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_60","True","BiomedicalConceptProperty","string"
"aed47190-e83a-47ed-890a-9efc5d42fa92","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_61","True","BiomedicalConceptProperty","string"
"6fa030b3-6942-4f01-b72e-a2325be32d4d","Laterality","Laterality","True","BiomedicalConceptProperty_62","True","BiomedicalConceptProperty","string"
"fecbfd53-8eb5-47b8-82ae-1194e17a0e64","Test Method","Test Method","True","BiomedicalConceptProperty_63","True","BiomedicalConceptProperty","string"
"d78f714f-96f8-413b-aaaa-9455eaa4c5e6","Body Position","Body Position","True","BiomedicalConceptProperty_64","True","BiomedicalConceptProperty","string"
"800be9e0-783a-4e42-9c4f-b0dbcc46dd2d","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_65","True","BiomedicalConceptProperty","integer"
"a467bfaa-ce53-4ea6-a765-0807444cdf56","Count per Minute","Count per Minute","True","BiomedicalConceptProperty_66","True","BiomedicalConceptProperty","string"
"b8f21617-aa6e-4ef8-a61b-fc07440653ba","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_67","True","BiomedicalConceptProperty","string"
"7b195855-e79f-48fd-acb8-d81fd6ca7393","Laterality","Laterality","True","BiomedicalConceptProperty_68","True","BiomedicalConceptProperty","string"
"7676a594-5b05-486e-8a23-ce9bf1c9ac1b","Test Method","Test Method","True","BiomedicalConceptProperty_69","True","BiomedicalConceptProperty","string"
"af5a8bab-7adc-4842-bc40-d79d2fbfb491","Body Position","Body Position","True","BiomedicalConceptProperty_70","True","BiomedicalConceptProperty","string"
"a63afcc8-abaf-461e-9fd0-a086878fb3a0","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_71","True","BiomedicalConceptProperty","decimal"
"59fe671e-8874-442b-a87f-240ba55c1e3d","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_72","True","BiomedicalConceptProperty","string"
"c2db8322-50cc-4e0a-a880-cb844eb31455","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_73","True","BiomedicalConceptProperty","string"
"d3171cda-3f20-486a-a743-cededca253ea","Laterality","Laterality","True","BiomedicalConceptProperty_74","True","BiomedicalConceptProperty","string"
"ac9ee7b9-caae-4d9e-99c8-a2ad54b54ea8","Test Method","Test Method","True","BiomedicalConceptProperty_75","True","BiomedicalConceptProperty","string"
"0eb7fb76-5c6c-4b02-8f87-694d354a8ed9","Body Position","Body Position","True","BiomedicalConceptProperty_76","True","BiomedicalConceptProperty","string"
"b4903306-1a2b-47f5-81a6-a471a2c9012f","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_77","True","BiomedicalConceptProperty","decimal"
"7c29b64f-a2b2-4aab-8dd2-3bb5e8d1daf5","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_78","True","BiomedicalConceptProperty","string"
"c1dfdf20-49b3-4e84-a81a-b1e0809b1497","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_79","True","BiomedicalConceptProperty","string"
"3884c6da-413e-4a89-9999-116b91914af3","Laterality","Laterality","True","BiomedicalConceptProperty_80","True","BiomedicalConceptProperty","string"
"c8abb3dc-6bb0-4740-8bb5-b54d0916a279","Test Method","Test Method","True","BiomedicalConceptProperty_81","True","BiomedicalConceptProperty","string"
"71a5c078-e718-4b9a-b718-a5b0de8a48e8","Body Position","Body Position","True","BiomedicalConceptProperty_82","True","BiomedicalConceptProperty","string"
"2d897265-acf2-4999-921c-e4c11e27f544","Clinical Test Result","Clinical Test Result","True","BiomedicalConceptProperty_83","True","BiomedicalConceptProperty","integer"
"49beb318-cd97-4859-a8ee-3a1e969c5290","Count per Minute","Count per Minute","True","BiomedicalConceptProperty_84","True","BiomedicalConceptProperty","string"
"346e2c76-d462-40ec-a892-5b158a85626c","Anatomic Site","Anatomic Site","True","BiomedicalConceptProperty_85","True","BiomedicalConceptProperty","string"
"13675e4c-1cdb-412b-b687-5d3d24f9f96b","Laterality","Laterality","True","BiomedicalConceptProperty_86","True","BiomedicalConceptProperty","string"
"f28c2153-9b63-46ea-b747-7a6d714dd325","Test Method","Test Method","True","BiomedicalConceptProperty_87","True","BiomedicalConceptProperty","string"
"022e7bb8-0e22-4063-8e4d-1975cc90c5b0","Body Position","Body Position","True","BiomedicalConceptProperty_88","True","BiomedicalConceptProperty","string"
