"reference","synonyms","uuid:ID","label","id","name"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","70cd1848-f6e4-404a-89fa-45590dc237e4","Body Temperature","BiomedicalConcept_18","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","53ac2949-5be7-4d31-ae0e-95463b6f9934","Body Weight","BiomedicalConcept_19","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","9879215f-f876-46d5-be73-85d4b4c18dd8","Body Height","BiomedicalConcept_20","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","1176f8a2-fec4-464a-8bb3-56b63c10fb72","Alanine Aminotransferase Measurement","BiomedicalConcept_21","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","f93001c0-5bd9-4b13-9e37-e08f35f9a715","Albumin Measurement","BiomedicalConcept_22","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","4ebae345-0199-412e-97aa-ef4eab486030","Alkaline Phosphatase Measurement","BiomedicalConcept_23","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","a94bbd28-13f2-4222-beac-dfb1a1d507c7","Aspartate Aminotransferase Measurement","BiomedicalConcept_24","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","ff8ef34a-d9dc-4bf9-bf79-0d85881ec692","Creatinine Measurement","BiomedicalConcept_25","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","e0e71501-d8a4-4f6a-b83d-0c5321114d49","Potassium Measurement","BiomedicalConcept_26","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","f9195310-62c6-456e-92e7-eca3b54be65c","Sodium Measurement","BiomedicalConcept_27","Sodium Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","['Adverse Event Reported Term', 'AETERM']","be7d2246-0f05-4742-8ae6-f38bd1baba01","Adverse Event","BiomedicalConcept_1","Adverse Event"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","65c76c98-450c-4a8f-8d83-e7c47b36a381","Systolic Blood Pressure","BiomedicalConcept_2","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","4fb475bc-309a-4458-99ec-455d9e52e314","Diastolic Blood Pressure","BiomedicalConcept_3","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","0f846b67-c278-41b6-9561-8ae241b479a6","Body Temperature","BiomedicalConcept_4","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","7c3fa9e9-c408-4b46-b828-7c9c09babb28","Body Weight","BiomedicalConcept_5","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","25f8afa7-56a2-4e53-afb8-063d669bca57","Body Height","BiomedicalConcept_6","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","3f259dc5-3dcf-43b7-8a42-6aaa1b426835","Alanine Aminotransferase Measurement","BiomedicalConcept_7","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","0f43f47a-5dc4-4af9-9b59-4f662319ea7f","Albumin Measurement","BiomedicalConcept_8","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","67329f1e-5164-4701-a469-644e1208d6bf","Alkaline Phosphatase Measurement","BiomedicalConcept_9","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","d9644a77-f38b-4ba8-85b5-7b80ad112fd7","Aspartate Aminotransferase Measurement","BiomedicalConcept_10","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","f99192d7-a23e-4f31-920f-97849910e735","Creatinine Measurement","BiomedicalConcept_11","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","a297cd3d-aba6-4fad-82c1-e4f514b6209f","Potassium Measurement","BiomedicalConcept_12","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","207f472a-3f3d-4e91-b8a2-7ec33950cbfa","Sodium Measurement","BiomedicalConcept_13","Sodium Measurement"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","77df2caf-b47e-471a-86c6-f22ce1b32eec","Systolic Blood Pressure","BiomedicalConcept_14","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","d2a247b9-c561-4dcf-bdee-c61c3bc06ce5","Diastolic Blood Pressure","BiomedicalConcept_15","Diastolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","8c9b2be5-89ef-4d6f-be68-3e9e0742e011","Systolic Blood Pressure","BiomedicalConcept_16","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","ad6aea72-70d2-4fbe-a65f-cf0f29c2be10","Diastolic Blood Pressure","BiomedicalConcept_17","Diastolic Blood Pressure"
