"codeSystemVersion","code","codeSystem","uuid:ID","decode","instanceType","id"
"2023-12-15","C98388","http://www.cdisc.org","df03e5c3-3d79-4097-bd64-513ea062001d","Interventional Study","Code","Code_1"
"2023-12-15","C15601","http://www.cdisc.org","2a43c88b-bc1e-4c7f-8739-ca97bbe1b443","Phase II Trial","Code","Code_2"
"2023-12-15","C132352","http://www.cdisc.org","bc073c22-d48c-46ec-8710-5bf9091168ad","Sponsor Approval Date","Code","Code_9"
"2023-12-15","C68846","http://www.cdisc.org","04f03d0f-05e1-4035-b310-5b056bad83ed","Global","Code","Code_10"
"2023-12-15","C99904x3","http://www.cdisc.org","3364cbcb-bc3f-4825-8d1e-f554bc6e9c61","IRB/IEC Feedback","Code","Code_72"
"2023-12-15","C17649","http://www.cdisc.org","db8c44c3-419b-47ad-a02e-ade4eb5b2c87","Other","Code","Code_73"
"2023-12-15","C41129","http://www.cdisc.org","b151840b-0f95-485b-a624-2faa30ae9941","Region","Code","Code_75"
"2020-08","150","ISO 3166 1 alpha3","24d9400e-2f9a-4a94-a193-1974cc9819fd","Europe","Code","Code_74"
"12","PHARMA","SPONSOR","fee30b81-51a8-437d-962d-8350aaa7df2e","Eli Lilly","Code","Code_4"
"2023-12-15","C70793","http://www.cdisc.org","3f366672-08ab-461d-9b39-b0d2af3c9c55","Clinical Study Sponsor","Code","Code_76"
"2020-08","USA","ISO 3166 1 alpha3","3c13a177-2cdc-43a8-b4fc-13b59d2ec2cd","United States of America","Code","Code_77"
"2023-12-15","C93453","http://www.cdisc.org","34de7bf3-b6ef-4dfd-9552-369de214005a","Study Registry","Code","Code_78"
"2020-08","USA","ISO 3166 1 alpha3","06ac7a41-ff99-4a97-8143-d6a460233c4c","United States of America","Code","Code_79"
"2023-12-15","C49656","http://www.cdisc.org","d7047ff1-4ffb-41ff-963c-33267b9ce2d1","Treatment Study","Code","Code_137"
"2023-12-15","C49666","http://www.cdisc.org","4d9afc65-f319-48ba-b9c1-244d66fbc300","Efficacy Study","Code","Code_138"
"2023-12-15","C49667","http://www.cdisc.org","2f329995-5873-4c2d-bf45-1b1cf9b38e97","Safety Study","Code","Code_139"
"2023-12-15","C49663","http://www.cdisc.org","cad45ee1-a2a4-4488-b393-e5185a3a8682","Pharmacokinetic Study","Code","Code_140"
"12","MILD_MOD_ALZ","SPONSOR","b3fde98f-ef12-4b8a-b367-76b50aa13f73","Mild to Moderate Alzheimer's Disease","Code","Code_134"
"January 31, 2018","26929004","SNOMED","e37b3180-b005-4f55-a680-0ac9e8fc8257","Alzheimer's disease","Code","Code_135"
"2023-12-15","C99907x1","http://www.cdisc.org","35e06535-52dc-4170-97ae-6a32af8b4ce1","EXTENSION","Code","Code_143"
"2023-12-15","C98704","http://www.cdisc.org","aff13ddd-b052-4c99-a7ab-fce3c4fef71c","ADAPTIVE","Code","Code_144"
"2023-12-15","C82639","http://www.cdisc.org","aa050227-b258-4eb3-913f-9c65b5882441","Parallel Study","Code","Code_141"
"2023-12-15","C25716","http://www.cdisc.org","76be73bc-42e0-413d-848a-eae70301cfb6","Visit","Code","Code_83"
"2023-12-15","C51282","http://www.cdisc.org","83594acd-038d-4f1f-b42b-8b1ddb0971df","Clinic","Code","Code_84"
"2023-12-15","C175574","http://www.cdisc.org","0b95b05d-1514-4aef-b092-0f618e534a83","In Person","Code","Code_85"
"2023-12-15","C25716","http://www.cdisc.org","a8e93091-f647-4ca0-82a8-b8523c67a91e","Visit","Code","Code_86"
"2023-12-15","C51282","http://www.cdisc.org","e5917711-db8b-45b1-b968-062be84dbc58","Clinic","Code","Code_87"
"2023-12-15","C175574","http://www.cdisc.org","feb689d7-3973-4167-9155-40d8b4b8069d","In Person","Code","Code_88"
"2023-12-15","C25716","http://www.cdisc.org","34550c98-f731-4a88-be4a-edefd3077ffc","Visit","Code","Code_89"
"2023-12-15","C51282","http://www.cdisc.org","12c7811b-25ce-4686-a1fa-64b546707648","Clinic","Code","Code_90"
"2023-12-15","C175574","http://www.cdisc.org","06d15128-d886-45e7-bd82-97801a606e90","In Person","Code","Code_91"
"2023-12-15","C25716","http://www.cdisc.org","0f49e114-957d-4311-b3a7-93495b357815","Visit","Code","Code_92"
"2023-12-15","C51282","http://www.cdisc.org","668fc129-d7e6-4bfe-a72c-2a9fdb0dd9ca","Clinic","Code","Code_93"
"2023-12-15","C175574","http://www.cdisc.org","36dce645-cf0b-4ba6-ad29-d2f9d3684073","In Person","Code","Code_94"
"2023-12-15","C25716","http://www.cdisc.org","f751c757-a0e4-4593-bf9e-ca7206adc39b","Visit","Code","Code_95"
"2023-12-15","C51282","http://www.cdisc.org","f808377c-9294-4ebd-a3a3-a3cce9664551","Clinic","Code","Code_96"
"2023-12-15","C175574","http://www.cdisc.org","811eeb06-8b31-441b-813e-7431abdc95f1","In Person","Code","Code_97"
"2023-12-15","C25716","http://www.cdisc.org","99e8f668-a2e8-4288-ae31-cf1c65aeabfa","Visit","Code","Code_98"
"2023-12-15","C51282","http://www.cdisc.org","72417ceb-1b60-4157-b1bc-deec92e381e9","Clinic","Code","Code_99"
"2023-12-15","C175574","http://www.cdisc.org","7219aa1d-c2f5-4de4-85d1-3d4258b33d6b","In Person","Code","Code_100"
"2023-12-15","C25716","http://www.cdisc.org","926c8585-217c-4d35-8f03-71bb9f53525f","Visit","Code","Code_101"
"2023-12-15","C51282","http://www.cdisc.org","cb06d6ba-faa7-4fd5-a4dc-947e1cd254b0","Clinic","Code","Code_102"
"2023-12-15","C175574","http://www.cdisc.org","c29b668c-314f-4566-868e-2552090bfb24","In Person","Code","Code_103"
"2023-12-15","C171537","http://www.cdisc.org","ffcd9fa8-6e07-4d92-ba90-8f819a204318","Telephone Call","Code","Code_104"
"2023-12-15","C25716","http://www.cdisc.org","124ac6e9-aaf7-46c5-b3c1-00df3f243c15","Visit","Code","Code_105"
"2023-12-15","C51282","http://www.cdisc.org","df97f0b1-1a10-4388-afe6-6a6d99ee3109","Clinic","Code","Code_106"
"2023-12-15","C175574","http://www.cdisc.org","34c3157a-52ee-4759-9c16-348ef12e87a8","In Person","Code","Code_107"
"2023-12-15","C171537","http://www.cdisc.org","66bcc888-cbcf-44e8-bd02-6fb974c5f8f5","Telephone Call","Code","Code_108"
"2023-12-15","C25716","http://www.cdisc.org","a060e629-27e5-4044-9663-1792eaa4ed14","Visit","Code","Code_109"
"2023-12-15","C51282","http://www.cdisc.org","a4c72b58-e76f-421d-bd55-c8c0bf221d0f","Clinic","Code","Code_110"
"2023-12-15","C175574","http://www.cdisc.org","c462c46f-224c-4aab-ba00-7b6e930b19b6","In Person","Code","Code_111"
"2023-12-15","C171537","http://www.cdisc.org","4473cff1-efcf-4580-8910-cb3826e05d6e","Telephone Call","Code","Code_112"
"2023-12-15","C25716","http://www.cdisc.org","d911a4ba-9fd9-42c6-94c2-1b8b990364b9","Visit","Code","Code_113"
"2023-12-15","C51282","http://www.cdisc.org","12f8d850-04b7-44d2-aaa1-e9b355b795cf","Clinic","Code","Code_114"
"2023-12-15","C175574","http://www.cdisc.org","85a6d451-e1ff-47bd-8b27-a93c1d8fb249","In Person","Code","Code_115"
"2023-12-15","C171537","http://www.cdisc.org","5ace8666-c7b8-473c-bdb9-07563cb0a421","Telephone Call","Code","Code_116"
"2023-12-15","C25716","http://www.cdisc.org","af25ff64-7475-446e-804c-8d4e2961321a","Visit","Code","Code_117"
"2023-12-15","C51282","http://www.cdisc.org","a89d16cd-c293-4177-886d-cded36316dfc","Clinic","Code","Code_118"
"2023-12-15","C175574","http://www.cdisc.org","d651ffcf-44a0-4a39-b014-fb555ab9a28c","In Person","Code","Code_119"
