"reference","name","uuid:ID","instanceType","synonyms","label","id"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/CONSENT","Informed Consent Obtained","b0a80547-3f41-452d-899f-f9a606c651d4","BiomedicalConcept","['Informed Consent Obtained', 'Informed Consent']","Informed Consent Obtained","BiomedicalConcept_20"
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","Sex","c96b7629-d497-4b66-aef4-39e9d1e98358","BiomedicalConcept","","Sex","BiomedicalConcept_21"
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","Race","60510a63-a227-41a4-904b-28ba729e2af7","BiomedicalConcept","['Racial Group']","Race","BiomedicalConcept_22"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","c8e0b373-5e7c-4fe8-8aff-5873f2e852e6","BiomedicalConcept","['Temperature', 'Body Temperature']","Temperature","BiomedicalConcept_23"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","f610de63-0eff-43b0-8069-016c1efc0eb2","BiomedicalConcept","['Weight', 'Body Weight']","Weight","BiomedicalConcept_24"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","bff6b31e-cd8c-43bf-8209-3f4534b3e4f0","BiomedicalConcept","['Height', 'Body Height']","Height","BiomedicalConcept_25"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","0acfba2b-5dde-4080-a058-7809f9e479ae","BiomedicalConcept","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_26"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","79025cd8-1994-48dc-a2f5-2a62ae1a43b4","BiomedicalConcept","['Albumin', 'Albumin Measurement']","Albumin Presence in Urine","BiomedicalConcept_27"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","447a3111-9087-4104-af64-8461fbfadceb","BiomedicalConcept","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_28"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","3a1c301d-b146-4fd7-8208-36e609198a3b","BiomedicalConcept","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_29"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","c7aeb490-690a-495d-9ecd-574affaabfc8","BiomedicalConcept","['Creatinine', 'Creatinine Measurement']","Creatinine Concentration in Urine","BiomedicalConcept_30"
