"name","uuid:ID","instanceType","description","label","id"
"SCREEN1","cd59e16f-2b2b-43fe-860c-a5c7e293f081","ScheduledActivityInstance","-","Screen One","ScheduledActivityInstance_9"
"SCREEN2","50b016b7-9ee2-4008-9296-16d19f0539cb","ScheduledActivityInstance","-","Screen Two","ScheduledActivityInstance_10"
"DOSE","31428a8c-9ad7-49f9-9371-967b212f3cea","ScheduledActivityInstance","-","Dose","ScheduledActivityInstance_11"
"WK2","6b34204c-81ef-4f6e-a057-f899e79354ea","ScheduledActivityInstance","-","Week 2","ScheduledActivityInstance_12"
"WK4","f19b7bf9-f398-43fe-a696-aadfea99329c","ScheduledActivityInstance","-","Week 4","ScheduledActivityInstance_13"
"WK6","d154ad3b-667b-4b13-92f5-9314a6248796","ScheduledActivityInstance","-","Week 6","ScheduledActivityInstance_14"
"WK8","cbce4275-6b3b-4eed-a990-4ddc293dc080","ScheduledActivityInstance","-","Week 8","ScheduledActivityInstance_15"
"WK8N","c5f0dbca-94ae-4e44-907d-ff23ffac14aa","ScheduledActivityInstance","-","Week NPI","ScheduledActivityInstance_16"
"WK12","927b473e-8b43-4c03-bc3f-b4345cf541d7","ScheduledActivityInstance","-","Week 12","ScheduledActivityInstance_17"
"WK12N","33c21d8b-a2bb-45a6-afb2-f78091ee1f80","ScheduledActivityInstance","-","Week 12 NPI","ScheduledActivityInstance_18"
"WK16","3318c8d9-68e1-4f6b-a16f-94ac834b3bb5","ScheduledActivityInstance","-","Week 16","ScheduledActivityInstance_19"
"WK16N","a35500fc-5092-4db2-888a-8aba0821df65","ScheduledActivityInstance","-","Week 16 NPI","ScheduledActivityInstance_20"
"WK20","cdbdb8be-7552-4366-b2fc-bb834816314b","ScheduledActivityInstance","-","Week 20","ScheduledActivityInstance_21"
"WK20N","d450d2db-2983-43b5-9383-af569a4f3bab","ScheduledActivityInstance","-","Week 20 NPI","ScheduledActivityInstance_22"
"WK24","54f101e7-2ff5-494a-94d5-1846864341cd","ScheduledActivityInstance","-","Week 24","ScheduledActivityInstance_23"
"WK26","cca54b24-77ee-4e6f-bb01-d39b73c5ec1b","ScheduledActivityInstance","-","Week 26","ScheduledActivityInstance_24"
"AE","0e595afd-632e-4619-999e-d7d6c6382548","ScheduledActivityInstance","-","Adevers Event","ScheduledActivityInstance_1"
"ET","8450de83-36c9-4e4d-88b0-58d43dabf169","ScheduledActivityInstance","-","Early Termination","ScheduledActivityInstance_2"
"VS_5MIN","233f3537-c432-45bb-9198-a9899799b405","ScheduledActivityInstance","","5 minute supine","ScheduledActivityInstance_3"
"VS_SUPINE","24284117-824e-4af6-86ea-299f8af7426a","ScheduledActivityInstance","","Vital signs supine","ScheduledActivityInstance_4"
"VS_1MIN","863fd216-5241-4c35-a1cf-99b01af0bbdf","ScheduledActivityInstance","","1 minute standing","ScheduledActivityInstance_5"
"VS_STAND1","54216980-98fd-4352-8e46-e066840dec56","ScheduledActivityInstance","","Vital signs after 1 min standing","ScheduledActivityInstance_6"
"VS_2MIN","648ecc8e-a1f3-4a5c-8901-08bb104c7888","ScheduledActivityInstance","","2 minute standing","ScheduledActivityInstance_7"
"VS_STAND3","2feeb411-84ce-4777-af11-4559c0be6e0f","ScheduledActivityInstance","","Vital signs after 3 min standing","ScheduledActivityInstance_8"
