"codeSystemVersion","decode","codeSystem","instanceType","code","uuid:ID","id"
"2023-09-29","Interventional Study","http://www.cdisc.org","Code","C98388","90010682-bc36-4053-a7cd-0790d3a6de08","Code_1"
"2023-09-29","Phase II Trial","http://www.cdisc.org","Code","C15601","d7f99ab1-9de2-416a-b7c2-6cbee16c0e05","Code_2"
"2023-09-29","Sponsor Approval Date","http://www.cdisc.org","Code","C132352","3bc1abc8-4a69-4345-bf0b-89abf555a42b","Code_9"
"2023-09-29","Global","http://www.cdisc.org","Code","C68846","9f5ff0bc-8a17-4786-ba26-af8b18afa71c","Code_10"
"2023-09-29","IRB/IEC Feedback","http://www.cdisc.org","Code","C99904x3","76460461-13ce-4f61-94bb-154ef8c1ba86","Code_72"
"2023-09-29","Other","http://www.cdisc.org","Code","C17649","19796bae-455d-4354-a7fb-46bdaa80661a","Code_73"
"2023-09-29","Region","http://www.cdisc.org","Code","C41129","f5ecdcea-ecc8-4ff2-91c3-c07f29a8db6a","Code_75"
"2020-08","Europe","ISO 3166 1 alpha3","Code","150","cb545cab-1430-4587-9dfe-9dd2799592dd","Code_74"
"12","Eli Lilly","SPONSOR","Code","PHARMA","db08f888-5d66-469b-8a89-132cf5b51075","Code_4"
"2023-09-29","Clinical Study Sponsor","http://www.cdisc.org","Code","C70793","652edc19-9e5e-4201-a2cb-2a7631cdbf96","Code_76"
"2020-08","United States of America","ISO 3166 1 alpha3","Code","USA","171e0907-5b2e-42ee-808a-6cc329c59983","Code_77"
"2023-09-29","Study Registry","http://www.cdisc.org","Code","C93453","2535a3ea-089d-4513-a5ad-848b85e23957","Code_78"
"2020-08","United States of America","ISO 3166 1 alpha3","Code","USA","ab8e62d0-2d42-4122-a75a-516f5c574eef","Code_79"
"2023-09-29","Treatment Study","http://www.cdisc.org","Code","C49656","6a8a5b3a-f7fc-488d-bf83-833b44ba3d34","Code_137"
"2023-09-29","Efficacy Study","http://www.cdisc.org","Code","C49666","641d190c-09a1-4a59-8dc1-f967c40889e0","Code_138"
"2023-09-29","Safety Study","http://www.cdisc.org","Code","C49667","81f601a5-4228-4bd3-a19e-9f8acb4762f8","Code_139"
"2023-09-29","Pharmacokinetic Study","http://www.cdisc.org","Code","C49663","3b0a08e5-f0d1-4b1c-8190-0f20d1c6ac96","Code_140"
"12","Mild to Moderate Alzheimer's Disease","SPONSOR","Code","MILD_MOD_ALZ","e0a47b14-2803-49ae-a0ff-08bfbf55ce31","Code_134"
"January 31, 2018","Alzheimer's disease","SNOMED","Code","26929004","45610885-bd28-40ca-98f5-20d0e6db1705","Code_135"
"2023-09-29","EXTENSION","http://www.cdisc.org","Code","C99907x1","597e294c-f9f8-4a5e-b910-59884d090634","Code_143"
"2023-09-29","ADAPTIVE","http://www.cdisc.org","Code","C98704","9372b8bb-94aa-48a5-996e-d369c737310f","Code_144"
"2023-09-29","Parallel Study","http://www.cdisc.org","Code","C82639","1e940c67-235b-42a9-b838-bb617decb283","Code_141"
"2023-09-29","Visit","http://www.cdisc.org","Code","C25716","9811761a-6234-424e-9a3a-a6de308b57a7","Code_83"
"2023-09-29","Clinic","http://www.cdisc.org","Code","C51282","802a01ea-76f5-4bda-8924-dc3137094243","Code_84"
"2023-09-29","In Person","http://www.cdisc.org","Code","C175574","31c98857-1c9f-43d5-83e4-81a8ea7aa564","Code_85"
"2023-09-29","Visit","http://www.cdisc.org","Code","C25716","4b2c44d0-1be9-4551-b72d-6f746ec9401a","Code_86"
"2023-09-29","Clinic","http://www.cdisc.org","Code","C51282","169a8d77-2202-4b97-934e-b895a4b83eef","Code_87"
"2023-09-29","In Person","http://www.cdisc.org","Code","C175574","61778175-b8e9-41db-9391-f34851d1686c","Code_88"
