"isEnabled","datatype","name","label","instanceType","isRequired","uuid:ID","id"
"True","string","Sex","Sex","BiomedicalConceptProperty","True","413f6439-e5d3-401f-b4ca-77d507979d2e","BiomedicalConceptProperty_89"
"True","string","Race","Race","BiomedicalConceptProperty","True","2215c352-abdf-4585-baec-c8861fb97a5a","BiomedicalConceptProperty_90"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","09c1ef0e-7efe-4acc-9b67-ef15786ec052","BiomedicalConceptProperty_91"
"True","string","Unit of Temperature","Unit of Temperature","BiomedicalConceptProperty","True","a3368b80-f6af-4592-a916-4ec9cf36d95a","BiomedicalConceptProperty_92"
"True","string","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","True","deb3a973-dc53-41cf-a21f-fa0f3347fabf","BiomedicalConceptProperty_93"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","45268d52-c309-433d-aa6b-3d2d84a66dca","BiomedicalConceptProperty_94"
"True","string","Unit of Weight","Unit of Weight","BiomedicalConceptProperty","True","9ea2043b-c11d-4089-b667-aa8c70492372","BiomedicalConceptProperty_95"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","52cc5c97-46c5-40ee-8fda-0ed82dd65f47","BiomedicalConceptProperty_96"
"True","string","Unit of Height","Unit of Height","BiomedicalConceptProperty","True","12a9cc1a-08ad-4ec6-82c9-d55f47b2bd39","BiomedicalConceptProperty_97"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","a8df46b2-3821-4fdb-8bb7-5f5e88195c29","BiomedicalConceptProperty_98"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","e32bac3a-1aa9-4954-9593-53690f1a0e2e","BiomedicalConceptProperty_99"
"True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","1588f879-1086-41d0-870a-d8be498b1cfc","BiomedicalConceptProperty_100"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","6240b088-39a0-46ab-971c-ca0a6cf3bef9","BiomedicalConceptProperty_101"
"True","string","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","116dd050-2047-4e79-a9c2-3846222f6cd3","BiomedicalConceptProperty_102"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","a124ac4f-f1c4-4431-8c0a-914df563e63e","BiomedicalConceptProperty_103"
"True","string","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","True","022c3a72-d8f3-4c54-b206-a48b738d4bea","BiomedicalConceptProperty_104"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","85cde980-3beb-43cb-be8b-df83feec2b13","BiomedicalConceptProperty_105"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","dceb50e0-25e5-41a5-b13c-f0aafdaa5312","BiomedicalConceptProperty_106"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","7d61f15a-9b78-4f26-bd72-7facfa005f51","BiomedicalConceptProperty_107"
"True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","946eefcd-e0d9-4a84-9a1e-c4454c1a85ac","BiomedicalConceptProperty_108"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","2c821934-bc3f-4aa2-85fe-3b85ed94b3e9","BiomedicalConceptProperty_109"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","21b7db21-a72b-4822-8364-d90a6ffca491","BiomedicalConceptProperty_110"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","c4cd8824-b6bf-4faa-b6d2-5f45d2c78456","BiomedicalConceptProperty_111"
"True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","7b664e18-eb7e-4e93-b917-eac805e309e0","BiomedicalConceptProperty_112"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","bd080420-de0f-4352-b92b-552d329a55e2","BiomedicalConceptProperty_113"
"True","string","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","3a8edfa7-6d37-4603-bd2b-8d61bd83337a","BiomedicalConceptProperty_114"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","d854586a-e483-4340-924b-00a3cad28547","BiomedicalConceptProperty_115"
"True","string","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","True","c6a72796-05c8-459d-870f-63804eec19b8","BiomedicalConceptProperty_116"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","92a572f3-41de-4a42-9650-9ceb8c280e36","BiomedicalConceptProperty_117"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","5904e837-5589-4430-a8cf-0b393170efbc","BiomedicalConceptProperty_118"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","303a8952-f8bd-41b7-9e90-93ad0ec35c24","BiomedicalConceptProperty_119"
"True","string","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","True","b811683e-ce8f-408c-91a6-5b3310e58224","BiomedicalConceptProperty_120"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","3ca21ebf-d708-4447-bc1c-856638cbaf6b","BiomedicalConceptProperty_121"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","ae99123e-1730-45ec-8edf-3379c82ce372","BiomedicalConceptProperty_122"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","7c3ebd7f-c3c2-4f15-b0d5-e52ed8c771f6","BiomedicalConceptProperty_123"
"True","string","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","True","d8f840ad-fa89-442e-9791-7cbc54ea1814","BiomedicalConceptProperty_124"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","acbe38a1-ba78-4f4b-a4d8-a5026f11ec8e","BiomedicalConceptProperty_125"
"True","string","Reported Event Term","Reported Event Term","BiomedicalConceptProperty","True","776aa37f-ad4c-48e6-9a50-63582f1f67ef","BiomedicalConceptProperty_1"
"True","string","Dictionary-derived Term","Dictionary-derived Term","BiomedicalConceptProperty","True","b5846e97-ed0d-4f0a-b36a-0bf8247be5bb","BiomedicalConceptProperty_2"
"True","string","Category","Category","BiomedicalConceptProperty","True","8d9038d0-a99b-4cbd-9b33-2c9d1f0a4a79","BiomedicalConceptProperty_3"
"True","string","Subcategory","Subcategory","BiomedicalConceptProperty","True","32cb87d7-8892-4e29-b667-5361bf442ceb","BiomedicalConceptProperty_4"
"True","datetime","Observation Start Date Time","Observation Start Date Time","BiomedicalConceptProperty","True","2efb77c4-425e-4051-8b7e-85f6bc95c30d","BiomedicalConceptProperty_5"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","07dd37d8-afda-492c-aa25-aa4b64290cd5","BiomedicalConceptProperty_6"
"True","string","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","True","b8cabcd6-3bd2-44c1-be05-17a68aaa7010","BiomedicalConceptProperty_7"
"True","string","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","True","222efb47-b927-4d7e-98bd-82ad9c7fede7","BiomedicalConceptProperty_8"
"True","string","Laterality","Laterality","BiomedicalConceptProperty","True","eb860025-de79-44e2-a6cf-8a3b6e91d59a","BiomedicalConceptProperty_9"
"True","string","Test Method","Test Method","BiomedicalConceptProperty","True","4443ce2c-7f9a-4f06-b003-3db33cee4c4c","BiomedicalConceptProperty_10"
"True","string","Body Position","Body Position","BiomedicalConceptProperty","True","35f2d879-bd3e-49c2-827a-22e953c375c7","BiomedicalConceptProperty_11"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","d53f3d92-d388-485a-b8ce-56094e71d3e4","BiomedicalConceptProperty_12"
"True","string","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","True","612b59e1-d07f-46d8-9756-e42859aa43c7","BiomedicalConceptProperty_13"
"True","string","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","True","92c8ba6c-37bb-44f0-bb22-3ea5c8b5222e","BiomedicalConceptProperty_14"
"True","string","Laterality","Laterality","BiomedicalConceptProperty","True","f595b2a0-99ee-41a4-9bef-b7a3ecfe734f","BiomedicalConceptProperty_15"
"True","string","Test Method","Test Method","BiomedicalConceptProperty","True","6189ed77-98fb-40d2-a9c2-2e813dd9f75e","BiomedicalConceptProperty_16"
"True","string","Body Position","Body Position","BiomedicalConceptProperty","True","c8ad7407-9def-4f83-955f-1066e189f54a","BiomedicalConceptProperty_17"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","87aa2a7d-6ee3-45a4-a73c-603d0fe6f963","BiomedicalConceptProperty_18"
"True","string","Unit of Temperature","Unit of Temperature","BiomedicalConceptProperty","True","8eb151e4-21ae-4aa4-b079-48bb5914f35a","BiomedicalConceptProperty_19"
"True","string","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","True","007c4e24-e83c-4cd8-894f-b2263d10502d","BiomedicalConceptProperty_20"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","8f00689c-5296-4220-b89c-a10f8035900b","BiomedicalConceptProperty_21"
"True","string","Unit of Weight","Unit of Weight","BiomedicalConceptProperty","True","4af14e6f-cacf-47ec-b6c9-f08781b8feb3","BiomedicalConceptProperty_22"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","ab994fe3-32ac-4464-a4ca-77a67e8dabfb","BiomedicalConceptProperty_23"
"True","string","Unit of Height","Unit of Height","BiomedicalConceptProperty","True","97756af5-9e17-4a1c-8976-a04567bf28f0","BiomedicalConceptProperty_24"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","740f57b1-b0cb-4685-aca4-83e328dcadc8","BiomedicalConceptProperty_25"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","63b5b068-a5b5-4998-ac60-b80cfe25067c","BiomedicalConceptProperty_26"
"True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","3ff71fe1-8bd8-4062-8411-c3fda2e0bb80","BiomedicalConceptProperty_27"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","f4ba7826-f21c-47f2-ad4a-80c1fdc4b618","BiomedicalConceptProperty_28"
"True","string","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","e3fe2c3d-5e7d-41bd-94ba-4dd00cdb3da6","BiomedicalConceptProperty_29"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","ff9330d3-2d25-46a7-bf6c-3dfa33a2cb83","BiomedicalConceptProperty_30"
"True","string","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","True","10f707f2-f3f4-44fe-89e6-192cec0b04c6","BiomedicalConceptProperty_31"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","89830cc7-516f-4750-ae2b-b9e0ea3534bb","BiomedicalConceptProperty_32"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","e1546a44-fd8a-406c-b3c4-d23787de6eca","BiomedicalConceptProperty_33"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","511f8947-4296-432c-96bb-5366723a890a","BiomedicalConceptProperty_34"
"True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","6fc20f8c-b726-4f36-844d-dbfe64ec40f4","BiomedicalConceptProperty_35"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","8220aa7f-cad7-4d72-99b1-2a685d66a30d","BiomedicalConceptProperty_36"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","5a497cdd-75df-49fb-b874-5addcacbb54c","BiomedicalConceptProperty_37"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","2fa22b2c-4ac4-4b64-87e2-fdcb208d5297","BiomedicalConceptProperty_38"
"True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","f815c2d5-ed7a-45c3-86d4-7ae15f696498","BiomedicalConceptProperty_39"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","c035301c-2405-4c49-a5d7-973e2d08a0a7","BiomedicalConceptProperty_40"
"True","string","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","e0ab0e1d-b733-40d7-a593-0999e8797a5c","BiomedicalConceptProperty_41"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","36ff8d07-749a-4c1d-9103-724c55e8977d","BiomedicalConceptProperty_42"
"True","string","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","True","c21c5fc3-6bbf-41aa-b345-aa6aef4772b5","BiomedicalConceptProperty_43"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","1563137f-b87e-41c9-a16a-a6b94cd37e84","BiomedicalConceptProperty_44"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","1450f92f-2479-4baa-bf2a-671ae39d52bc","BiomedicalConceptProperty_45"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","d8ee2fdb-26e6-4e99-b3d3-8f0c3a7b80bb","BiomedicalConceptProperty_46"
"True","string","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","True","ebf6139e-aafb-417e-aabf-75f692d6c845","BiomedicalConceptProperty_47"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","0b8dd895-a2f7-4d7f-bea2-dd4ef175bda4","BiomedicalConceptProperty_48"
"True","decimal","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","True","9924ffc1-7270-4128-aa6d-99661bdd524b","BiomedicalConceptProperty_49"
"True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","a8a9dc6f-c375-4625-8932-529f955edae4","BiomedicalConceptProperty_50"
"True","string","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","True","e51961af-7856-4f48-8315-8dc4b95ce41d","BiomedicalConceptProperty_51"
"True","string","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","True","84064470-f51a-49ca-b7fe-3c5111ca4f88","BiomedicalConceptProperty_52"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","9fe390d8-692f-4930-9946-72ec3ce3453c","BiomedicalConceptProperty_53"
"True","string","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","True","78c32a7f-0e7f-4eb8-a44a-515e6cd8a3f8","BiomedicalConceptProperty_54"
"True","string","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","True","0109a988-1c50-401e-bcfd-23601c3423ac","BiomedicalConceptProperty_55"
"True","string","Laterality","Laterality","BiomedicalConceptProperty","True","b4128625-d0cd-422b-a3f0-ac3486bf9a8d","BiomedicalConceptProperty_56"
"True","string","Test Method","Test Method","BiomedicalConceptProperty","True","21a69f3b-5d98-44ea-a13e-87ab3c4db1ac","BiomedicalConceptProperty_57"
"True","string","Body Position","Body Position","BiomedicalConceptProperty","True","1c73e254-065d-4832-9049-d0458f72c133","BiomedicalConceptProperty_58"
"True","decimal","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","True","3ac64a6d-b9de-4014-ac2d-c471878d933d","BiomedicalConceptProperty_59"
"True","string","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","True","eb18dacc-b950-4385-8152-b7e559e4969a","BiomedicalConceptProperty_60"
"True","string","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","True","30641dac-4600-453d-85a2-9c84b2d6ef88","BiomedicalConceptProperty_61"
"True","string","Laterality","Laterality","BiomedicalConceptProperty","True","b3fd9266-c9f5-4e00-8fb2-bd06c77d58e1","BiomedicalConceptProperty_62"
"True","string","Test Method","Test Method","BiomedicalConceptProperty","True","4a777551-4f44-4d06-981a-7977a3051d61","BiomedicalConceptProperty_63"
"True","string","Body Position","Body Position","BiomedicalConceptProperty","True","3de18e24-4463-4e54-92f2-07c27d769415","BiomedicalConceptProperty_64"
