"bcReference","bcSynonyms","id","uuid:ID","label","name"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","BiomedicalConcept_18","a8e5e474-2203-4f65-a474-253ed04b6b64","Body Temperature","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","BiomedicalConcept_19","f7160751-8e0e-4f13-b597-36924259c9c1","Body Weight","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","BiomedicalConcept_20","7f0e05b6-de52-48b5-87bb-90dcfa0884a9","Body Height","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","BiomedicalConcept_21","09e3a331-72ff-4ec6-b488-87f039a6ad21","Alanine Aminotransferase Measurement","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","BiomedicalConcept_22","693f7216-f166-44b4-a593-0849bb4b166d","Albumin Measurement","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","BiomedicalConcept_23","b18908fe-5b1f-4f5e-8f17-3e1244d9a2c5","Alkaline Phosphatase Measurement","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","BiomedicalConcept_24","311a0e99-2af0-4bf7-8e6c-75d4ea3b1c93","Aspartate Aminotransferase Measurement","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","BiomedicalConcept_25","608dcdcf-6a98-45b6-ac94-43397ab03415","Creatinine Measurement","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","BiomedicalConcept_26","058a52e2-7f2a-48c3-8308-e2c5629b0f36","Potassium Measurement","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","BiomedicalConcept_27","79012d56-f524-46ce-aa32-4edc5e4f9857","Sodium Measurement","Sodium Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","['Adverse Event Reported Term', 'AETERM']","BiomedicalConcept_1","943ce676-a8ff-454c-a8a5-81cab0277e69","Adverse Event","Adverse Event"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","BiomedicalConcept_2","2106d07a-1f75-4598-8ae7-7f91e3d0680a","Systolic Blood Pressure","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","BiomedicalConcept_3","7b603138-3cd4-4d4c-9dbe-a43fbd9d6da7","Diastolic Blood Pressure","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","BiomedicalConcept_4","b12be68b-2f1c-4314-b4fe-ad32a2bffc67","Body Temperature","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","BiomedicalConcept_5","919308e3-4e9f-4516-97d9-75547e955c01","Body Weight","Body Weight"
