"uuid:ID","name","reference","synonyms","label","id","instanceType"
"d6695d88-8a5c-4401-bd0b-97f069397ecd","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","Body Temperature","BiomedicalConcept_20","BiomedicalConcept"
"e7d37fd7-3eb0-4b48-bccc-5f4dbabc9a7e","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","Body Weight","BiomedicalConcept_21","BiomedicalConcept"
"4d7efe45-3811-46ab-a057-640704f97605","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","Body Height","BiomedicalConcept_22","BiomedicalConcept"
"cd3811ce-070e-4337-b54e-4e3132aff0e1","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept_23","BiomedicalConcept"
"a6026f32-5638-4d23-91a6-c3aacd09922b","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","Albumin Measurement","BiomedicalConcept_24","BiomedicalConcept"
"df362596-7386-45bb-bce3-84ee3ae3f861","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept_25","BiomedicalConcept"
"9486d28b-13ad-4985-bdeb-1c5a67c85b72","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept_26","BiomedicalConcept"
"d9014055-bdbe-42e2-8d58-ac88f4308c47","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","Creatinine Measurement","BiomedicalConcept_27","BiomedicalConcept"
"97971fb6-fc69-4f2d-915e-605280ed34c2","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept_28","BiomedicalConcept"
"106d7c7e-ac81-439a-9241-54f31920e5a0","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept_29","BiomedicalConcept"
"8f35e9f3-4971-424e-80c1-b5435224bfba","Adverse Event","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","['Adverse Event Reported Term', 'AETERM']","Adverse Event","BiomedicalConcept_1","BiomedicalConcept"
"8c91e2b1-d672-4a1a-ba9a-38fa793fc270","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_2","BiomedicalConcept"
"30ecd4fd-15c0-4bde-8a20-3e1578894a14","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_3","BiomedicalConcept"
"2b4cb0d9-1019-4abc-9493-a7a4b69e0f50","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","Body Temperature","BiomedicalConcept_4","BiomedicalConcept"
"bb4fb0b8-a44a-4917-8cdb-863621031184","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","Body Weight","BiomedicalConcept_5","BiomedicalConcept"
"640a8e8d-b005-4f42-8216-37fa9222b6be","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","Body Height","BiomedicalConcept_6","BiomedicalConcept"
"39da0a40-d61d-4834-be8c-3884a185b5a8","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept_7","BiomedicalConcept"
"f7bd1299-c47c-498c-b2eb-f917a833d210","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","Albumin Measurement","BiomedicalConcept_8","BiomedicalConcept"
"fd16ecd2-5530-49ed-a2a9-64f1419f96c5","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept_9","BiomedicalConcept"
"15249b99-efb1-45d4-8815-00d4c95d45ba","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept_10","BiomedicalConcept"
"edb10078-b131-4d28-a8dd-7b4c9c85aae2","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","Creatinine Measurement","BiomedicalConcept_11","BiomedicalConcept"
"51f2ac09-50cb-4d9a-a351-c7677f19c383","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept_12","BiomedicalConcept"
"bf8e7057-6472-421d-aa29-959e1eb9e198","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept_13","BiomedicalConcept"
"4d89b514-d8c0-4c31-9452-e1f8c7cb0256","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_14","BiomedicalConcept"
"617c1cd8-7868-4a09-96cc-d791a4072777","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_15","BiomedicalConcept"
"bf5e2ccd-77f2-457d-a4c7-f8d0fd0fdb73","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","","Heart Rate","BiomedicalConcept_16","BiomedicalConcept"
"abe711af-5018-4581-9ac7-282f26d6ddae","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_17","BiomedicalConcept"
"80cbe722-f0a2-4cda-acce-bc50c538ce39","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_18","BiomedicalConcept"
"aeea88c9-93e3-469c-a98b-361d64e2d68e","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","","Heart Rate","BiomedicalConcept_19","BiomedicalConcept"
