"uuid:ID","code","codeSystemVersion","decode","id","codeSystem","instanceType"
"9b776a6a-52fc-40c2-81b1-be8f16ab857d","C98388","2023-09-29","Interventional Study","Code_1","http://www.cdisc.org","Code"
"ee480875-4e89-45ec-8681-9243b4bd03ce","C15601","2023-09-29","Phase II Trial","Code_2","http://www.cdisc.org","Code"
"ca92f68e-0b79-4a21-9440-6a2ae0e8d121","C132352","2023-09-29","Sponsor Approval Date","Code_9","http://www.cdisc.org","Code"
"26f08bca-a6b9-4bfd-ab0d-f4f3502d86d8","C68846","2023-09-29","Global","Code_10","http://www.cdisc.org","Code"
"46f54716-ab53-497d-9dea-7189209c9250","C99904x3","2023-09-29","IRB/IEC Feedback","Code_72","http://www.cdisc.org","Code"
"927b6461-1dd4-4eea-8826-537a7fc72838","C17649","2023-09-29","Other","Code_73","http://www.cdisc.org","Code"
"f067eb3c-1acf-4bc1-9c9c-6ee07657a0a2","C41129","2023-09-29","Region","Code_75","http://www.cdisc.org","Code"
"24ccbe63-4df6-4f57-8d65-b2846174354f","150","2020-08","Europe","Code_74","ISO 3166 1 alpha3","Code"
"c6109402-01b7-4965-9cc8-4007ee1c9773","PHARMA","12","Eli Lilly","Code_4","SPONSOR","Code"
"d38393a9-60ae-4300-bc37-6b4391eadf02","C70793","2023-09-29","Clinical Study Sponsor","Code_76","http://www.cdisc.org","Code"
"29d4eb7a-8cd5-4659-a960-d6a3982f7c81","DNK","2020-08","Denmark","Code_77","ISO 3166 1 alpha3","Code"
"0dd8777e-12b3-472c-b50b-9de2c04c8e8e","C93453","2023-09-29","Study Registry","Code_78","http://www.cdisc.org","Code"
"09298ed8-2b36-4b71-8c41-815830d91846","C49656","2023-09-29","Treatment Study","Code_136","http://www.cdisc.org","Code"
"8983627e-a5d2-4bdd-a5ba-0e77b90f49fb","C49666","2023-09-29","Efficacy Study","Code_137","http://www.cdisc.org","Code"
"27f03ca2-b838-4f9c-b2f8-9340fac563c8","C49667","2023-09-29","Safety Study","Code_138","http://www.cdisc.org","Code"
"83b5c186-70c0-47da-9232-c23f3dea1d8e","C49663","2023-09-29","Pharmacokinetic Study","Code_139","http://www.cdisc.org","Code"
"af37e394-a3d8-4e70-b79f-c90c4ff9bd3d","MILD_MOD_ALZ","12","Mild to Moderate Alzheimer's Disease","Code_133","SPONSOR","Code"
"7654d4d5-5202-4420-9f18-1273a7f5655f","26929004","January 31, 2018","Alzheimer's disease","Code_134","SNOMED","Code"
"97399fa5-52c4-45de-b543-e72e8698947b","C99907x1","2023-09-29","EXTENSION","Code_142","http://www.cdisc.org","Code"
"23ac4c56-b2b3-4d0d-8650-58ce3414ef3e","C98704","2023-09-29","ADAPTIVE","Code_143","http://www.cdisc.org","Code"
"e624e54e-37d5-43fe-bf84-73cbeab567cc","C82639","2023-09-29","Parallel Study","Code_140","http://www.cdisc.org","Code"
"67c0f68b-d5ec-4862-87c6-7eb318b76e4a","C25716","2023-09-29","Visit","Code_82","http://www.cdisc.org","Code"
"5cbef54f-dcb9-40a3-9c88-67646c0e6c48","C51282","2023-09-29","Clinic","Code_83","http://www.cdisc.org","Code"
"f60124a9-8f77-4b1d-b2f1-78294d317e79","C175574","2023-09-29","In Person","Code_84","http://www.cdisc.org","Code"
"945b72be-37e4-43b2-8f7d-033ee870f09e","C25716","2023-09-29","Visit","Code_85","http://www.cdisc.org","Code"
"9218fe9d-3472-4669-9da7-9ef43450cee3","C51282","2023-09-29","Clinic","Code_86","http://www.cdisc.org","Code"
"082718cb-e972-4b2f-9764-812fd8834d93","C175574","2023-09-29","In Person","Code_87","http://www.cdisc.org","Code"
"bd1f8fb0-dada-44b1-a999-8379341786f2","C25716","2023-09-29","Visit","Code_88","http://www.cdisc.org","Code"
"5980f1d8-1559-4e2c-b1b6-36a4f9857d13","C51282","2023-09-29","Clinic","Code_89","http://www.cdisc.org","Code"
"ee792183-f9b3-4e65-ac9e-6123f925bd32","C175574","2023-09-29","In Person","Code_90","http://www.cdisc.org","Code"
"8ff3acda-637c-4cac-aaf4-ecf203df8b62","C25716","2023-09-29","Visit","Code_91","http://www.cdisc.org","Code"
"cab6d49a-49ac-49de-a6c6-c9b2b58db8db","C51282","2023-09-29","Clinic","Code_92","http://www.cdisc.org","Code"
"55ca5020-6486-4920-bcbc-46ba9ec69d0c","C175574","2023-09-29","In Person","Code_93","http://www.cdisc.org","Code"
"c54c17c4-19d8-4175-a7d9-1046c59c71f3","C25716","2023-09-29","Visit","Code_94","http://www.cdisc.org","Code"
"7818b0be-c578-4880-8c5c-fc2ba8ae9317","C51282","2023-09-29","Clinic","Code_95","http://www.cdisc.org","Code"
"21362515-75c7-46f2-8e4b-81f728729ff2","C175574","2023-09-29","In Person","Code_96","http://www.cdisc.org","Code"
"5cce1149-e2c5-4164-af40-24a3d41e6aaa","C25716","2023-09-29","Visit","Code_97","http://www.cdisc.org","Code"
"f21c77d6-c37f-4983-9fe2-21f61fa1e443","C51282","2023-09-29","Clinic","Code_98","http://www.cdisc.org","Code"
"7ae8b052-4584-4971-9e7c-c45a62799da9","C175574","2023-09-29","In Person","Code_99","http://www.cdisc.org","Code"
"8c7b8a15-925e-4cf9-b0ac-067b2db8a5cc","C25716","2023-09-29","Visit","Code_100","http://www.cdisc.org","Code"
"d43e1965-26dd-4d12-8d57-8130d681d59d","C51282","2023-09-29","Clinic","Code_101","http://www.cdisc.org","Code"
"490f0af9-eb12-4766-b78b-0ecc5ebe38cf","C175574","2023-09-29","In Person","Code_102","http://www.cdisc.org","Code"
"bf220e43-0c54-4f89-8e72-e4cb4b5fc56a","C171537","2023-09-29","Telephone Call","Code_103","http://www.cdisc.org","Code"
"721920d1-1cd5-4db9-89ca-9377f4d47dfb","C25716","2023-09-29","Visit","Code_104","http://www.cdisc.org","Code"
"4fba17e8-ac6f-4298-ac8b-f774933e0289","C51282","2023-09-29","Clinic","Code_105","http://www.cdisc.org","Code"
"343b6c61-1985-42d3-80a7-8c9c4e316ec0","C175574","2023-09-29","In Person","Code_106","http://www.cdisc.org","Code"
"a55b5185-e06e-43df-b012-42074d4d4e90","C171537","2023-09-29","Telephone Call","Code_107","http://www.cdisc.org","Code"
"4db18752-a9e4-451b-99a9-1dbe50b79150","C25716","2023-09-29","Visit","Code_108","http://www.cdisc.org","Code"
"a004ff6b-839b-4643-9e2a-07345efaac73","C51282","2023-09-29","Clinic","Code_109","http://www.cdisc.org","Code"
"d6e3b13c-748f-4f39-8adb-ed9d1e3176dc","C175574","2023-09-29","In Person","Code_110","http://www.cdisc.org","Code"
"2685c525-9f07-44c5-8846-93999ed1a7f2","C171537","2023-09-29","Telephone Call","Code_111","http://www.cdisc.org","Code"
"44aa566e-feb7-4eac-908d-c7d4893b5e09","C25716","2023-09-29","Visit","Code_112","http://www.cdisc.org","Code"
"a300319c-0480-4de2-b860-ce13673e71b3","C51282","2023-09-29","Clinic","Code_113","http://www.cdisc.org","Code"
"319674ce-7e71-40ee-8e6a-84c3da818256","C175574","2023-09-29","In Person","Code_114","http://www.cdisc.org","Code"
"1f609363-650e-47e4-9f6c-2ca1aa7f7fdb","C171537","2023-09-29","Telephone Call","Code_115","http://www.cdisc.org","Code"
"e3d7629a-3662-4c79-ad41-3eff007bcf8b","C25716","2023-09-29","Visit","Code_116","http://www.cdisc.org","Code"
"f8a1d045-92a2-4f3e-9317-5adca7d6b8d6","C51282","2023-09-29","Clinic","Code_117","http://www.cdisc.org","Code"
"106d2270-7c31-4878-a53f-58ecb7c133bf","C175574","2023-09-29","In Person","Code_118","http://www.cdisc.org","Code"
"1ca6f0de-5488-4f77-8553-bd94b6cf0ec8","C25716","2023-09-29","Visit","Code_119","http://www.cdisc.org","Code"
"48d19ed1-6c5d-4273-9a87-f0ad45af734f","C51282","2023-09-29","Clinic","Code_120","http://www.cdisc.org","Code"
"d20e6f55-b506-45a5-a4e1-5dc4c07e696e","C175574","2023-09-29","In Person","Code_121","http://www.cdisc.org","Code"
"15dc32d8-ce22-45de-9223-081bfd7778a5","383371000119108","January 31, 2018","CT of head without contrast","Code_79","SNOMED","Code"
"34f115e2-397e-4d11-977e-cc5142c2a702","123","12","Subject Supine","Code_80","SPONSOR","Code"
"7f9267fb-518b-4b51-8bb5-2ca72a518c9f","124","12","Subject Standing","Code_81","SPONSOR","Code"
"cd7941f6-68c6-4c1e-a1db-17b1bb9fa1e7","C173522","","Vital Signs Result","Code_278","NCI Thesaurus","Code"
"be41a7cf-2f76-46fc-94bb-52b7d77904cc","C42537","2023-09-29","Kelvin","Code_279","http://www.cdisc.org","Code"
"f89ba0f1-13dd-4822-98c5-2b7aa3b8ac72","C44276","","Unit of Temperature","Code_280","NCI Thesaurus","Code"
"470dc0c6-a93a-44a4-918b-1f8a296ff4b3","C83088","","Vital Signs Location","Code_281","NCI Thesaurus","Code"
"e3fe0f65-44a4-4e0a-875d-4574f3a285d3","C174446","","Body Temperature","Code_277","NCI Thesaurus","Code"
"e167b62f-5cdf-4f8d-83b2-83434d118614","C173522","","Vital Signs Result","Code_283","NCI Thesaurus","Code"
"7703e6ba-6293-4b89-8731-194410b55311","C28252","2023-09-29","Kilogram","Code_284","http://www.cdisc.org","Code"
"c64b6dcc-6ee8-4964-a24e-2bc277658f8c","C48155","2023-09-29","Gram","Code_285","http://www.cdisc.org","Code"
"3d709285-9d4b-4d67-9938-eacc0e46e720","C48531","2023-09-29","Pound","Code_286","http://www.cdisc.org","Code"
"cbc7618f-90b6-44bd-9d9f-ff6d9bc6ae1e","C48208","","Unit of Weight","Code_287","NCI Thesaurus","Code"
"71f7a68e-e204-47e9-8f89-de990199984f","C81328","","Body Weight","Code_282","NCI Thesaurus","Code"
"f2be69dd-e051-49fc-83dd-0e64f8844cb4","C173522","","Vital Signs Result","Code_289","NCI Thesaurus","Code"
"1081086f-cb67-4fcb-b39b-b6e8238547b4","C49668","2023-09-29","Centimeter","Code_290","http://www.cdisc.org","Code"
"60651fe0-c75c-4c20-a532-18c3f6853584","C48500","2023-09-29","Inch","Code_291","http://www.cdisc.org","Code"
"d48193cd-37f6-4dab-9d3f-bb73d1cd7f00","C28251","2023-09-29","Millimeter","Code_292","http://www.cdisc.org","Code"
"547f4482-a0d2-460d-9b94-db68a6407446","C41139","2023-09-29","Meter","Code_293","http://www.cdisc.org","Code"
"fbb5ffc2-b021-49f7-a28a-7af6536a3a10","C168688","","Unit of Height","Code_294","NCI Thesaurus","Code"
"adb20373-3036-4dfe-b4ea-e76acb74f70f","C164634","","Body Height","Code_288","NCI Thesaurus","Code"
"1f9ac045-876b-4f69-9b4e-53a240a2ce30","C36292","","Laboratory Test Result","Code_296","NCI Thesaurus","Code"
"f63ba693-ebe5-4a96-96cf-3f572823aec2","C83309","","Laboratory Test Fasting Status","Code_297","NCI Thesaurus","Code"
"4c72be4e-c29d-45ea-b2fb-724a0e366fa5","C67365","","Unit of Catalytic Activity Concentration","Code_298","NCI Thesaurus","Code"
"1cbd02b0-b027-45d1-9584-634c19194127","C70713","","Biospecimen Type","Code_299","NCI Thesaurus","Code"
"63bbb45b-13b5-4e08-8ab2-35967c468ea1","C64433","","Alanine Aminotransferase Measurement","Code_295","NCI Thesaurus","Code"
"a68fe6f4-d52d-4480-a8a2-16341e959169","C36292","","Laboratory Test Result","Code_301","NCI Thesaurus","Code"
"e9270d53-795b-48ce-b45f-bbb244870f4b","C83309","","Laboratory Test Fasting Status","Code_302","NCI Thesaurus","Code"
"28a6c8f2-804d-462c-a9ff-5ab19dc1261e","C48207","","Unit of Concentration","Code_303","NCI Thesaurus","Code"
"77604b12-6d7f-4fd7-a6ff-2844e34c52a4","C70713","","Biospecimen Type","Code_304","NCI Thesaurus","Code"
"7548c254-5d2c-42f3-a878-097ad731c3ac","C64431","","Albumin Measurement","Code_300","NCI Thesaurus","Code"
"e8d3e049-0d7f-41d7-a7b1-adb10e1c6f50","C36292","","Laboratory Test Result","Code_306","NCI Thesaurus","Code"
"53bc3e74-d906-466c-94bd-3223a7265ba6","C83309","","Laboratory Test Fasting Status","Code_307","NCI Thesaurus","Code"
"67583823-94b5-44c6-9d9e-01ffe7cfb9b2","C67365","","Unit of Catalytic Activity Concentration","Code_308","NCI Thesaurus","Code"
