"uuid:ID","name","datatype","isEnabled","isRequired","label","id","instanceType"
"f15dffeb-7a0d-43c6-b72c-0ff66e86801a","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_98","BiomedicalConceptProperty"
"d090ae5e-af12-4a9e-85b3-20b56ee65b51","Unit of Temperature","string","True","True","Unit of Temperature","BiomedicalConceptProperty_99","BiomedicalConceptProperty"
"8ca78a47-3fcb-4969-9b36-2c5541f72398","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_100","BiomedicalConceptProperty"
"6ac58ed2-aa0d-4cc1-8897-9f170fd796c6","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_101","BiomedicalConceptProperty"
"04317ccc-f4c3-447d-abac-a7c15e14970a","Unit of Weight","string","True","True","Unit of Weight","BiomedicalConceptProperty_102","BiomedicalConceptProperty"
"294410a8-3599-4903-873c-e081cabb77f3","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_103","BiomedicalConceptProperty"
"909fe274-ed83-4c4b-8103-c286186d0128","Unit of Height","string","True","True","Unit of Height","BiomedicalConceptProperty_104","BiomedicalConceptProperty"
"652b581a-3398-491e-ba22-6511d64baa5a","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_105","BiomedicalConceptProperty"
"ff7df940-1ffc-40d2-977a-8fa9d758ed70","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","BiomedicalConceptProperty"
"1517bc84-6884-438a-86cf-62ae7447c1e4","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","BiomedicalConceptProperty"
"c74c772c-44d4-4484-9990-af8f33ffbb90","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_108","BiomedicalConceptProperty"
"f9d01c2c-84f6-4b70-8d92-7d3aaabeea30","Laboratory Test Result","string","True","True","Laboratory Test Result","BiomedicalConceptProperty_109","BiomedicalConceptProperty"
"80b3167f-8f4a-4eca-b557-0e35ba194640","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","BiomedicalConceptProperty"
"a79527b1-0ff3-4b9d-99f7-f87e827e2b52","Unit of Concentration","string","True","True","Unit of Concentration","BiomedicalConceptProperty_111","BiomedicalConceptProperty"
"8d198b39-a606-4f9e-b904-c0b46b8aa215","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_112","BiomedicalConceptProperty"
"98b6c933-367c-457e-aee1-c7e66bb4a3a0","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_113","BiomedicalConceptProperty"
