"name","text","uuid:ID","instanceType","id"
"ENCOUNTER_START_RULE_1","Subject identifier","274e8ee5-b16e-4a8b-af51-fb35cee3e45c","TransitionRule","TransitionRule_1"
"ENCOUNTER_START_RULE_1","completion of screening activities","58c867e5-28aa-4418-9a66-e2d2b7a1078d","TransitionRule","TransitionRule_2"
"ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine","68dec87e-0bec-47bf-80b6-45d23a628e38","TransitionRule","TransitionRule_3"
"ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed","0ad076e8-575a-4bc3-ad62-8abf85ec3592","TransitionRule","TransitionRule_4"
"ENCOUNTER_START_RULE_3","Radomized","6a41087b-e14d-4a16-8c83-d8bff00dca52","TransitionRule","TransitionRule_5"
"ENCOUNTER_START_RULE_12","End of treatment","21fb9e1a-3b4d-4d66-9130-2b0995c92552","TransitionRule","TransitionRule_6"
"ELEMENT_START_RULE_1","Informed consent","d61ccce4-3046-4f80-8830-8626a4eb3622","TransitionRule","TransitionRule_7"
"ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent","b049a0f6-5f3e-4836-aef2-d2f96aff6e38","TransitionRule","TransitionRule_8"
"ELEMENT_START_RULE_2","Administration of first dose","48fb7e25-9fa1-4ad6-a842-0e16bc0830e6","TransitionRule","TransitionRule_9"
"ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)","6fe08914-0b1b-4c0d-84d4-a644d8a3d66f","TransitionRule","TransitionRule_14"
"ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)","437c44a4-451d-44be-8a76-9b018df74204","TransitionRule","TransitionRule_15"
"ELEMENT_START_RULE_3","Administration of first dose","c573913c-01dd-4b53-aa93-9e82a7124a30","TransitionRule","TransitionRule_10"
"ELEMENT_START_RULE_4","Randomized","6233d07a-7d0d-4e6f-9a67-c7140ef1d54e","TransitionRule","TransitionRule_11"
"ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)","d481246c-344c-4c78-b182-31ed1772c5e2","TransitionRule","TransitionRule_12"
"ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)","16f4edfc-9029-4e70-b1bf-4f6f8061a79c","TransitionRule","TransitionRule_13"
