"name","uuid:ID","instanceType","description","label","id"
"SCREEN1","e30b5934-938f-4591-902c-073786e89366","ScheduledActivityInstance","-","Screen One","ScheduledActivityInstance_9"
"SCREEN2","39175c41-5602-4662-86f9-7219a4068665","ScheduledActivityInstance","-","Screen Two","ScheduledActivityInstance_10"
"DOSE","81df2053-3ca7-4be8-a6b9-6edf1657a32f","ScheduledActivityInstance","-","Dose","ScheduledActivityInstance_11"
"WK2","8f017da7-ac5e-48d4-879a-f45eda2b35d2","ScheduledActivityInstance","-","Week 2","ScheduledActivityInstance_12"
"WK4","17822e3f-7f9c-44ee-b0c2-ef486fa94a6d","ScheduledActivityInstance","-","Week 4","ScheduledActivityInstance_13"
"WK6","a4f01a62-a3dc-4d39-9006-f11a33bb4438","ScheduledActivityInstance","-","Week 6","ScheduledActivityInstance_14"
"WK8","893ec3fd-1ad4-4d1e-9b56-5c4c7c3028a8","ScheduledActivityInstance","-","Week 8","ScheduledActivityInstance_15"
"WK8N","e2bd5efe-e294-4aa1-a4e4-c1b6340db942","ScheduledActivityInstance","-","Week NPI","ScheduledActivityInstance_16"
"WK12","68688d7f-0301-45cf-b05e-75d55995c9d8","ScheduledActivityInstance","-","Week 12","ScheduledActivityInstance_17"
"WK12N","9381b7ff-df6c-457b-aca5-79a9a1ff0162","ScheduledActivityInstance","-","Week 12 NPI","ScheduledActivityInstance_18"
"WK16","fedbe4fc-9ad5-43ea-b782-39722e1777e3","ScheduledActivityInstance","-","Week 16","ScheduledActivityInstance_19"
"WK16N","9494c0bf-14cf-419f-b59a-d40b9a18d807","ScheduledActivityInstance","-","Week 16 NPI","ScheduledActivityInstance_20"
"WK20","6ee823e4-32e5-4862-a789-a87270f9c457","ScheduledActivityInstance","-","Week 20","ScheduledActivityInstance_21"
"WK20N","15662180-2d70-42f4-8609-8439fc8e83aa","ScheduledActivityInstance","-","Week 20 NPI","ScheduledActivityInstance_22"
"WK24","a1caaccc-234a-4914-a9db-506c9fe9c30f","ScheduledActivityInstance","-","Week 24","ScheduledActivityInstance_23"
"WK26","aca3d749-a1de-4b50-9f7f-3e1ecc702f87","ScheduledActivityInstance","-","Week 26","ScheduledActivityInstance_24"
"AE","b7e8d0b4-9dcc-4a39-88d1-3ac8462f1853","ScheduledActivityInstance","-","Adevers Event","ScheduledActivityInstance_1"
"ET","1a5b2705-7569-4db4-8166-9f3fa5e3e671","ScheduledActivityInstance","-","Early Termination","ScheduledActivityInstance_2"
"VS_5MIN","e7cd9215-3396-4037-bae3-0e2b735eca52","ScheduledActivityInstance","","5 minute supine","ScheduledActivityInstance_3"
"VS_SUPINE","e04d96cf-f7b0-4765-98b8-d3b90ad0072c","ScheduledActivityInstance","","Vital signs supine","ScheduledActivityInstance_4"
"VS_1MIN","8ac16491-f7a9-4194-8e62-7fc8cfbed549","ScheduledActivityInstance","","1 minute standing","ScheduledActivityInstance_5"
"VS_STAND1","83eb3122-0587-4b0b-bc42-4afc1d103d63","ScheduledActivityInstance","","Vital signs after 1 min standing","ScheduledActivityInstance_6"
"VS_2MIN","4a34d27b-2b67-4a74-b7e7-00a907aa3a4a","ScheduledActivityInstance","","2 minute standing","ScheduledActivityInstance_7"
"VS_STAND3","a92fb494-e39a-4df7-9c1f-440cc5134f66","ScheduledActivityInstance","","Vital signs after 3 min standing","ScheduledActivityInstance_8"
