"name","uuid:ID","instanceType","description","label","id"
"Informed consent","10184036-d07f-49ea-b84c-7c22d7f967ac","Activity","","Informed consent","Activity_1"
"Inclusion/exclusion criteria","3c4a2584-60fd-4726-bbd8-5c28d03db643","Activity","","Inclusion and exclusion criteria","Activity_2"
"Patient number assigned","efe4479b-232b-47e9-a676-80473a86e286","Activity","","Patient number assigned","Activity_3"
"Demographics","7a8b64b8-c625-4fc8-827e-e2b5867366b0","Activity","","Demographics","Activity_4"
"Hachinski","04ac978e-f2b7-4c59-8d4a-7f05b2cc5f0c","Activity","","Hachinski Ischemic Scale","Activity_5"
"MMSE","c379f90b-ceba-49fc-970a-77043f9effa8","Activity","","MMSE","Activity_6"
"Physical examination","3ea06504-62af-43e1-9a45-5e5c07d488cf","Activity","","Physical examination","Activity_7"
"Medical history","dce180ca-33be-4307-a85b-399a95a278d6","Activity","","Medical history","Activity_8"
"Habits","e92cb6a4-e80d-422d-9f81-bfb0bfd80288","Activity","","Habits","Activity_9"
"Chest X-ray","916de90a-b7c8-44b1-993d-04a67f1b0434","Activity","","Chest X-ray","Activity_10"
"Apo E genotyping","bda4f4ac-391e-45e2-8ebb-1761ebb2c7a8","Activity","","Apo E genotyping","Activity_11"
"Patient randomised","0e3acdcf-1800-41c5-ab50-20cd670c426d","Activity","","Patient randomised","Activity_12"
"Vital signs / Temperature","a77cf7fe-6f00-41f0-9555-0b0cb1909b5c","Activity","","Vital Signs and Temperature","Activity_13"
"Ambulatory ECG placed","166e3b36-6544-4bc4-8c17-eb6d9bd0d341","Activity","","Ambulatory ECG placed","Activity_14"
"Ambulatory ECG removed","4a2ddc9b-af6d-48eb-9fc3-b8c2b8f00b8e","Activity","","Ambulatory ECG removed","Activity_15"
"ECG","117416b9-4b27-49cf-80ad-dd410e7586da","Activity","","ECG","Activity_16"
"Placebo TTS test","45de4b47-8bdc-466f-8635-b4adb6e55972","Activity","","Placebo TTS test","Activity_17"
"CT scan","054b3a13-a88b-4aa1-937b-65c82143b281","Activity","","CT scan","Activity_18"
"Concomitant medications","8116f2d8-37f9-4bbc-ab39-949af6b8d6c7","Activity","","Concomitant medications","Activity_19"
"Hematology","4380b59b-055a-4f3e-956d-c471aee175fd","Activity","","Hematology","Activity_20"
"Chemistry","73919026-036e-4743-b9aa-6a554d926b5f","Activity","","Chemistry","Activity_21"
"Uninalysis","4a5feb71-514b-46a9-b7a4-fce497255daa","Activity","","Uninalysis","Activity_22"
"Plasma Specimen (Xanomeline)","7c4e5b09-8376-4cd9-8a1d-fa9660be9de4","Activity","","Plasma Specimen (Xanomeline)","Activity_23"
"Hemoglobin A1C","7ea1c64c-f1ab-42b7-a58d-51b885e26960","Activity","","Hemoglobin A1C","Activity_24"
"Study drug","de22e795-3c94-48f4-b8ec-1ccaea856a56","Activity","","Study drug record , Medications dispensed, Medications returned","Activity_25"
"TTS Acceptability Survey","9a184de5-9182-40a8-8d1b-2330acdd3c35","Activity","","TTS Acceptability Survey","Activity_26"
"ADAS-Cog","1c3c57e4-afb9-4b19-81b6-7018d91bedec","Activity","","ADAS-Cog","Activity_27"
"CIBIC+","6222bdf3-ff41-4311-b526-da204b529b63","Activity","","CIBIC+","Activity_28"
"DAD","fab1adbf-3266-40bf-be08-a1447a7ecd59","Activity","","DAD","Activity_29"
"NPI-X","36d20427-c95f-4482-92e9-6de10babf99a","Activity","","NPI-X","Activity_30"
"Adverse events","ce12e5fa-7d35-4606-8ba8-8bd7d906cd1b","Activity","","Adverse events","Activity_31"
"Check adverse events","e51ed8bb-abcc-4bee-9a99-da949e6f8233","Activity","","Check adverse events","Activity_32"
"Supine","72f3afd7-1be5-4f0b-bbbc-4fb7be0f0f10","Activity","","Subject supine","Activity_33"
"Vital Signs Supine","33060fa3-ec88-4f76-beba-fb0b26e6685d","Activity","","Vital signs while supine","Activity_34"
"Stand","10fe4f44-bab6-46f4-b09d-59b04d127c2e","Activity","","Subject Standing","Activity_35"
"Vital Signs Standing","97ee6a8f-d551-45a5-8a5b-d7addfe15617","Activity","","Vital signs while standing","Activity_36"
