"isRequired","name","uuid:ID","instanceType","isEnabled","datatype","label","id"
"True","DSDECOD","f116da04-2170-432e-a778-a67b9f48a421","BiomedicalConceptProperty","True","text","DSDECOD","BiomedicalConceptProperty_116"
"True","DSTERM","68d36cce-e924-481f-bb22-bf4a1bfa6669","BiomedicalConceptProperty","True","text","DSTERM","BiomedicalConceptProperty_117"
"True","DSSTDTC","83d4a9dd-810e-4c94-8f66-71da8c150a8d","BiomedicalConceptProperty","True","datetime","DSSTDTC","BiomedicalConceptProperty_118"
"True","Sex","a3d3aed9-2b2b-4692-bb4d-32a641738a0f","BiomedicalConceptProperty","True","string","Sex","BiomedicalConceptProperty_119"
"True","Race","b1aa5fde-d71c-4f38-90d6-21a575aaad9e","BiomedicalConceptProperty","True","string","Race","BiomedicalConceptProperty_120"
"True","VSTESTCD","f072554b-f331-4190-a41e-0492b749a17f","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_121"
"True","VSORRES","8686799e-b7b7-46b9-8618-c38165cc1423","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_122"
"True","VSORRESU","b3155856-5e2e-4b0b-9535-fd434a1d854b","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_123"
"True","VSLOC","ec50f60a-d10d-47f2-a2a0-b19b7093cb40","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_124"
"True","VSTESTCD","7c9dc2e2-e397-40d7-9a86-bab87ec1afa4","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_125"
"True","VSORRES","f38dc224-2af3-4600-910a-907d3be55b3a","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_126"
"True","VSORRESU","bb9788c9-3604-4445-abff-50e421a15d65","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_127"
"True","VSTESTCD","39e3918d-f3c8-4c4e-89d2-5abe72fc6268","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_128"
"True","VSORRES","0aa9b58e-8a9b-421c-bad9-861b145e8e33","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_129"
"True","VSORRESU","d6e6f245-087e-4a77-a34b-8800ad59943e","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_130"
