"decode","uuid:ID","codeSystem","instanceType","codeSystemVersion","code","id"
"Interventional Study","df23de62-92c2-4a86-97fc-b177091eb367","http://www.cdisc.org","Code","2023-12-15","C98388","Code_1"
"Phase II Trial","5a4cb69a-f9dc-4657-9166-d7b1fe13cb63","http://www.cdisc.org","Code","2023-12-15","C15601","Code_2"
"Sponsor Approval Date","5ebcdc9c-284a-438a-b37c-07af84fabcda","http://www.cdisc.org","Code","2023-12-15","C132352","Code_9"
"Global","769e7c84-3959-4c7b-8856-698d3e1ad646","http://www.cdisc.org","Code","2023-12-15","C68846","Code_10"
"IRB/IEC Feedback","b753dab0-4870-4c9a-9033-b806b5f96737","http://www.cdisc.org","Code","2023-12-15","C99904x3","Code_72"
"Other","1e8fe0a2-a336-4b72-8240-6f45e1a43cd5","http://www.cdisc.org","Code","2023-12-15","C17649","Code_73"
"Region","84b56c27-5e26-43af-8ed7-e4f126106509","http://www.cdisc.org","Code","2023-12-15","C41129","Code_75"
"Europe","716d26b8-fae2-4486-b286-64f61197f849","ISO 3166 1 alpha3","Code","2020-08","150","Code_74"
"Eli Lilly","721d5496-f6ad-4b39-81d0-b592fe98310c","SPONSOR","Code","12","PHARMA","Code_4"
"Clinical Study Sponsor","9b6a41c4-5bad-4d58-b958-ecccfc0aa7b0","http://www.cdisc.org","Code","2023-12-15","C70793","Code_76"
"United States of America","6abe37b3-07e7-449b-b10e-3e3befe1e6ad","ISO 3166 1 alpha3","Code","2020-08","USA","Code_77"
"Study Registry","db6adbeb-7f83-4568-a08b-f69774121c75","http://www.cdisc.org","Code","2023-12-15","C93453","Code_78"
"United States of America","6491427a-61ce-4a85-ad6b-68da1f14bc93","ISO 3166 1 alpha3","Code","2020-08","USA","Code_79"
"Treatment Study","6c0a9bd9-f97e-4c0f-8ab3-84626b1f8ff7","http://www.cdisc.org","Code","2023-12-15","C49656","Code_137"
"Efficacy Study","5f3b250b-ecad-47c4-b326-9f7002a9008a","http://www.cdisc.org","Code","2023-12-15","C49666","Code_138"
"Safety Study","c7ce7af5-ea3e-4ae8-bfaf-24623f0525b1","http://www.cdisc.org","Code","2023-12-15","C49667","Code_139"
"Pharmacokinetic Study","52b08716-78ab-44b1-a25c-f715670801bc","http://www.cdisc.org","Code","2023-12-15","C49663","Code_140"
"Mild to Moderate Alzheimer's Disease","705a0e50-c731-4fb5-a5a4-4940a6dae7c9","SPONSOR","Code","12","MILD_MOD_ALZ","Code_134"
"Alzheimer's disease","1305f384-a271-46aa-a07d-ae4aac1d5878","SNOMED","Code","January 31, 2018","26929004","Code_135"
"EXTENSION","933c3dbe-a096-4b36-b3ef-07f59854bffd","http://www.cdisc.org","Code","2023-12-15","C99907x1","Code_143"
"ADAPTIVE","314a50a8-4d53-4048-8317-3bc02449a4b3","http://www.cdisc.org","Code","2023-12-15","C98704","Code_144"
"Parallel Study","00d76927-6080-42aa-890e-a15d8bfb65c7","http://www.cdisc.org","Code","2023-12-15","C82639","Code_141"
"Visit","7b0703a9-c325-423b-a659-1daa25877c61","http://www.cdisc.org","Code","2023-12-15","C25716","Code_83"
"Clinic","76011f21-aaf9-458a-883c-e5ebeed2ac76","http://www.cdisc.org","Code","2023-12-15","C51282","Code_84"
"In Person","a748f930-9bd5-4bad-8fa2-c5b196095203","http://www.cdisc.org","Code","2023-12-15","C175574","Code_85"
"Visit","05e7acbf-c6ee-4281-b6bb-ec19ac47e448","http://www.cdisc.org","Code","2023-12-15","C25716","Code_86"
"Clinic","724c26b4-b4f6-4170-87a5-34d2056456fa","http://www.cdisc.org","Code","2023-12-15","C51282","Code_87"
"In Person","85942b48-b503-45cc-bc65-d0d2b34dccd4","http://www.cdisc.org","Code","2023-12-15","C175574","Code_88"
"Visit","1ac38ae6-6f3f-4b45-9453-c396331db431","http://www.cdisc.org","Code","2023-12-15","C25716","Code_89"
"Clinic","ff0f7903-ed83-4b97-b898-4bf993706bdb","http://www.cdisc.org","Code","2023-12-15","C51282","Code_90"
"In Person","1e376392-0e7f-4867-aa13-259d5f744413","http://www.cdisc.org","Code","2023-12-15","C175574","Code_91"
"Visit","88c84392-ae36-4c9f-989d-829390d3760e","http://www.cdisc.org","Code","2023-12-15","C25716","Code_92"
"Clinic","5dac5def-9a52-4d00-af36-321dee3f7f28","http://www.cdisc.org","Code","2023-12-15","C51282","Code_93"
"In Person","3198019b-c071-470d-8398-4ed4e5b7a013","http://www.cdisc.org","Code","2023-12-15","C175574","Code_94"
"Visit","65bb5707-4e5a-45a4-a5fa-79dacc577aee","http://www.cdisc.org","Code","2023-12-15","C25716","Code_95"
"Clinic","2df4a36e-2339-4ffc-9e95-f2ecaa54a9e7","http://www.cdisc.org","Code","2023-12-15","C51282","Code_96"
"In Person","f898aac7-7552-4984-995f-a2ae1db899b1","http://www.cdisc.org","Code","2023-12-15","C175574","Code_97"
"Visit","bf3a1d75-12ab-4596-be0a-da0c35a1f003","http://www.cdisc.org","Code","2023-12-15","C25716","Code_98"
"Clinic","bc2fd281-c1d9-4860-ac18-482965aa4b6b","http://www.cdisc.org","Code","2023-12-15","C51282","Code_99"
"In Person","e95a586e-2202-4169-9456-f53a5a6b9f15","http://www.cdisc.org","Code","2023-12-15","C175574","Code_100"
"Visit","bb000a70-652c-4cdf-a156-c736d52259d5","http://www.cdisc.org","Code","2023-12-15","C25716","Code_101"
"Clinic","ce9b15be-7471-4109-acf1-dab4c7b6e68f","http://www.cdisc.org","Code","2023-12-15","C51282","Code_102"
"In Person","9f00a3dc-de75-4e2c-a5b9-ad6a6dcf0192","http://www.cdisc.org","Code","2023-12-15","C175574","Code_103"
"Telephone Call","039897b7-e5fa-47c8-8758-36a950702e8a","http://www.cdisc.org","Code","2023-12-15","C171537","Code_104"
"Visit","b5bd5c90-40ee-46a4-99ab-1da9511f6d2b","http://www.cdisc.org","Code","2023-12-15","C25716","Code_105"
"Clinic","0fd5f843-8a18-4ae0-baa7-196276fc2fb1","http://www.cdisc.org","Code","2023-12-15","C51282","Code_106"
"In Person","178ad0bb-b8fe-44d3-b431-4584feeb4c8e","http://www.cdisc.org","Code","2023-12-15","C175574","Code_107"
"Telephone Call","b0ad17b1-ba1f-43d9-a961-0e213b9d046d","http://www.cdisc.org","Code","2023-12-15","C171537","Code_108"
"Visit","95e6966f-03ae-4834-b7aa-e8045547bfb9","http://www.cdisc.org","Code","2023-12-15","C25716","Code_109"
"Clinic","b125e20b-e547-4bab-b26e-1f63c3071058","http://www.cdisc.org","Code","2023-12-15","C51282","Code_110"
"In Person","c9187ab6-6272-44d9-8303-9338e14e0b0e","http://www.cdisc.org","Code","2023-12-15","C175574","Code_111"
"Telephone Call","2e6bf31a-f24f-444e-bb09-9354c2142231","http://www.cdisc.org","Code","2023-12-15","C171537","Code_112"
"Visit","8b61f37c-ef3f-4cb2-93dd-c52a6d25a845","http://www.cdisc.org","Code","2023-12-15","C25716","Code_113"
"Clinic","6e55daf4-009e-4fc6-a422-8b024a7af1ff","http://www.cdisc.org","Code","2023-12-15","C51282","Code_114"
"In Person","cf5c64d1-8f19-4f10-865d-5aa7637c3feb","http://www.cdisc.org","Code","2023-12-15","C175574","Code_115"
"Telephone Call","ef9bb380-29a6-4109-ab38-36c9e9b40c0e","http://www.cdisc.org","Code","2023-12-15","C171537","Code_116"
"Visit","91687a34-c04c-4b1d-a311-a0f1636a10fe","http://www.cdisc.org","Code","2023-12-15","C25716","Code_117"
"Clinic","5ce64c42-6c09-4462-abf1-340aff9f2166","http://www.cdisc.org","Code","2023-12-15","C51282","Code_118"
"In Person","e4450cb0-7bed-4049-a954-83504d0f2f9e","http://www.cdisc.org","Code","2023-12-15","C175574","Code_119"
"Visit","c325eaa1-cc7f-4904-b71b-316b016005d7","http://www.cdisc.org","Code","2023-12-15","C25716","Code_120"
"Clinic","fae874e0-080f-455b-a286-858f4e2e65a9","http://www.cdisc.org","Code","2023-12-15","C51282","Code_121"
"In Person","113b6ce5-4f00-4b2a-8d68-d6df480489c3","http://www.cdisc.org","Code","2023-12-15","C175574","Code_122"
"CT of head without contrast","96bd71f6-162b-402e-aa9f-3722be4cc30b","SNOMED","Code","January 31, 2018","383371000119108","Code_80"
"Subject Supine","a2cbbb2d-01bf-45f9-ab90-eb2d7d48be54","SPONSOR","Code","12","123","Code_81"
"Subject Standing","74bf4cb6-6283-49ae-90f6-f41e9828b17c","SPONSOR","Code","12","124","Code_82"
"Dictionary-derived Term","e4e04b7a-470e-4b99-a7fa-68b31c09b910","http://www.cdisc.org","Code","2023-12-15","C82977","Code_429"
"Reported Event Term","508b7742-9075-4d22-a91d-fd42c0233da6","http://www.cdisc.org","Code","2023-12-15","C82571","Code_430"
"Observation Start Date Time","625dbe65-8606-4cad-b521-05fa59ec7783","http://www.cdisc.org","Code","2023-12-15","C82517","Code_431"
"Informed Consent","125d7d44-2b72-459c-be8f-df87b93c0914","http://www.cdisc.org","Code","2023-12-15","C16735","Code_432"
