"id:ID","bcPropertyResponseCodes","label","name","uuid","bcPropertyEnabled","bcPropertyDatatype","bcPropertyRequired","id"
"546","[]","Vital Signs Result","Vital Signs Result","395c3146-a1d6-4c2c-ab91-eefd3cff7baf","True","decimal","True","BiomedicalConceptProperty_86"
"547","","Unit of Temperature","Unit of Temperature","a28f5a64-66d1-452a-9899-ddc00982705f","True","string","True","BiomedicalConceptProperty_87"
"548","[]","Vital Signs Location","Vital Signs Location","84ae4542-c00e-4462-bf19-78d35d2e0251","True","string","True","BiomedicalConceptProperty_88"
"549","[]","Vital Signs Result","Vital Signs Result","1f4d117b-31e5-4df5-98de-5970f56b6fe8","True","decimal","True","BiomedicalConceptProperty_89"
"550","","Unit of Weight","Unit of Weight","a8d2e81d-b568-4d19-88cd-dd2704146cc1","True","string","True","BiomedicalConceptProperty_90"
"551","[]","Vital Signs Result","Vital Signs Result","ae71578a-2311-44c7-9d6e-8b4c1a969365","True","decimal","True","BiomedicalConceptProperty_91"
"552","","Unit of Height","Unit of Height","9b3091f7-ffe8-4a2d-81ca-4c290390f433","True","string","True","BiomedicalConceptProperty_92"
"553","[]","Laboratory Test Result","Laboratory Test Result","85f0f84e-3979-41a2-9adc-e346701d19d0","True","decimal","True","BiomedicalConceptProperty_93"
"554","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","e100ee13-e9f5-4864-8291-36929da272ec","True","boolean","True","BiomedicalConceptProperty_94"
"555","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","f06417c3-577f-4b17-b65e-8b2482b45131","True","string","True","BiomedicalConceptProperty_95"
"556","[]","Biospecimen Type","Biospecimen Type","acbbc443-0628-40f4-a7b1-e0c1f41e2a31","True","string","True","BiomedicalConceptProperty_96"
"557","[]","Laboratory Test Result","Laboratory Test Result","fe5b9e82-c07e-428f-99a1-43cfb52fb4c6","True","string","True","BiomedicalConceptProperty_97"
"558","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","b4365444-0698-472f-b86a-a6a47f72274d","True","boolean","True","BiomedicalConceptProperty_98"
"559","[]","Unit of Concentration","Unit of Concentration","eae1fd85-200c-4190-b56a-d30434d33578","True","string","True","BiomedicalConceptProperty_99"
"560","[]","Biospecimen Type","Biospecimen Type","53b73c29-f343-4622-a995-fe5f660ec4dd","True","string","True","BiomedicalConceptProperty_100"
"561","[]","Laboratory Test Result","Laboratory Test Result","35f4cdd9-ef04-45af-9189-4ccaf0f713c3","True","decimal","True","BiomedicalConceptProperty_101"
"562","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","58ad7ed6-0fc9-4af7-98b8-f6a5547dd4c1","True","boolean","True","BiomedicalConceptProperty_102"
"563","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","19984cea-e2a8-44b2-b78c-9ec0d2f6a16f","True","string","True","BiomedicalConceptProperty_103"
"564","[]","Biospecimen Type","Biospecimen Type","222fb6b0-bc8e-4dfd-acfc-eeea9de2e5f2","True","string","True","BiomedicalConceptProperty_104"
"565","[]","Laboratory Test Result","Laboratory Test Result","d854805c-2e44-4531-a40a-1115e5b2e2e1","True","decimal","True","BiomedicalConceptProperty_105"
"566","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","5c460a41-e3de-48c2-894a-e10ca03d4a6b","True","boolean","True","BiomedicalConceptProperty_106"
"567","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","1680e5d6-7bec-4ad3-981d-a3640963ebe7","True","string","True","BiomedicalConceptProperty_107"
"568","[]","Biospecimen Type","Biospecimen Type","aee4955e-7db3-4de1-9c2a-55a8e822b2bf","True","string","True","BiomedicalConceptProperty_108"
"569","[]","Laboratory Test Result","Laboratory Test Result","c72b7dd4-028f-45ac-8985-9b90aba53395","True","string","True","BiomedicalConceptProperty_109"
"570","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","8312176d-dc06-4305-8753-b7979ac34233","True","boolean","True","BiomedicalConceptProperty_110"
