"name","uuid:ID","instanceType","description","label","id"
"E1","621903fc-bc71-4e6d-b3f2-cb56df35e268","Encounter","Screening encounter","Screening 1","Encounter_1"
"E2","29a80fdb-c450-425c-9689-eb8fb6e78df3","Encounter","Screening encounter - Ambulatory ECG Placement","Screening 2","Encounter_2"
"E3","49a128cc-787e-435a-9057-cb321e1ead23","Encounter","Baseline encounter - Ambulatory ECG Removal","Baseline","Encounter_3"
"E4","dd72e002-bc37-4547-b0ae-194a271fa918","Encounter","Day 14","Week 2","Encounter_4"
"E5","e4fa31e6-edb0-48e9-8d96-9d4890e74d3d","Encounter","Day 28","Week 4","Encounter_5"
"E7","14ea6e8c-7d9e-429b-865e-a4f3ba63af66","Encounter","Day 42","Week 6","Encounter_6"
"E8","a40d4c2f-c12b-4144-a64b-98925ffbe628","Encounter","Day 56","Week 8","Encounter_7"
"E9","a279ff57-c044-4e20-84a1-90197c1bfcb1","Encounter","Day 84","Week 12","Encounter_8"
"E10","2073a635-134c-4ef7-a6b7-ff24bd348588","Encounter","Day 112","Week 16","Encounter_9"
"E11","bbb708bc-a4ff-4042-b565-bc1eb78e021f","Encounter","Day 140","Week 20","Encounter_10"
"E12","85e169d4-0e84-438f-8274-9f58da5d066f","Encounter","Day 168","Week 24","Encounter_11"
"E13","057d59a2-526c-49d2-9478-2d1d97614209","Encounter","Day 182","Week 26","Encounter_12"
