"reference","name","uuid:ID","instanceType","synonyms","label","id"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/CONSENT","Informed Consent Obtained","d3759c5e-560b-4aa9-81c8-8ca01a806dfa","BiomedicalConcept","['Informed Consent Obtained', 'Informed Consent']","Informed Consent Obtained","BiomedicalConcept_20"
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","Sex","205aa99c-3a14-4748-8d89-500caac8cdb9","BiomedicalConcept","","Sex","BiomedicalConcept_21"
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","Race","4ffe0f8c-f97f-409a-bd76-b4c6654330d3","BiomedicalConcept","['Racial Group']","Race","BiomedicalConcept_22"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","7556fdfe-061a-437e-ac53-203ef59315b3","BiomedicalConcept","['Temperature', 'Body Temperature']","Temperature","BiomedicalConcept_23"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","edf30e23-59fb-432d-8f8e-97262e204d86","BiomedicalConcept","['Weight', 'Body Weight']","Weight","BiomedicalConcept_24"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","0730b47e-07f3-49d2-9f5b-90340c5d8a8a","BiomedicalConcept","['Height', 'Body Height']","Height","BiomedicalConcept_25"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","e4bb01f0-75c4-48c5-9a6f-b33a2355daa7","BiomedicalConcept","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_26"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","8712aec8-914e-41e2-868f-889bafac4662","BiomedicalConcept","['Albumin', 'Albumin Measurement']","Albumin Presence in Urine","BiomedicalConcept_27"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","ac177c36-9b47-4e33-9ab2-6cd6026dd0a6","BiomedicalConcept","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_28"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","03c9e79b-c5cc-4fef-975e-f3700547a91b","BiomedicalConcept","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_29"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","db04aa3d-6548-4932-8e99-ccc4bee17c23","BiomedicalConcept","['Creatinine', 'Creatinine Measurement']","Creatinine Concentration in Urine","BiomedicalConcept_30"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","0c158fa9-f290-40ee-9aa5-26865bb002d4","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']","Potassium Concentration in Urine","BiomedicalConcept_31"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","611f00fe-652b-4c91-a50e-78be10791a07","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']","Sodium Concentration in Urine","BiomedicalConcept_32"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","Hemoglobin A1C Concentration in Blood","6e4b3b3b-5922-464f-962b-70ab2a549592","BiomedicalConcept","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","Hemoglobin A1C Concentration in Blood","BiomedicalConcept_33"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","Adverse Event Prespecified","01e48db0-8368-440f-bd41-ad4d85903847","BiomedicalConcept","['Adverse Event', 'Solicited Adverse Event']","Adverse Event Prespecified","BiomedicalConcept_1"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","5adc82a1-8842-4389-886d-e052a4340459","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","BiomedicalConcept_2"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","b93d0d1a-829e-469c-acd4-f949ace9daf0","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","BiomedicalConcept_3"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","28f89b5a-54de-4869-855e-89cf4aed1e89","BiomedicalConcept","['Temperature', 'Body Temperature']","Temperature","BiomedicalConcept_4"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","23c15e11-5aa0-4714-9c81-2afdbd6f70ea","BiomedicalConcept","['Weight', 'Body Weight']","Weight","BiomedicalConcept_5"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","eed8be0a-9ec4-4a53-9a2f-43a1c40aa12c","BiomedicalConcept","['Height', 'Body Height']","Height","BiomedicalConcept_6"
