"name","text","uuid:ID","instanceType","id"
"ENCOUNTER_START_RULE_1","Subject identifier","1ec7a9d8-49ca-4b44-bcb4-76b3074892be","TransitionRule","TransitionRule_1"
"ENCOUNTER_START_RULE_1","completion of screening activities","cc675be6-06fa-47d3-96dc-b51e725394b3","TransitionRule","TransitionRule_2"
"ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine","27781e29-834c-4923-9f87-56f594a4eaf9","TransitionRule","TransitionRule_3"
"ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed","70180c58-91f2-41eb-a98d-27f32f19cff2","TransitionRule","TransitionRule_4"
"ENCOUNTER_START_RULE_3","Radomized","b5e74130-cb17-442c-951b-02adfb6efb42","TransitionRule","TransitionRule_5"
"ENCOUNTER_START_RULE_12","End of treatment","742b97c9-a8e5-4339-9d3e-03b0eedad91c","TransitionRule","TransitionRule_6"
"ELEMENT_START_RULE_1","Informed consent","f5b8423f-da37-4f9a-84fb-bec8de9df45b","TransitionRule","TransitionRule_7"
"ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent","dda9ba36-f53a-463f-a02c-a55093e83449","TransitionRule","TransitionRule_8"
"ELEMENT_START_RULE_2","Administration of first dose","0c850362-1d4f-454b-83e3-5fdee928ff24","TransitionRule","TransitionRule_9"
"ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)","9b1d6df2-3982-4887-bde6-33cb155ad23f","TransitionRule","TransitionRule_14"
"ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)","0347d58f-6140-41d0-896a-70bb79857451","TransitionRule","TransitionRule_15"
"ELEMENT_START_RULE_3","Administration of first dose","973f7456-6ff1-4791-8f08-51bb6f926519","TransitionRule","TransitionRule_10"
"ELEMENT_START_RULE_4","Randomized","08de64d8-0f5d-47f4-bd25-ad9767c3c3cd","TransitionRule","TransitionRule_11"
"ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)","54bcba49-94e1-4b2d-9469-174890b33efe","TransitionRule","TransitionRule_12"
"ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)","d20dc080-0829-4800-b1d5-969918b38b74","TransitionRule","TransitionRule_13"
