"instanceType","name","uuid:ID","id","description","label"
"Activity","Informed consent","e85e5c07-2ff6-48c7-9c63-3fed36e053ef","Activity_1","",""
"Activity","Inclusion/exclusion criteria","1df2f4b5-5e74-42bd-8bf8-1435447688e9","Activity_2","",""
"Activity","Patient number assigned","9571bf22-8c10-432f-bdcf-730e023f3a2f","Activity_3","",""
"Activity","Demographics","cd7d7394-26b5-40f3-9889-ad8b16214287","Activity_4","","Demographics"
"Activity","Hachinski","577a04ca-e2a9-4539-81f5-3fbc87f14ba4","Activity_5","","Hachinski"
"Activity","MMSE","be7a3e22-1acf-446a-b191-e3dbf1b93918","Activity_6","","MMSE"
"Activity","Physical examination","e337fbf3-73d6-4349-bcfa-25c8990d034b","Activity_7","",""
"Activity","Medical history","51d64368-21c5-4cba-b686-42c0555e8524","Activity_8","",""
"Activity","Habits","2c9c484e-0b4b-4a96-834d-4bc9495a35a5","Activity_9","",""
"Activity","Chest X-ray","5adee314-cc29-4cd0-97b6-79e7c038526d","Activity_10","",""
"Activity","Apo E genotyping","3d6547d3-8214-49cf-aaa4-2bf6f8ad9071","Activity_11","",""
"Activity","Patient randomised","1099d794-70f5-4aea-b961-7ef06f8614d2","Activity_12","",""
"Activity","Vital signs / Temperature","c4939a2a-d4f3-461d-9422-f74f4fb7593d","Activity_13","","Vital Signs and Temperature"
"Activity","Ambulatory ECG placed","c0070527-ff6c-4798-a98f-86ba68f1abd4","Activity_14","",""
"Activity","Ambulatory ECG removed","e415c55c-c28c-407c-b0b4-014a030041f8","Activity_15","",""
"Activity","ECG","d4ff99dc-96c0-4368-89ac-5966cf0d5b02","Activity_16","",""
"Activity","Placebo TTS test","c26cd2f1-5d11-4548-bb1b-1c8ca0cfbafc","Activity_17","",""
"Activity","CT scan","d62c659d-3197-418a-a4b3-dca80a491211","Activity_18","",""
"Activity","Concomitant medications","0d7241fd-3306-4fde-9cb1-c2bc562ceec4","Activity_19","",""
"Activity","Hematology","e1aa4a92-a906-474c-955e-f8a0de974488","Activity_20","",""
"Activity","Chemistry","e651d478-a0c4-4573-a8f9-e48e81f70830","Activity_21","",""
"Activity","Uninalysis","1c2e773e-52e8-475c-bd69-b1d82008e0ec","Activity_22","",""
"Activity","Plasma Specimen (Xanomeline)","31dd95ca-dff4-4376-8d11-de24a87e2a6d","Activity_23","",""
"Activity","Hemoglobin A1C","62a55548-55ba-4d0a-85b4-e0eec7590507","Activity_24","",""
"Activity","Study drug","33f7e43d-5fb3-45b2-8ff4-7a6cf17d645b","Activity_25","","Study drug record , Medications dispensed, Medications returned"
"Activity","TTS Acceptability Survey","ae146be0-687e-439f-a9a2-d13b4dcc5920","Activity_26","",""
"Activity","ADAS-Cog","146da60a-d3b8-45b5-887c-9e84be9b2917","Activity_27","",""
"Activity","CIBIC+","253af59d-890b-431e-bec4-f595d38d2741","Activity_28","",""
"Activity","DAD","4f28e333-5487-4d7c-8eff-0eba52999fad","Activity_29","",""
"Activity","NPI-X","964feea1-04ae-4235-8ec3-b2aba179660b","Activity_30","",""
"Activity","Adverse events","6e2ef0b2-0215-474d-8eec-8e1c1d3617cf","Activity_31","",""
"Activity","Check adverse events","2fc70788-d777-4309-abb1-b4105e3f627b","Activity_32","",""
"Activity","Supine","196cb6ce-052a-48f7-8363-1ca17d18112b","Activity_33","","Subject supine"
"Activity","Vital Signs Supine","3f94ce20-223c-40b8-b958-484e97cafc35","Activity_34","","Vital signs while supine"
"Activity","Stand","9903d9d5-103e-4047-a25c-78d3231024f5","Activity_35","","Subject Standing"
"Activity","Vital Signs Standing","19c42df6-51ac-40dd-a3b6-5a84396591b8","Activity_36","","Vital signs while standing"
