"uuid:ID","name","reference","synonyms","label","id","instanceType"
"7af03865-f1a3-4101-95ce-4f8503708cc6","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","Body Temperature","BiomedicalConcept_20","BiomedicalConcept"
"52b3a808-e576-47d0-8724-dda5b6008433","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","Body Weight","BiomedicalConcept_21","BiomedicalConcept"
"36c0efc3-dc9b-4207-8875-a24298ad425b","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","Body Height","BiomedicalConcept_22","BiomedicalConcept"
"1f525348-e390-4b93-9e27-5dd823cbbfb8","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept_23","BiomedicalConcept"
"fe7e9853-edd4-4460-9f1b-96917a89c7be","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","Albumin Measurement","BiomedicalConcept_24","BiomedicalConcept"
"9091ace3-4fbb-4f21-9add-7db81954bec6","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept_25","BiomedicalConcept"
"05b92497-d620-42b3-b4af-50d74c6f77fb","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept_26","BiomedicalConcept"
"e966c2b1-3025-4a68-99c1-cfb986628426","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","Creatinine Measurement","BiomedicalConcept_27","BiomedicalConcept"
"4c783003-586b-4531-91b8-eaa7ef72e028","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept_28","BiomedicalConcept"
"f8242f12-9e11-4e27-90c1-d0fa41ccd367","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept_29","BiomedicalConcept"
"b0ef095d-aef5-4968-a789-01ab206e8704","Adverse Event","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","['Adverse Event Reported Term', 'AETERM']","Adverse Event","BiomedicalConcept_1","BiomedicalConcept"
"132ed7be-4112-4eb1-aca3-7c899d150dbf","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_2","BiomedicalConcept"
"7e266fbe-4107-4f11-839b-278cec38d875","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_3","BiomedicalConcept"
