"uuid:ID","name","datatype","isEnabled","isRequired","label","id","instanceType"
"9032a3fd-057c-4985-b6b2-5475bc6dde77","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_98","BiomedicalConceptProperty"
"36b7ede5-6a24-41e7-a006-49c858195abb","Unit of Temperature","string","True","True","Unit of Temperature","BiomedicalConceptProperty_99","BiomedicalConceptProperty"
"bc1754af-0b29-46f8-8a9d-a1bac9c164f1","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_100","BiomedicalConceptProperty"
"b68efa1b-4199-4b6f-b801-d2db5aa00c12","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_101","BiomedicalConceptProperty"
"0d716580-6604-4470-be01-0f4f4cd1bd06","Unit of Weight","string","True","True","Unit of Weight","BiomedicalConceptProperty_102","BiomedicalConceptProperty"
"b7676c10-7b2d-43d9-b0c5-d608a35556e0","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_103","BiomedicalConceptProperty"
"026b931f-5359-40f0-9dcd-1ed532c27309","Unit of Height","string","True","True","Unit of Height","BiomedicalConceptProperty_104","BiomedicalConceptProperty"
"dc4a87cf-61b4-49c5-81e0-aaf0d76935f5","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_105","BiomedicalConceptProperty"
"cc151f91-0f5c-46b0-a0ba-05b2ee87fcd4","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","BiomedicalConceptProperty"
"3334a6ac-6899-4588-a018-c2f7b035fc35","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","BiomedicalConceptProperty"
"1c80e676-70ac-43df-ab86-5483b45a37b0","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_108","BiomedicalConceptProperty"
"f0d42625-bc00-492f-b3a3-11391f773638","Laboratory Test Result","string","True","True","Laboratory Test Result","BiomedicalConceptProperty_109","BiomedicalConceptProperty"
"7bde9391-cde9-4023-8eb9-877c1f196619","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","BiomedicalConceptProperty"
"79363276-4097-45cf-bbcb-ff2a9df1d7da","Unit of Concentration","string","True","True","Unit of Concentration","BiomedicalConceptProperty_111","BiomedicalConceptProperty"
"e3e94eb4-e4ea-47db-a2b0-67fe0e7b7932","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_112","BiomedicalConceptProperty"
"ff991287-63d3-4ea6-ac72-3f7b19f4ad6c","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_113","BiomedicalConceptProperty"
"ea30755d-8388-46d1-a1b8-f3bfe8bb0ddf","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","BiomedicalConceptProperty"
"7b96b135-7a02-483b-b4b7-439e04021c97","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","BiomedicalConceptProperty"
"ba88789c-e46f-4146-b3f7-ab7f8ca7371f","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_116","BiomedicalConceptProperty"
"753b526d-c659-4a0d-bd33-026fc294e130","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_117","BiomedicalConceptProperty"
"17c0f124-66e6-4a33-ad6b-b94a1662ee14","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","BiomedicalConceptProperty"
"f1e5b866-cc87-4f47-8f1c-4730ab1b2988","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","BiomedicalConceptProperty"
"273faaf8-585a-43ca-a15e-e587cedc04f3","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_120","BiomedicalConceptProperty"
"71fd99db-ec01-4f72-9ee1-aa5a4a2b348e","Laboratory Test Result","string","True","True","Laboratory Test Result","BiomedicalConceptProperty_121","BiomedicalConceptProperty"
"e6b6ac11-c2b7-4489-a022-8eb0655ea84e","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","BiomedicalConceptProperty"
"c639dcc0-1734-40ab-a30a-fe9be35e3664","Unit of Concentration","string","True","True","Unit of Concentration","BiomedicalConceptProperty_123","BiomedicalConceptProperty"
"2221dbbf-d960-4c65-91fb-be0db4854d20","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_124","BiomedicalConceptProperty"
"97246a56-a127-4ef0-9e02-d6ded64a32b3","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_125","BiomedicalConceptProperty"
"82e87611-8658-44ae-b391-d53080271087","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","BiomedicalConceptProperty"
"2e2780d0-d42f-497f-bc8c-2afa2c7e92b8","Molarity Unit","string","True","True","Molarity Unit","BiomedicalConceptProperty_127","BiomedicalConceptProperty"
