"uuid:ID","code","codeSystemVersion","decode","id","codeSystem","instanceType"
"4fa04e07-9e8a-437d-80dc-38493aad52dc","C98388","2023-09-29","Interventional Study","Code_1","http://www.cdisc.org","Code"
"dbc30a19-17da-4cc9-9b78-9600e19e3ccb","C15601","2023-09-29","Phase II Trial","Code_2","http://www.cdisc.org","Code"
"41cb5ee0-db08-4d0f-9d4e-ca9303cf8709","C132352","2023-09-29","Sponsor Approval Date","Code_9","http://www.cdisc.org","Code"
"aa2e3768-c3dc-44c7-9647-777c8bfe1ec3","C68846","2023-09-29","Global","Code_10","http://www.cdisc.org","Code"
"2265b942-8c6f-40cc-a43b-9010ad5b6605","C99904x3","2023-09-29","IRB/IEC Feedback","Code_72","http://www.cdisc.org","Code"
"5a415cf9-fd00-4ef5-8309-e8d6a312be62","C17649","2023-09-29","Other","Code_73","http://www.cdisc.org","Code"
"31170b5d-43ae-4d77-a10c-40a130c03571","C41129","2023-09-29","Region","Code_75","http://www.cdisc.org","Code"
"aef27e83-4bf4-4405-bef9-9915729f00d4","150","2020-08","Europe","Code_74","ISO 3166 1 alpha3","Code"
"20700d11-832f-4591-83ed-9def65087e0d","PHARMA","12","Eli Lilly","Code_4","SPONSOR","Code"
"b1e626f9-e76a-4715-89f2-b506117eb466","C70793","2023-09-29","Clinical Study Sponsor","Code_76","http://www.cdisc.org","Code"
"ec5276b2-fe9b-402f-b3db-b77208c741cf","DNK","2020-08","Denmark","Code_77","ISO 3166 1 alpha3","Code"
"f446af4d-25af-487d-9d6d-60f45b6c9546","C93453","2023-09-29","Study Registry","Code_78","http://www.cdisc.org","Code"
"ee953365-d2ae-4fc3-8b9b-1d1295fff721","C49656","2023-09-29","Treatment Study","Code_136","http://www.cdisc.org","Code"
"c000f4be-da44-454f-bd19-facff0ff279f","C49666","2023-09-29","Efficacy Study","Code_137","http://www.cdisc.org","Code"
"5fc6769e-f263-44a2-a32e-db98e5f02c1d","C49667","2023-09-29","Safety Study","Code_138","http://www.cdisc.org","Code"
"8e62f445-1f9f-4fe7-8483-aa1577d21056","C49663","2023-09-29","Pharmacokinetic Study","Code_139","http://www.cdisc.org","Code"
"c23b4152-70e9-4990-b5d5-bae9add3dd3c","MILD_MOD_ALZ","12","Mild to Moderate Alzheimer's Disease","Code_133","SPONSOR","Code"
"4e201459-5f9f-429f-9be1-62840eb6563e","26929004","January 31, 2018","Alzheimer's disease","Code_134","SNOMED","Code"
"b30b5544-9169-4652-b1f1-62168d3cd885","C99907x1","2023-09-29","EXTENSION","Code_142","http://www.cdisc.org","Code"
"9a521e3b-3425-4c9f-974b-75f49be189e1","C98704","2023-09-29","ADAPTIVE","Code_143","http://www.cdisc.org","Code"
"ec0ae0ac-ca14-42c5-a57a-917558ec8740","C82639","2023-09-29","Parallel Study","Code_140","http://www.cdisc.org","Code"
"09874c2e-6556-4fc9-a7aa-1f6693dbd635","C25716","2023-09-29","Visit","Code_82","http://www.cdisc.org","Code"
"88c84d99-1fda-49a2-898f-a30effff2c62","C51282","2023-09-29","Clinic","Code_83","http://www.cdisc.org","Code"
"3eef3dae-f4e4-4777-8eec-1f0f4acc4542","C175574","2023-09-29","In Person","Code_84","http://www.cdisc.org","Code"
"785c531d-7d5e-4b6b-a1d6-878326263a2c","C25716","2023-09-29","Visit","Code_85","http://www.cdisc.org","Code"
"9bbc45e6-05a6-41ba-9460-f2a4b964085e","C51282","2023-09-29","Clinic","Code_86","http://www.cdisc.org","Code"
"ba4e578b-7f4a-4860-af79-d187e238c75a","C175574","2023-09-29","In Person","Code_87","http://www.cdisc.org","Code"
"0ad48b31-718e-4dfc-8889-dfa5682f0878","C25716","2023-09-29","Visit","Code_88","http://www.cdisc.org","Code"
"029b50b9-f545-4b25-a82a-e1c2d029e6cb","C51282","2023-09-29","Clinic","Code_89","http://www.cdisc.org","Code"
"bb095610-0ed7-42f6-bc0d-c214f0da6b5c","C175574","2023-09-29","In Person","Code_90","http://www.cdisc.org","Code"
"03f44a0a-d1ab-48a6-9c9c-fe501d0a0bc2","C25716","2023-09-29","Visit","Code_91","http://www.cdisc.org","Code"
"6d4e22d2-b438-49c3-8776-b4bf6e015b62","C51282","2023-09-29","Clinic","Code_92","http://www.cdisc.org","Code"
"fbb34ffa-77b8-4640-909c-f9ee4c91c94e","C175574","2023-09-29","In Person","Code_93","http://www.cdisc.org","Code"
"4b4cf039-a75d-49f6-82d3-71c715923c04","C25716","2023-09-29","Visit","Code_94","http://www.cdisc.org","Code"
"c539004a-9106-45e3-8979-624f5f174eea","C51282","2023-09-29","Clinic","Code_95","http://www.cdisc.org","Code"
"314f1318-467b-4828-ac9d-18325898e365","C175574","2023-09-29","In Person","Code_96","http://www.cdisc.org","Code"
"d876bd27-817c-4246-8abb-1787ed9614c2","C25716","2023-09-29","Visit","Code_97","http://www.cdisc.org","Code"
"40a1453a-8a06-4386-8ff3-ad17651121f6","C51282","2023-09-29","Clinic","Code_98","http://www.cdisc.org","Code"
"6235c52e-49f8-4578-a852-e61fe7463e49","C175574","2023-09-29","In Person","Code_99","http://www.cdisc.org","Code"
"ddfc2a6c-c167-44f5-ab66-61796dc64e03","C25716","2023-09-29","Visit","Code_100","http://www.cdisc.org","Code"
"a63ba67d-a546-4b85-b12c-a4653c4fb91e","C51282","2023-09-29","Clinic","Code_101","http://www.cdisc.org","Code"
"9fa00837-a7d5-4c12-8ce4-c9d0736855c5","C175574","2023-09-29","In Person","Code_102","http://www.cdisc.org","Code"
"a87ba01a-a1fe-4990-9948-8eed45ac08dc","C171537","2023-09-29","Telephone Call","Code_103","http://www.cdisc.org","Code"
"5603693b-315e-4e6a-a7a9-977d0b046102","C25716","2023-09-29","Visit","Code_104","http://www.cdisc.org","Code"
"50aa3213-10d9-44e4-8926-b909b9e7ccc4","C51282","2023-09-29","Clinic","Code_105","http://www.cdisc.org","Code"
"51df5332-ca66-4dbf-80ed-637e89420227","C175574","2023-09-29","In Person","Code_106","http://www.cdisc.org","Code"
"b750712f-e8ca-4482-9001-2c2b0988bedd","C171537","2023-09-29","Telephone Call","Code_107","http://www.cdisc.org","Code"
"c13670c1-9d06-4682-908e-551731558c17","C25716","2023-09-29","Visit","Code_108","http://www.cdisc.org","Code"
"0266ef3f-acd8-4dde-8a3a-4f0b791fbbd7","C51282","2023-09-29","Clinic","Code_109","http://www.cdisc.org","Code"
"4623f552-f4f2-4479-905d-6bdf6626c4e7","C175574","2023-09-29","In Person","Code_110","http://www.cdisc.org","Code"
"84c21f49-64e3-4aca-8f8e-e7d2158ebe7d","C171537","2023-09-29","Telephone Call","Code_111","http://www.cdisc.org","Code"
"f311c056-d779-4cd2-af90-d9a6b894f0ff","C25716","2023-09-29","Visit","Code_112","http://www.cdisc.org","Code"
"30518788-65e7-4ee6-b455-753c184d1702","C51282","2023-09-29","Clinic","Code_113","http://www.cdisc.org","Code"
"3e929705-7d78-4c7e-8dbc-11799b273e34","C175574","2023-09-29","In Person","Code_114","http://www.cdisc.org","Code"
"2f59d9af-c019-4825-a922-19eb921b7fe2","C171537","2023-09-29","Telephone Call","Code_115","http://www.cdisc.org","Code"
"9d324061-2cc1-471e-82d6-a9768a39528a","C25716","2023-09-29","Visit","Code_116","http://www.cdisc.org","Code"
"f37bc068-fd84-49c8-8a23-6bedc2bac5b4","C51282","2023-09-29","Clinic","Code_117","http://www.cdisc.org","Code"
"448c5f60-222d-4354-9bb9-ae263ff3dfd9","C175574","2023-09-29","In Person","Code_118","http://www.cdisc.org","Code"
"82b37bbc-9802-46cc-9147-d181ab059997","C25716","2023-09-29","Visit","Code_119","http://www.cdisc.org","Code"
"82dc91a9-0a7a-4097-885c-c81e08d2897b","C51282","2023-09-29","Clinic","Code_120","http://www.cdisc.org","Code"
"af9d94e7-1289-4d2e-a715-37de4d98e9c0","C175574","2023-09-29","In Person","Code_121","http://www.cdisc.org","Code"
"9af0c3b1-08a9-4a4c-837f-10e52eace53a","383371000119108","January 31, 2018","CT of head without contrast","Code_79","SNOMED","Code"
"38ea0e83-6ad0-456d-9623-6f4d5eb3ea0b","123","12","Subject Supine","Code_80","SPONSOR","Code"
"f3d2c944-351f-41b6-a603-42b558326d22","124","12","Subject Standing","Code_81","SPONSOR","Code"
"e9437aee-1eb7-41f4-8696-22b70aad6d13","C173522","","Vital Signs Result","Code_278","NCI Thesaurus","Code"
"fafe4a6b-6b2e-4029-beb3-9c5d4850ee71","C42537","2023-09-29","Kelvin","Code_279","http://www.cdisc.org","Code"
"d278d8b4-2cf0-4df7-aca7-dbd8323d73ca","C44276","","Unit of Temperature","Code_280","NCI Thesaurus","Code"
"63c694bb-4ddf-463f-980c-18e45098016a","C83088","","Vital Signs Location","Code_281","NCI Thesaurus","Code"
