"name","uuid:ID","instanceType","description","label","id"
"E1","6cbb43ab-f191-4f9a-8414-a0caeaf65b8b","Encounter","Screening encounter","Screening 1","Encounter_1"
"E2","92138ffb-ded9-413f-9404-9ccf974fef1e","Encounter","Screening encounter - Ambulatory ECG Placement","Screening 2","Encounter_2"
"E3","8295dbad-25da-4089-8824-5e0186cabf50","Encounter","Baseline encounter - Ambulatory ECG Removal","Baseline","Encounter_3"
"E4","5fe2c599-ef2e-44f9-9cc5-c3d39c0d43a8","Encounter","Day 14","Week 2","Encounter_4"
"E5","c91275e9-d311-4646-8cfb-1dc9f413a4be","Encounter","Day 28","Week 4","Encounter_5"
"E7","9da4a9f7-518c-4367-85cb-3b7f551f165b","Encounter","Day 42","Week 6","Encounter_6"
"E8","35ea86a7-f812-4252-bffe-fdfbe7bf9dc1","Encounter","Day 56","Week 8","Encounter_7"
"E9","e144018d-dfc8-49ba-9fc9-2b4e56a3d3ef","Encounter","Day 84","Week 12","Encounter_8"
"E10","138a9f53-8b1b-4b1c-8919-47a868c81722","Encounter","Day 112","Week 16","Encounter_9"
"E11","d5bfa574-15c4-4341-9487-051e5ecef85b","Encounter","Day 140","Week 20","Encounter_10"
"E12","224c4975-edaa-4397-834a-0794894e6e99","Encounter","Day 168","Week 24","Encounter_11"
"E13","7e9d04f4-2278-4256-b546-7bb1250bb470","Encounter","Day 182","Week 26","Encounter_12"
