"codeSystemVersion","code","id","decode","instanceType","uuid:ID","codeSystem"
"2023-12-15","C98388","Code_1","Interventional Study","Code","6682d298-ac9b-4905-a9bd-ee80fb8a7c96","http://www.cdisc.org"
"2023-12-15","C15601","Code_2","Phase II Trial","Code","3e6e1049-985e-48d9-8422-eb77d9fa1663","http://www.cdisc.org"
"2023-12-15","C132352","Code_9","Sponsor Approval Date","Code","e955f985-aef9-4839-88f6-86f17e5531a5","http://www.cdisc.org"
"2023-12-15","C68846","Code_10","Global","Code","355966d5-3c68-405c-94b9-ec87ff2057ff","http://www.cdisc.org"
"2023-12-15","C99904x3","Code_72","IRB/IEC Feedback","Code","3cf5be50-7264-4f50-a79e-daac506bda36","http://www.cdisc.org"
"2023-12-15","C17649","Code_73","Other","Code","76b71a9c-a972-4466-a159-eb52f9f235a2","http://www.cdisc.org"
"2023-12-15","C41129","Code_75","Region","Code","81cbc358-3ed2-440b-a254-7ccffcf6fca3","http://www.cdisc.org"
"2020-08","150","Code_74","Europe","Code","38b2d68b-95a1-463f-b31d-1e566305a5df","ISO 3166 1 alpha3"
"12","PHARMA","Code_4","Eli Lilly","Code","c25113ec-2346-4ae9-a93b-de3a3adb2597","SPONSOR"
"2023-12-15","C70793","Code_76","Clinical Study Sponsor","Code","9ca96cfe-581a-481b-9ed4-ea020986a787","http://www.cdisc.org"
"2020-08","USA","Code_77","United States of America","Code","5b674ff8-c579-402c-bce9-639a82f49b4d","ISO 3166 1 alpha3"
"2023-12-15","C93453","Code_78","Study Registry","Code","43f3e664-8786-4f18-89e5-d5faa11de4fa","http://www.cdisc.org"
"2020-08","USA","Code_79","United States of America","Code","6e45af5d-5d98-433f-b584-ca9f342b7470","ISO 3166 1 alpha3"
"2023-12-15","C49656","Code_137","Treatment Study","Code","9ec8172b-e619-493e-8d1f-666c8278095d","http://www.cdisc.org"
"2023-12-15","C49666","Code_138","Efficacy Study","Code","bea2a08f-df1e-40e8-8d3b-0fce3cff0f9d","http://www.cdisc.org"
"2023-12-15","C49667","Code_139","Safety Study","Code","de1290a1-fd94-4502-b7af-0163f1ee3d74","http://www.cdisc.org"
"2023-12-15","C49663","Code_140","Pharmacokinetic Study","Code","125e1aae-d6c6-46b9-b1ec-77c9b558691d","http://www.cdisc.org"
"12","MILD_MOD_ALZ","Code_134","Mild to Moderate Alzheimer's Disease","Code","bb68fd26-8a3c-4f6d-87b0-67c329cd2486","SPONSOR"
"January 31, 2018","26929004","Code_135","Alzheimer's disease","Code","de40b757-624c-45e0-802a-37b5782fd680","SNOMED"
"2023-12-15","C99907x1","Code_143","EXTENSION","Code","5489a5c5-2c04-459b-b3e3-9076eb41779e","http://www.cdisc.org"
"2023-12-15","C98704","Code_144","ADAPTIVE","Code","ea8875bc-4cb7-4364-834d-335e3a76859e","http://www.cdisc.org"
"2023-12-15","C82639","Code_141","Parallel Study","Code","1218afd3-ec5d-41a4-ae57-a6b65ac71a9e","http://www.cdisc.org"
"2023-12-15","C25716","Code_83","Visit","Code","f51678f1-2ef8-462c-bb5a-0277e4c52bb9","http://www.cdisc.org"
"2023-12-15","C51282","Code_84","Clinic","Code","fa947fe5-5933-4cb1-af37-a49fe4b04f7e","http://www.cdisc.org"
"2023-12-15","C175574","Code_85","In Person","Code","b948a8ca-3445-4c9e-a2cb-a7b153ca91a7","http://www.cdisc.org"
"2023-12-15","C25716","Code_86","Visit","Code","e3b5eeb2-7bce-44f1-85cd-cb43b35f4ab0","http://www.cdisc.org"
"2023-12-15","C51282","Code_87","Clinic","Code","6b2a2832-7060-4918-bd5c-f75f22e485d4","http://www.cdisc.org"
"2023-12-15","C175574","Code_88","In Person","Code","7f3776f1-2755-4641-8098-6e00e1a75754","http://www.cdisc.org"
"2023-12-15","C25716","Code_89","Visit","Code","65916ed6-50ef-4d70-9e18-dfdbb9953f61","http://www.cdisc.org"
"2023-12-15","C51282","Code_90","Clinic","Code","13186c93-5495-422b-94df-2bdf97056569","http://www.cdisc.org"
"2023-12-15","C175574","Code_91","In Person","Code","eef12ae6-233a-4a4a-8121-d9258886821d","http://www.cdisc.org"
"2023-12-15","C25716","Code_92","Visit","Code","04729ae6-7e81-4f51-955e-4f93c8d54b56","http://www.cdisc.org"
"2023-12-15","C51282","Code_93","Clinic","Code","88884825-4ec4-4caf-840a-6c6a778b4e9b","http://www.cdisc.org"
"2023-12-15","C175574","Code_94","In Person","Code","8b4b4f0f-d324-4d32-b18f-5c4d0c50803d","http://www.cdisc.org"
"2023-12-15","C25716","Code_95","Visit","Code","b30c3c1a-5a5f-4a54-bfa3-af4e60d9ca27","http://www.cdisc.org"
"2023-12-15","C51282","Code_96","Clinic","Code","be751966-a33f-44d9-bd26-e905f77c416a","http://www.cdisc.org"
"2023-12-15","C175574","Code_97","In Person","Code","3e51e027-7986-490c-a6e2-2b785fef5bc1","http://www.cdisc.org"
"2023-12-15","C25716","Code_98","Visit","Code","6b5ada53-8a23-44c1-aed8-f421e2e07ecd","http://www.cdisc.org"
"2023-12-15","C51282","Code_99","Clinic","Code","5d50abfe-4966-493f-a00e-0f52f60c5bf6","http://www.cdisc.org"
"2023-12-15","C175574","Code_100","In Person","Code","0ff13fd1-a757-45ca-b0d9-49e4d9f33b20","http://www.cdisc.org"
"2023-12-15","C25716","Code_101","Visit","Code","98f051c0-eba1-4c61-beec-4460ee2f2c9d","http://www.cdisc.org"
"2023-12-15","C51282","Code_102","Clinic","Code","ca6f612c-b206-4e27-907a-2518fdf574b1","http://www.cdisc.org"
"2023-12-15","C175574","Code_103","In Person","Code","cb0bd580-2ad6-40e0-8d3c-0d8ecf6a4125","http://www.cdisc.org"
"2023-12-15","C171537","Code_104","Telephone Call","Code","bbf48110-3db8-425b-9db8-a864a1a9b0c4","http://www.cdisc.org"
"2023-12-15","C25716","Code_105","Visit","Code","001836bc-e839-4dfe-b102-3860d844c2ad","http://www.cdisc.org"
"2023-12-15","C51282","Code_106","Clinic","Code","72c31f38-05ae-4e40-a7d3-9b04a83862ef","http://www.cdisc.org"
"2023-12-15","C175574","Code_107","In Person","Code","2ca71dfd-cc98-4aa2-ba2a-3faaf308c67a","http://www.cdisc.org"
"2023-12-15","C171537","Code_108","Telephone Call","Code","16f2c17d-1ef9-4208-aa76-27be05bd5046","http://www.cdisc.org"
