"uuid:ID","datatype","name","id","isRequired","isEnabled","instanceType","label"
"695b4ac8-3a8e-474e-9d9c-8488100d3db4","decimal","Vital Signs Result","BiomedicalConceptProperty_98","True","True","BiomedicalConceptProperty","Vital Signs Result"
"fcf3e2fc-0e4b-4be1-8ced-dbfc8d32e407","string","Unit of Temperature","BiomedicalConceptProperty_99","True","True","BiomedicalConceptProperty","Unit of Temperature"
"a94b0c56-cbad-4889-9b7e-b1e71d61cde5","string","Vital Signs Location","BiomedicalConceptProperty_100","True","True","BiomedicalConceptProperty","Vital Signs Location"
"6391e3ff-00f5-4763-aa56-d41cd748d6c5","decimal","Vital Signs Result","BiomedicalConceptProperty_101","True","True","BiomedicalConceptProperty","Vital Signs Result"
"ed188c74-1508-40da-b909-8a1ca9eb9f83","string","Unit of Weight","BiomedicalConceptProperty_102","True","True","BiomedicalConceptProperty","Unit of Weight"
"d76a4a76-a114-42d5-9e65-d313e1031592","decimal","Vital Signs Result","BiomedicalConceptProperty_103","True","True","BiomedicalConceptProperty","Vital Signs Result"
"0e9e84c5-d53f-48a4-b264-34d2a2879de9","string","Unit of Height","BiomedicalConceptProperty_104","True","True","BiomedicalConceptProperty","Unit of Height"
"edf13b24-999b-4ec8-8f32-a81593f5d503","decimal","Laboratory Test Result","BiomedicalConceptProperty_105","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"f087c4f4-3508-429b-b490-4666175f8663","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"d569358f-ba8b-485c-8449-2441587b5a0e","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"2c1973c8-f72f-4320-8b9b-ba843315b38f","string","Biospecimen Type","BiomedicalConceptProperty_108","True","True","BiomedicalConceptProperty","Biospecimen Type"
"2d3d0037-7ce2-4870-83d1-42d6a2eab502","string","Laboratory Test Result","BiomedicalConceptProperty_109","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"6d039a31-c706-4b1e-af28-75948cd21e8e","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"4ff24fda-0cf9-4fd9-a941-24ce2a8dbef1","string","Unit of Concentration","BiomedicalConceptProperty_111","True","True","BiomedicalConceptProperty","Unit of Concentration"
"4ba5ea23-bb58-425c-a945-808e94f1f4a1","string","Biospecimen Type","BiomedicalConceptProperty_112","True","True","BiomedicalConceptProperty","Biospecimen Type"
"2781e4e1-ee82-4f62-a7d5-43498af958aa","decimal","Laboratory Test Result","BiomedicalConceptProperty_113","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"734363ef-5493-4f44-ad79-d5d2d33465b7","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"0d5f2af5-1216-498b-92bc-bdd0474c24c0","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"e1d58f99-4b95-4a6a-bec5-9ea1514e0a5e","string","Biospecimen Type","BiomedicalConceptProperty_116","True","True","BiomedicalConceptProperty","Biospecimen Type"
"62576c18-82a9-400c-9d3f-edeb20884062","decimal","Laboratory Test Result","BiomedicalConceptProperty_117","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"07a8feaa-d06e-432b-bd91-0b6664033574","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"27b28849-2923-4f08-9b96-9be3150b2126","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"0ea40f5c-151c-41b5-b327-7cb0b072ec0f","string","Biospecimen Type","BiomedicalConceptProperty_120","True","True","BiomedicalConceptProperty","Biospecimen Type"
"62321e92-0693-461b-ac2c-69e90ff901e9","string","Laboratory Test Result","BiomedicalConceptProperty_121","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"d867a154-942c-4e8d-8042-d31c22f8efe8","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"9affa16f-246b-4f3d-9951-8baabb9d64ef","string","Unit of Concentration","BiomedicalConceptProperty_123","True","True","BiomedicalConceptProperty","Unit of Concentration"
"6d060cf4-e53b-4d0f-996a-a4f5242f1ad9","string","Biospecimen Type","BiomedicalConceptProperty_124","True","True","BiomedicalConceptProperty","Biospecimen Type"
"c58f2a89-f40e-4934-9805-5b9ac2465249","decimal","Laboratory Test Result","BiomedicalConceptProperty_125","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"e6d7dbb0-335a-402c-82c1-89f99594c28d","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"bb265331-21b6-42db-8faa-86d26f5cf47f","string","Molarity Unit","BiomedicalConceptProperty_127","True","True","BiomedicalConceptProperty","Molarity Unit"
