"uuid:ID","codeSystem","code","id","codeSystemVersion","instanceType","decode"
"21e17448-083b-4cb6-a65f-30c4ae7a0c53","http://www.cdisc.org","C98388","Code_1","2023-09-29","Code","Interventional Study"
"110e2a79-6853-45c1-a456-9384dbd44a35","http://www.cdisc.org","C15601","Code_2","2023-09-29","Code","Phase II Trial"
"c5e9d8f2-7bcb-4c6e-8c83-2106f0dc6064","http://www.cdisc.org","C132352","Code_9","2023-09-29","Code","Sponsor Approval Date"
"359833f9-186a-463b-b1a0-9165ec485ec8","http://www.cdisc.org","C68846","Code_10","2023-09-29","Code","Global"
"7e75d495-35a5-436b-8c7f-b74efe855d1e","http://www.cdisc.org","C99904x3","Code_72","2023-09-29","Code","IRB/IEC Feedback"
"8702acd6-e75c-4790-a17b-7077d747c5c9","http://www.cdisc.org","C17649","Code_73","2023-09-29","Code","Other"
"b70fcb45-2223-4797-a2be-7f644b719a8d","http://www.cdisc.org","C41129","Code_75","2023-09-29","Code","Region"
"ded36ba6-b9a9-4884-a058-f306d2400722","ISO 3166 1 alpha3","150","Code_74","2020-08","Code","Europe"
"db153faa-c6d2-4c74-8068-7b81be9aa6e6","SPONSOR","PHARMA","Code_4","12","Code","Eli Lilly"
"aed368f3-e0de-486e-a846-75e4f9961660","http://www.cdisc.org","C70793","Code_76","2023-09-29","Code","Clinical Study Sponsor"
"2784f7ae-d22b-4e78-908b-efa83ff5d28b","ISO 3166 1 alpha3","DNK","Code_77","2020-08","Code","Denmark"
"6c79af90-1532-40eb-97a7-b1d12303df0a","http://www.cdisc.org","C93453","Code_78","2023-09-29","Code","Study Registry"
"2824075f-30ff-4321-be8d-24f33ec6a313","http://www.cdisc.org","C49656","Code_136","2023-09-29","Code","Treatment Study"
"dbe9137c-c669-4378-9da5-7dc8e57f86bd","http://www.cdisc.org","C49666","Code_137","2023-09-29","Code","Efficacy Study"
"d056153d-6267-490a-a738-ab8fbb327916","http://www.cdisc.org","C49667","Code_138","2023-09-29","Code","Safety Study"
"b01e94ea-2612-4083-be7b-49c1ad38f67d","http://www.cdisc.org","C49663","Code_139","2023-09-29","Code","Pharmacokinetic Study"
"2c6b456a-f345-47b2-82e1-11db64c5cae4","SPONSOR","MILD_MOD_ALZ","Code_133","12","Code","Mild to Moderate Alzheimer's Disease"
"e0d2db17-dea8-47b4-8138-479f8db0adc0","SNOMED","26929004","Code_134","January 31, 2018","Code","Alzheimer's disease"
"71858edf-f317-432b-a78f-e586a2af7dcf","http://www.cdisc.org","C99907x1","Code_142","2023-09-29","Code","EXTENSION"
"6628e2f3-5828-4c40-8162-4e233cd31189","http://www.cdisc.org","C98704","Code_143","2023-09-29","Code","ADAPTIVE"
"bb53876d-6fb2-4f31-82db-4fc14d44d63e","http://www.cdisc.org","C82639","Code_140","2023-09-29","Code","Parallel Study"
"3f6f9540-0bd6-4c24-8a3a-0ca950ac67e6","http://www.cdisc.org","C25716","Code_82","2023-09-29","Code","Visit"
"30f894a5-2ca1-461a-8720-a5f655f864cb","http://www.cdisc.org","C51282","Code_83","2023-09-29","Code","Clinic"
"f03b59be-8e3a-4f22-a38e-44dfda102558","http://www.cdisc.org","C175574","Code_84","2023-09-29","Code","In Person"
"95b723ea-18dc-48d6-a016-bffa00686795","http://www.cdisc.org","C25716","Code_85","2023-09-29","Code","Visit"
"2306b07f-ec99-4986-af9b-66ac342cf24d","http://www.cdisc.org","C51282","Code_86","2023-09-29","Code","Clinic"
