"instanceType","name","description","label","uuid:ID","id"
"ScheduledActivityInstance","SCREEN1","-","Screen One","41a4dc83-65fe-4410-897e-69b2379fa640","ScheduledActivityInstance_9"
"ScheduledActivityInstance","SCREEN2","-","Screen Two","a0f45d28-6d0b-49c8-8a38-5c5881b17ec2","ScheduledActivityInstance_10"
"ScheduledActivityInstance","DOSE","-","Dose","71c56133-cd4b-42b4-833e-3e86a3a46a69","ScheduledActivityInstance_11"
"ScheduledActivityInstance","WK2","-","Week 2","eeea3956-613e-4c4d-996d-a30578aeaa19","ScheduledActivityInstance_12"
"ScheduledActivityInstance","WK4","-","Week 4","b1d2ffd3-664f-428b-b60b-61eaf25cba1f","ScheduledActivityInstance_13"
"ScheduledActivityInstance","WK6","-","Week 6","b6b9f307-1f7b-44cc-bdf2-188258abbebb","ScheduledActivityInstance_14"
"ScheduledActivityInstance","WK8","-","Week 8","59c75373-3fa1-4122-bf2d-2f4deffcd7aa","ScheduledActivityInstance_15"
"ScheduledActivityInstance","WK8N","-","Week NPI","2a73c6ba-7f43-4d89-ade3-551e3cdae9ec","ScheduledActivityInstance_16"
"ScheduledActivityInstance","WK12","-","Week 12","0510b144-5b1c-42f5-afae-e5d5a743e5b6","ScheduledActivityInstance_17"
"ScheduledActivityInstance","WK12N","-","Week 12 NPI","8296b96d-7293-401b-ac69-a54fe85ecb81","ScheduledActivityInstance_18"
"ScheduledActivityInstance","WK16","-","Week 16","28e62905-8de7-4011-9934-fdcc1a49c604","ScheduledActivityInstance_19"
"ScheduledActivityInstance","WK16N","-","Week 16 NPI","1f78915c-0ebe-441c-bfe7-f03517201523","ScheduledActivityInstance_20"
"ScheduledActivityInstance","WK20","-","Week 20","a7d4b6e4-6ac9-47bf-abc4-494ce1367240","ScheduledActivityInstance_21"
"ScheduledActivityInstance","WK20N","-","Week 20 NPI","e8ea8c64-88ae-451a-bf79-fc2ef9e79128","ScheduledActivityInstance_22"
"ScheduledActivityInstance","WK24","-","Week 24","c789275a-eb5f-42ca-be39-0717e649f1f8","ScheduledActivityInstance_23"
"ScheduledActivityInstance","WK26","-","Week 26","51864d1d-abc0-4b43-b11d-ab25027ff716","ScheduledActivityInstance_24"
"ScheduledActivityInstance","AE","-","Adevers Event","d9098d10-bb01-48c8-b973-fb8694e535c1","ScheduledActivityInstance_1"
"ScheduledActivityInstance","ET","-","Early Termination","480cb43f-b8ae-4cf1-b461-07f6761a1710","ScheduledActivityInstance_2"
"ScheduledActivityInstance","VS_5MIN","","5 minute supine","9241ff4b-f46d-47a2-85a0-017b0775b894","ScheduledActivityInstance_3"
"ScheduledActivityInstance","VS_SUPINE","","Vital signs supine","c0675c57-9691-496c-86c3-ed239a22492e","ScheduledActivityInstance_4"
"ScheduledActivityInstance","VS_1MIN","","1 minute standing","d4d7bf5d-8b26-4eef-9feb-65bfb039ee04","ScheduledActivityInstance_5"
"ScheduledActivityInstance","VS_STAND1","","Vital signs after 1 min standing","795847d5-e6b0-408b-8793-3263be1784e4","ScheduledActivityInstance_6"
"ScheduledActivityInstance","VS_2MIN","","2 minute standing","35fafd83-c7da-48e2-9e43-0c0e7a3f9c07","ScheduledActivityInstance_7"
"ScheduledActivityInstance","VS_STAND3","","Vital signs after 3 min standing","ac922166-2337-484c-9247-3c98691b95d3","ScheduledActivityInstance_8"
