"isRequired","label","id","isEnabled","uuid:ID","datatype","name","instanceType"
"True","Vital Signs Result","BiomedicalConceptProperty_98","True","c326adec-205e-4681-a97f-8d50760fc386","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Temperature","BiomedicalConceptProperty_99","True","1101c068-78ea-49cc-891d-fbff8720f256","string","Unit of Temperature","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_100","True","5e308b27-ae25-4965-b9ae-9d5a5ea06a3f","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_101","True","4736abec-2b61-4d93-86bb-bab37748e48a","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Weight","BiomedicalConceptProperty_102","True","dcabadd4-771d-46c4-9388-3c1bac14bfc5","string","Unit of Weight","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_103","True","e0a0329b-7f70-4ca5-86a9-82acf0e3d988","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Height","BiomedicalConceptProperty_104","True","6088833e-ab05-4bdb-8ea3-fd82a5796efc","string","Unit of Height","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_105","True","30ef7fc2-1de3-4e03-b36a-c51731156311","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","True","6466e0bd-7736-4299-9fdb-77a367977d9c","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","True","fbb1b993-d9c1-415b-b882-20a9cd13dbf7","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_108","True","92547fb9-b888-4107-b9eb-6f1730b8954f","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_109","True","dee45e16-cd23-459d-98dc-f54bc7edb4d5","string","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","True","1fd04d89-f154-4d10-b263-0a7fb91a7125","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_111","True","bcefd2fe-6ba4-4b37-a7f5-036a75a5803e","string","Unit of Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_112","True","7c6cf75c-ed9e-49cb-80d6-06f0639cb00f","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_113","True","cceb81a5-e1ca-4050-9209-9dcaee4909d2","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","True","9003d8f1-cdf0-40b1-b75f-fde43adbacef","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","True","2dfcba9e-c4dc-4358-8e1d-2556e37028ee","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_116","True","1ae0d22d-18eb-438c-ac02-924613999293","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_117","True","d2253cb2-b242-4117-8bc7-d1241a85ed73","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","True","e51668cf-6716-43ff-b56d-69ab8a948d06","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","True","f1937993-31a5-4a9b-aa17-f5ec52a76a5e","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_120","True","f6dfee08-2fac-4e96-8295-97b240eadef6","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_121","True","6d058aeb-ec49-448e-83e9-2ba71c29f6e9","string","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","True","203356d5-8086-4347-b578-7885915ef2c6","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_123","True","2a3f08b5-3d39-4d3a-9468-b2b8cb9d497c","string","Unit of Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_124","True","8ad0b5d1-eee9-4462-aa32-1a5d9023eebf","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_125","True","fba0740e-377f-47e3-961a-cd672533de70","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","True","21ab8c34-6677-4fb7-b7ce-a566de5d2ac4","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
