"code","codeSystemVersion","instanceType","uuid:ID","codeSystem","decode","id"
"C98388","2023-12-15","Code","a0e3ea36-0920-4167-85f5-3a7b16086723","http://www.cdisc.org","Interventional Study","Code_1"
"C15601","2023-12-15","Code","b7e78999-2340-4bf6-a75e-970a1c29016c","http://www.cdisc.org","Phase II Trial","Code_2"
"C132352","2023-12-15","Code","8aee9bfb-ad5b-41a4-9f46-19f117ee9ef8","http://www.cdisc.org","Sponsor Approval Date","Code_9"
"C68846","2023-12-15","Code","90a41092-3ce6-4548-9af9-90cf9e5ef177","http://www.cdisc.org","Global","Code_10"
"C99904x3","2023-12-15","Code","5f26be9c-f476-43f1-86e4-7576f76bc700","http://www.cdisc.org","IRB/IEC Feedback","Code_72"
"C17649","2023-12-15","Code","8aae3331-eb35-4277-9199-075a4ab0a16e","http://www.cdisc.org","Other","Code_73"
"C41129","2023-12-15","Code","bca97f3c-8c48-4a77-aca7-95bd55cbd73f","http://www.cdisc.org","Region","Code_75"
"150","2020-08","Code","afa2469d-62f3-4e9d-9d6b-7648f902a686","ISO 3166 1 alpha3","Europe","Code_74"
"PHARMA","12","Code","f12eeb20-978e-48bb-94b3-97cf8549a27a","SPONSOR","Eli Lilly","Code_4"
"C70793","2023-12-15","Code","014a6983-edaa-4d68-93bd-2ac3ed515557","http://www.cdisc.org","Clinical Study Sponsor","Code_76"
"USA","2020-08","Code","d404e80a-6295-4f42-a5e5-f9c94e9b638b","ISO 3166 1 alpha3","United States of America","Code_77"
"C93453","2023-12-15","Code","0567aa68-71f8-4f2f-859b-cf28c8451866","http://www.cdisc.org","Study Registry","Code_78"
"USA","2020-08","Code","d95492a0-a613-42f6-981f-2385175ebec8","ISO 3166 1 alpha3","United States of America","Code_79"
"C49656","2023-12-15","Code","ff2a4612-123a-43dc-b9a4-2d6b83990d32","http://www.cdisc.org","Treatment Study","Code_137"
"C49666","2023-12-15","Code","02b35de3-67bb-4026-bb00-383f6259f522","http://www.cdisc.org","Efficacy Study","Code_138"
"C49667","2023-12-15","Code","182e01ba-91c3-43d4-a284-a5e53261b2b2","http://www.cdisc.org","Safety Study","Code_139"
"C49663","2023-12-15","Code","19042030-a659-4a64-8a4d-a0aa9c10e268","http://www.cdisc.org","Pharmacokinetic Study","Code_140"
"MILD_MOD_ALZ","12","Code","c604dd76-100e-4f9c-a90e-0d170bd53b02","SPONSOR","Mild to Moderate Alzheimer's Disease","Code_134"
"26929004","January 31, 2018","Code","bf68a780-db0c-44c3-9f5d-565a937eb784","SNOMED","Alzheimer's disease","Code_135"
"C99907x1","2023-12-15","Code","6a2a4745-0d45-4750-9337-be9b77ad2d43","http://www.cdisc.org","EXTENSION","Code_143"
"C98704","2023-12-15","Code","e8a20154-c004-42c5-86f5-50fd7ee44c1a","http://www.cdisc.org","ADAPTIVE","Code_144"
"C82639","2023-12-15","Code","fab468ab-0005-4e62-9632-bee5c67e4c8e","http://www.cdisc.org","Parallel Study","Code_141"
"C25716","2023-12-15","Code","e306b5d3-ff01-4176-96fb-4c7d81d50770","http://www.cdisc.org","Visit","Code_83"
"C51282","2023-12-15","Code","7e804c7f-2604-4394-8231-04616ad75a2a","http://www.cdisc.org","Clinic","Code_84"
"C175574","2023-12-15","Code","07720442-4e44-4320-a56d-27956c908248","http://www.cdisc.org","In Person","Code_85"
"C25716","2023-12-15","Code","f285c18a-b0e7-46b2-93db-38064aeb36ea","http://www.cdisc.org","Visit","Code_86"
"C51282","2023-12-15","Code","5045f380-bbc1-45ac-a0d3-010a4873b0f3","http://www.cdisc.org","Clinic","Code_87"
"C175574","2023-12-15","Code","bec5ea9d-f9d7-411b-86f1-3f3d3c0a96be","http://www.cdisc.org","In Person","Code_88"
"C25716","2023-12-15","Code","c27330de-fb6c-4bac-bd76-076cba71293e","http://www.cdisc.org","Visit","Code_89"
"C51282","2023-12-15","Code","fcdb63f7-2e35-4814-b475-f59150e9e116","http://www.cdisc.org","Clinic","Code_90"
"C175574","2023-12-15","Code","274958b7-adf6-485f-b20f-a4fcdf96ce8f","http://www.cdisc.org","In Person","Code_91"
"C25716","2023-12-15","Code","cbb28863-ef0e-446c-8ade-a659db3dcaab","http://www.cdisc.org","Visit","Code_92"
"C51282","2023-12-15","Code","c3895872-4bd2-49da-9725-24ca3218f323","http://www.cdisc.org","Clinic","Code_93"
"C175574","2023-12-15","Code","56b2f3d9-1243-4afd-b17f-5bb78d388e66","http://www.cdisc.org","In Person","Code_94"
"C25716","2023-12-15","Code","c9e8d63d-39df-41f0-a5bd-9d7e5f21b466","http://www.cdisc.org","Visit","Code_95"
"C51282","2023-12-15","Code","156f7743-5f2b-4e12-9b6d-8c7f4594b15d","http://www.cdisc.org","Clinic","Code_96"
"C175574","2023-12-15","Code","1d219804-580e-435f-92eb-10ea3f568218","http://www.cdisc.org","In Person","Code_97"
"C25716","2023-12-15","Code","a1f75041-c081-4de0-8461-50029c053b18","http://www.cdisc.org","Visit","Code_98"
"C51282","2023-12-15","Code","23dd1aab-8b51-429f-814a-7e852ac7d6a3","http://www.cdisc.org","Clinic","Code_99"
"C175574","2023-12-15","Code","d870c534-84fe-4168-9a04-5ac47f6ab830","http://www.cdisc.org","In Person","Code_100"
"C25716","2023-12-15","Code","979db0d4-0c07-4d2e-a89f-9af1a1de414d","http://www.cdisc.org","Visit","Code_101"
"C51282","2023-12-15","Code","804c28c9-7bb2-43a3-9898-53f7a43d16e8","http://www.cdisc.org","Clinic","Code_102"
"C175574","2023-12-15","Code","3ccf4861-d172-430a-a977-2138d1424f3c","http://www.cdisc.org","In Person","Code_103"
"C171537","2023-12-15","Code","cb414879-412f-4e58-becb-7579fc76310e","http://www.cdisc.org","Telephone Call","Code_104"
"C25716","2023-12-15","Code","46ef5b49-6fcf-4bbe-b996-4960942b9372","http://www.cdisc.org","Visit","Code_105"
"C51282","2023-12-15","Code","dfe2f4b8-453b-4d7f-9dc8-cc1fb0f58eec","http://www.cdisc.org","Clinic","Code_106"
"C175574","2023-12-15","Code","26b261cb-f76d-499e-a311-d3d1a653ee2a","http://www.cdisc.org","In Person","Code_107"
"C171537","2023-12-15","Code","92150a1d-12ca-493c-b546-aff4b4a92b36","http://www.cdisc.org","Telephone Call","Code_108"
"C25716","2023-12-15","Code","d5c56ba1-2970-4aa3-bb34-7193a592513a","http://www.cdisc.org","Visit","Code_109"
"C51282","2023-12-15","Code","efe4d58a-a958-4002-b139-c09925c4a990","http://www.cdisc.org","Clinic","Code_110"
"C175574","2023-12-15","Code","632759ca-37de-4e1e-9d39-e10e103cfee7","http://www.cdisc.org","In Person","Code_111"
"C171537","2023-12-15","Code","581b7236-7e39-4eea-a14d-431280a3a6de","http://www.cdisc.org","Telephone Call","Code_112"
"C25716","2023-12-15","Code","7d247eeb-7a33-41cf-be61-0abc421bca19","http://www.cdisc.org","Visit","Code_113"
"C51282","2023-12-15","Code","3825d2b6-4f0f-4e0c-a168-9a55633c9f14","http://www.cdisc.org","Clinic","Code_114"
"C175574","2023-12-15","Code","89a3f888-cf04-4833-abc4-bf5cf4f14bab","http://www.cdisc.org","In Person","Code_115"
"C171537","2023-12-15","Code","9eddc320-e28f-4cd5-abb2-6f2b60f1c3c7","http://www.cdisc.org","Telephone Call","Code_116"
"C25716","2023-12-15","Code","86866abc-0aea-4ce7-a5a9-bec3709896e7","http://www.cdisc.org","Visit","Code_117"
"C51282","2023-12-15","Code","fc35dd60-a0ac-4cec-a0e7-1674448fa159","http://www.cdisc.org","Clinic","Code_118"
