"description","instanceType","name","uuid:ID","label","id"
"","Activity","Informed consent","2251a82a-31d5-4b09-917e-8ccc9590bf25","Informed consent","Activity_1"
"","Activity","Inclusion/exclusion criteria","05d61847-5654-4b23-bd1c-f59ad05eae43","Inclusion and exclusion criteria","Activity_2"
"","Activity","Patient number assigned","64b83ddb-b896-42a8-b263-a3409d71d086","Patient number assigned","Activity_3"
"","Activity","Demographics","31254c8e-1a13-457a-b915-d0b482481647","Demographics","Activity_4"
"","Activity","Hachinski","b77092ba-5c98-417b-bb21-e414399f4f29","Hachinski Ischemic Scale","Activity_5"
"","Activity","MMSE","b90680ae-80c2-49ae-b456-72702fca75a9","MMSE","Activity_6"
"","Activity","Physical examination","41d66dde-8741-4284-a40d-a88ecd589b4d","Physical examination","Activity_7"
"","Activity","Medical history","888d5888-fb12-4e4a-a2e3-a5321a407914","Medical history","Activity_8"
"","Activity","Habits","10a0d071-a14b-4dfe-ac9a-5a8f672d1d6b","Habits","Activity_9"
"","Activity","Chest X-ray","3749bce9-965a-42ff-a93e-bc60a2256daa","Chest X-ray","Activity_10"
"","Activity","Apo E genotyping","25cc09a3-a5f7-4e20-8d5a-8a3436687558","Apo E genotyping","Activity_11"
"","Activity","Patient randomised","df3ef04b-c112-4c57-891a-a4c7d9d239db","Patient randomised","Activity_12"
"","Activity","Vital signs / Temperature","16755ebc-f4ba-473f-8239-c8aa0157122b","Vital Signs and Temperature","Activity_13"
"","Activity","Ambulatory ECG placed","ae8a472b-bc78-425f-9e11-f31b94cdfcf7","Ambulatory ECG placed","Activity_14"
"","Activity","Ambulatory ECG removed","1a7d30fe-7bbd-4092-bdcb-b74ff8c477d1","Ambulatory ECG removed","Activity_15"
"","Activity","ECG","46ce3e8a-0994-4856-9312-94c39fcec7f8","ECG","Activity_16"
"","Activity","Placebo TTS test","047f2c2b-d663-4d34-891a-fb57ebf32d45","Placebo TTS test","Activity_17"
"","Activity","CT scan","bb9cf055-81ec-4d45-b5a7-af605d51dff9","CT scan","Activity_18"
"","Activity","Concomitant medications","d7173678-1e51-42b7-9903-12c3020552cf","Concomitant medications","Activity_19"
"","Activity","Hematology","8c74117c-8c2f-4d57-8aca-4532d38295f0","Hematology","Activity_20"
"","Activity","Chemistry","6c991aae-81e9-49d4-9853-6712a967f748","Chemistry","Activity_21"
"","Activity","Uninalysis","ede9d1f8-6b74-443b-a8a1-3e15a3b55d0e","Uninalysis","Activity_22"
"","Activity","Plasma Specimen (Xanomeline)","5e789cb3-b24c-4dc0-a636-69a204ca2062","Plasma Specimen (Xanomeline)","Activity_23"
"","Activity","Hemoglobin A1C","18136859-315e-4401-994a-15858bd00e67","Hemoglobin A1C","Activity_24"
"","Activity","Study drug","27f0f92c-7689-4f30-b3f8-78eb35714c02","Study drug record , Medications dispensed, Medications returned","Activity_25"
"","Activity","TTS Acceptability Survey","acc22ad2-494e-45e1-948a-8ce8da9d92a9","TTS Acceptability Survey","Activity_26"
"","Activity","ADAS-Cog","22c42f23-9adb-4a80-974b-8888494f5c2b","ADAS-Cog","Activity_27"
"","Activity","CIBIC+","0b1a776e-485e-486d-a4f2-93992159683d","CIBIC+","Activity_28"
"","Activity","DAD","f4b1d889-da88-43e1-a0d3-4f595b041360","DAD","Activity_29"
"","Activity","NPI-X","c14a598b-7a0f-4be3-885a-a8fc5ed79959","NPI-X","Activity_30"
"","Activity","Adverse events","d78eb2e9-5949-4ae3-8b7f-81358630c441","Adverse events","Activity_31"
"","Activity","Check adverse events","7d20e702-d31b-4ee1-8528-b13299c5baa8","Check adverse events","Activity_32"
"","Activity","Supine","25a3ee4d-c332-453b-9a85-c8a37190cfc9","Subject supine","Activity_33"
"","Activity","Vital Signs Supine","cd5441dc-c0d7-4f45-941b-a2e9a8c864eb","Vital signs while supine","Activity_34"
"","Activity","Stand","295c354c-a227-4d75-86d1-77cd2e3bdc8b","Subject Standing","Activity_35"
"","Activity","Vital Signs Standing","4fdeaa74-9f28-4c37-9cc8-d4c1882f1a34","Vital signs while standing","Activity_36"
