"uuid:ID","label","synonyms","reference","name","id","instanceType"
"d6f4bdc3-7a19-4608-838f-4739a6c8961b","Informed Consent Obtained","['Informed Consent Obtained', 'Informed Consent']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/CONSENT","Informed Consent Obtained","BiomedicalConcept_20","BiomedicalConcept"
"fc506487-fc6d-4f3c-8466-21fa611481d3","Sex","","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","Sex","BiomedicalConcept_21","BiomedicalConcept"
"2d6e6015-40d5-4629-91a2-075b2e6ab4f1","Race","['Racial Group']","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","Race","BiomedicalConcept_22","BiomedicalConcept"
"348202cd-6719-44d3-9bac-e5eb086810f9","Temperature","['Temperature', 'Body Temperature']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","BiomedicalConcept_23","BiomedicalConcept"
"f2a83ca9-ceb4-4c79-b1ff-e7a2a4f13984","Weight","['Weight', 'Body Weight']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","BiomedicalConcept_24","BiomedicalConcept"
"85fc3d89-cf0c-4f4c-bab2-cf15ed033463","Height","['Height', 'Body Height']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","BiomedicalConcept_25","BiomedicalConcept"
"075ba4db-5a7d-4dfb-b18e-417132ecd4d4","Alanine Aminotransferase Concentration in Serum/Plasma","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_26","BiomedicalConcept"
"5cf3fa88-74ed-4e1c-8cbf-5f72585624d9","Albumin Presence in Urine","['Albumin', 'Albumin Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","BiomedicalConcept_27","BiomedicalConcept"
"f12df2a6-df4b-4a36-84ec-bea8759cb827","Alkaline Phosphatase Concentration in Serum/Plasma","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_28","BiomedicalConcept"
"efa6fb33-e6c8-45a2-83e5-0660dbf084d9","Aspartate Aminotransferase in Serum/Plasma","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_29","BiomedicalConcept"
"3421ca27-6ab5-4fe2-86ce-6a7b9c0af59b","Creatinine Concentration in Urine","['Creatinine', 'Creatinine Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","BiomedicalConcept_30","BiomedicalConcept"
"37592d2a-d194-4f67-9486-94f89d135a84","Potassium Concentration in Urine","['Potassium', 'K', 'Potassium Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","BiomedicalConcept_31","BiomedicalConcept"
"0d564901-54af-4dbf-9ca3-6e53a240d02d","Sodium Concentration in Urine","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","BiomedicalConcept_32","BiomedicalConcept"
"a0d1e194-0d5f-4505-9962-6aa5b8aab1c5","Hemoglobin A1C Concentration in Blood","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","Hemoglobin A1C Concentration in Blood","BiomedicalConcept_33","BiomedicalConcept"
"4ee802f2-e7fd-493e-841e-2d1106a3a694","Adverse Event Prespecified","['Adverse Event', 'Solicited Adverse Event']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","Adverse Event Prespecified","BiomedicalConcept_1","BiomedicalConcept"
"ef821113-76d8-43dd-96e5-f2659121d0be","Systolic Blood Pressure","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","BiomedicalConcept_2","BiomedicalConcept"
"02940b65-4320-412f-9c53-68a1aa0ae511","Diastolic Blood Pressure","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","BiomedicalConcept_3","BiomedicalConcept"
"cf282185-b4ae-4726-88ed-a67f1f0c065f","Temperature","['Temperature', 'Body Temperature']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","BiomedicalConcept_4","BiomedicalConcept"
"1cc99c69-0235-4cf7-89fa-4c1b4bd33ffc","Weight","['Weight', 'Body Weight']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","BiomedicalConcept_5","BiomedicalConcept"
"6d3b9b88-8282-463a-98da-28dd317b719b","Height","['Height', 'Body Height']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","BiomedicalConcept_6","BiomedicalConcept"
"b297812c-e35f-4483-92f6-924bdd13b0e4","Alanine Aminotransferase Concentration in Serum/Plasma","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_7","BiomedicalConcept"
"3ec1bb4b-29eb-4b5d-95f3-324081cd330e","Albumin Presence in Urine","['Albumin', 'Albumin Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","BiomedicalConcept_8","BiomedicalConcept"
"9577eb0c-2f4b-475b-bd9e-850bd9a901ea","Alkaline Phosphatase Concentration in Serum/Plasma","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_9","BiomedicalConcept"
"1fef5ab9-f255-4268-9377-93d9835b096d","Aspartate Aminotransferase in Serum/Plasma","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_10","BiomedicalConcept"
"d80cf199-d99b-4d03-b9d1-f426a98824cd","Creatinine Concentration in Urine","['Creatinine', 'Creatinine Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","BiomedicalConcept_11","BiomedicalConcept"
"fcd5553f-b97e-4b25-a564-710c398d785a","Potassium Concentration in Urine","['Potassium', 'K', 'Potassium Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","BiomedicalConcept_12","BiomedicalConcept"
"bc06ae77-acae-46ca-bbcc-2aa11f578d30","Sodium Concentration in Urine","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","BiomedicalConcept_13","BiomedicalConcept"
"2ad0207c-aa05-489c-a983-9a1fb6ca86d4","Systolic Blood Pressure","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","BiomedicalConcept_14","BiomedicalConcept"
"8fd5a53a-10ae-497b-ad19-97f2a0977d7a","Diastolic Blood Pressure","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","BiomedicalConcept_15","BiomedicalConcept"
"5b8cc74f-86f7-4647-b2c6-b28c80d4320b","Heart Rate","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","BiomedicalConcept_16","BiomedicalConcept"
"a2a0f425-aaed-4da6-9f89-ec797046d272","Systolic Blood Pressure","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","BiomedicalConcept_17","BiomedicalConcept"
"22b72265-bd2e-4d99-bcde-452224bac3c5","Diastolic Blood Pressure","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","BiomedicalConcept_18","BiomedicalConcept"
"9f4e0ce3-c6ef-4fde-8cd1-c764bb507929","Heart Rate","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","BiomedicalConcept_19","BiomedicalConcept"
