"isEnabled","uuid:ID","isRequired","label","name","id","datatype","instanceType"
"True","2deb3088-35c7-48a7-bb53-572fce905c3f","True","DSDECOD","DSDECOD","BiomedicalConceptProperty_116","text","BiomedicalConceptProperty"
"True","26210838-e618-49bc-9203-7d7e03bf4919","True","DSTERM","DSTERM","BiomedicalConceptProperty_117","text","BiomedicalConceptProperty"
"True","20238ee4-e756-4f84-8a9d-51576dfc021b","True","DSSTDTC","DSSTDTC","BiomedicalConceptProperty_118","datetime","BiomedicalConceptProperty"
"True","f4ede641-c351-4d1c-9953-d793e4e1ef56","True","Sex","Sex","BiomedicalConceptProperty_119","string","BiomedicalConceptProperty"
"True","26c9c42b-b555-4d20-b1b0-1bd29aed70a6","True","Race","Race","BiomedicalConceptProperty_120","string","BiomedicalConceptProperty"
"True","a80e9215-45ad-40c9-82be-5c60037690fa","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_121","","BiomedicalConceptProperty"
"True","6307f715-c885-48ae-8610-105251587894","True","VSORRES","VSORRES","BiomedicalConceptProperty_122","float","BiomedicalConceptProperty"
"True","cafbdc3c-88ce-4343-a2f1-4b7c6a17c422","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_123","","BiomedicalConceptProperty"
"True","c41118de-e76c-4dcd-8b43-247c4f664fa2","True","VSLOC","VSLOC","BiomedicalConceptProperty_124","","BiomedicalConceptProperty"
"True","be08a465-17d2-43cc-bc86-6bfdcb2bc4f2","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_125","","BiomedicalConceptProperty"
"True","d67b7b1c-a98a-4ab7-a811-d4abdec6adde","True","VSORRES","VSORRES","BiomedicalConceptProperty_126","float","BiomedicalConceptProperty"
"True","4afdc6f4-3820-444e-9abb-b1d9cfa3004e","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_127","","BiomedicalConceptProperty"
"True","ce263c5f-0650-4768-8e3e-72a007e8c7f2","True","VSTESTCD","VSTESTCD","BiomedicalConceptProperty_128","","BiomedicalConceptProperty"
"True","fca50edb-976e-4a02-a59d-d7dcee9954b1","True","VSORRES","VSORRES","BiomedicalConceptProperty_129","float","BiomedicalConceptProperty"
"True","db88c127-14ed-427d-8f3a-e01032b90480","True","VSORRESU","VSORRESU","BiomedicalConceptProperty_130","","BiomedicalConceptProperty"
"True","0df30495-bf41-449d-9685-e6ef22b4db5c","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_131","","BiomedicalConceptProperty"
"True","34cf6e82-9f4d-4d5f-9120-acabc1e4e90d","True","LBORRES","LBORRES","BiomedicalConceptProperty_132","float","BiomedicalConceptProperty"
"True","e8c65d28-05bc-4b7f-a87a-cd77f415f19d","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_133","","BiomedicalConceptProperty"
"True","040a87be-da05-4601-8a0d-175af027be45","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_134","","BiomedicalConceptProperty"
"True","707ea7aa-5259-433b-89b5-2e6baa079314","True","LBFAST","LBFAST","BiomedicalConceptProperty_135","","BiomedicalConceptProperty"
"True","60ec3181-27ff-4239-a590-0802d54d84fb","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_136","","BiomedicalConceptProperty"
"True","911263b9-9fef-47f8-b3cf-7c257b6deb05","True","LBORRES","LBORRES","BiomedicalConceptProperty_137","text","BiomedicalConceptProperty"
"True","a393b7e9-75b6-4d57-a929-230a77304452","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_138","","BiomedicalConceptProperty"
"True","1110775e-cf65-44a6-97dd-e793cf8e9673","True","LBFAST","LBFAST","BiomedicalConceptProperty_139","","BiomedicalConceptProperty"
"True","dcaa9dde-88c4-41f2-99cc-fe22eaea1dba","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_140","","BiomedicalConceptProperty"
"True","215c722c-f526-4f71-a4d4-823852b206ba","True","LBORRES","LBORRES","BiomedicalConceptProperty_141","float","BiomedicalConceptProperty"
"True","c959c2e7-d49f-40f0-b40f-634f6f5363bb","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_142","","BiomedicalConceptProperty"
"True","d6a39f50-8430-4a68-bde9-35689a42df45","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_143","","BiomedicalConceptProperty"
"True","40c75a19-0084-46d7-95c2-b979148ca58a","True","LBFAST","LBFAST","BiomedicalConceptProperty_144","","BiomedicalConceptProperty"
"True","ba3975a7-c78b-4a9c-8970-c10c706c8789","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_145","","BiomedicalConceptProperty"
"True","fdbc3b9f-6c41-4fc7-b13b-ec3ab4d50b55","True","LBORRES","LBORRES","BiomedicalConceptProperty_146","float","BiomedicalConceptProperty"
"True","a99aaba4-1fc6-49d6-9206-e71dc971a737","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_147","","BiomedicalConceptProperty"
"True","fb5a774c-3d0c-4e2e-a066-5b7efa49646a","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_148","","BiomedicalConceptProperty"
"True","deb431a1-0b5d-4cb2-add8-a8983013221a","True","LBFAST","LBFAST","BiomedicalConceptProperty_149","","BiomedicalConceptProperty"
"True","9b4b6485-e61b-49b0-b916-9302ec385e9e","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_150","","BiomedicalConceptProperty"
"True","ded9da35-d1b0-41e9-9910-92560d9213a7","True","LBORRES","LBORRES","BiomedicalConceptProperty_151","float","BiomedicalConceptProperty"
"True","ed544a22-7eca-42ea-a52b-2b91bc6f20e2","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_152","","BiomedicalConceptProperty"
"True","ebb559dc-0845-4a64-85b5-085a9f30ccea","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_153","","BiomedicalConceptProperty"
"True","d0879bf4-4228-4640-80c1-d41dd6c7f124","True","LBFAST","LBFAST","BiomedicalConceptProperty_154","","BiomedicalConceptProperty"
"True","8780785a-0d52-490f-8d5d-6bfd7eb7ed86","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_155","","BiomedicalConceptProperty"
"True","9162d1df-51de-4acc-8c1a-d8ff53909635","True","LBORRES","LBORRES","BiomedicalConceptProperty_156","float","BiomedicalConceptProperty"
"True","c8ef7553-7665-4746-80ac-83b24ffd8276","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_157","","BiomedicalConceptProperty"
"True","75dc779d-046a-420a-96da-afc208a85689","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_158","","BiomedicalConceptProperty"
"True","d412a9c0-55f9-4994-86a8-b9b6c2ba54d6","True","LBFAST","LBFAST","BiomedicalConceptProperty_159","","BiomedicalConceptProperty"
"True","59a8eca7-ead9-4066-8c2e-2dee363ab21b","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_160","","BiomedicalConceptProperty"
"True","8528beee-0c3d-4579-add0-c7291d05018b","True","LBORRES","LBORRES","BiomedicalConceptProperty_161","float","BiomedicalConceptProperty"
"True","e7884ccd-8276-4fce-ba9c-3d25165e494f","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_162","","BiomedicalConceptProperty"
"True","fa79118b-d16d-4954-b9fd-52617fd07c28","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_163","","BiomedicalConceptProperty"
"True","12d9a4b8-90ff-498e-ab7a-742512f343ed","True","LBFAST","LBFAST","BiomedicalConceptProperty_164","","BiomedicalConceptProperty"
"True","421ca64a-18ce-463e-a7ea-710928ff5f6f","True","LBTESTCD","LBTESTCD","BiomedicalConceptProperty_165","","BiomedicalConceptProperty"
"True","008c1b1a-ea14-45b6-b6c7-0a7fb25e6900","True","LBORRES","LBORRES","BiomedicalConceptProperty_166","float","BiomedicalConceptProperty"
"True","9b4ba2f8-3ce8-420c-b017-25d6f0d42a66","True","LBORRESU","LBORRESU","BiomedicalConceptProperty_167","","BiomedicalConceptProperty"
"True","fa604606-8849-442d-b7a2-936b9b31a860","True","LBSPEC","LBSPEC","BiomedicalConceptProperty_168","","BiomedicalConceptProperty"
"True","ce21857a-22af-4f55-9555-c47ebb7a73d2","True","LBFAST","LBFAST","BiomedicalConceptProperty_169","","BiomedicalConceptProperty"
"True","d0c73dd9-25c6-44eb-a784-a42618b6c86b","True","AETERM","AETERM","BiomedicalConceptProperty_1","text","BiomedicalConceptProperty"
"True","bf4a6b6b-4420-448f-908d-1c4fd1e64e28","True","AEDECOD","AEDECOD","BiomedicalConceptProperty_2","text","BiomedicalConceptProperty"
"True","6b48fb83-92b2-44be-85bc-6e808e332c0b","True","AEPRESP","AEPRESP","BiomedicalConceptProperty_3","text","BiomedicalConceptProperty"
"True","92de11d9-3cde-4cae-aaab-c31a1acf0d6a","True","AELOC","AELOC","BiomedicalConceptProperty_4","text","BiomedicalConceptProperty"
"True","dd716cbc-bb66-46c5-b8be-27b345545a1c","True","AESEV","AESEV","BiomedicalConceptProperty_5","text","BiomedicalConceptProperty"
"True","3fa1199d-b985-4d16-a387-dffc313a25b7","True","AESER","AESER","BiomedicalConceptProperty_6","text","BiomedicalConceptProperty"
"True","212c21f2-18ad-4478-a31d-3227fdbfc762","True","AEACN","AEACN","BiomedicalConceptProperty_7","text","BiomedicalConceptProperty"
"True","1f908dbf-011a-47d8-a8a1-55c555b3987f","True","AEACNOTH","AEACNOTH","BiomedicalConceptProperty_8","text","BiomedicalConceptProperty"
"True","858c7c60-1b3d-47c2-9506-c2adf75596cd","True","AEREL","AEREL","BiomedicalConceptProperty_9","text","BiomedicalConceptProperty"
"True","f7185321-2531-475d-bdf0-66b2b1b46518","True","AERELNST","AERELNST","BiomedicalConceptProperty_10","text","BiomedicalConceptProperty"
"True","a0e7f632-a2a4-4d2a-92e7-c756c4728c90","True","AEPATT","AEPATT","BiomedicalConceptProperty_11","text","BiomedicalConceptProperty"
"True","145531bd-795b-4018-8aae-5e18efa9dbca","True","AEOUT","AEOUT","BiomedicalConceptProperty_12","text","BiomedicalConceptProperty"
