"uuid:ID","description","label","name","id","instanceType"
"d6a866c4-303a-4764-b0aa-11f40f730f54","-","Screen One","SCREEN1","ScheduledActivityInstance_9","ScheduledActivityInstance"
"dcc70f35-9cfb-4823-8b47-9de888361a73","-","Screen Two","SCREEN2","ScheduledActivityInstance_10","ScheduledActivityInstance"
"7528d287-8c95-44fe-ba70-5a90bc2affc0","-","Dose","DOSE","ScheduledActivityInstance_11","ScheduledActivityInstance"
"b506b23a-bc24-4afc-8620-d85401ad8c90","-","Week 2","WK2","ScheduledActivityInstance_12","ScheduledActivityInstance"
"3601084f-cc4b-4fb2-ad9f-97896cbaa307","-","Week 4","WK4","ScheduledActivityInstance_13","ScheduledActivityInstance"
"893cffce-acf3-4a57-9a59-d069f41a9069","-","Week 6","WK6","ScheduledActivityInstance_14","ScheduledActivityInstance"
"af58fad4-e7ca-474d-b053-36898bf4c8fd","-","Week 8","WK8","ScheduledActivityInstance_15","ScheduledActivityInstance"
"7eaf8916-6f82-4b87-8ebc-ee25ca2b2d34","-","Week NPI","WK8N","ScheduledActivityInstance_16","ScheduledActivityInstance"
"4133f2cc-dd39-4677-8649-6d4e3151e83a","-","Week 12","WK12","ScheduledActivityInstance_17","ScheduledActivityInstance"
"0f4bf6f4-056f-42fe-bef8-f3a104d43aab","-","Week 12 NPI","WK12N","ScheduledActivityInstance_18","ScheduledActivityInstance"
"4acde421-f9e0-479d-8023-1cfc8ff739d1","-","Week 16","WK16","ScheduledActivityInstance_19","ScheduledActivityInstance"
"ce14dae5-0729-4088-9df3-f6eb90e8a51e","-","Week 16 NPI","WK16N","ScheduledActivityInstance_20","ScheduledActivityInstance"
"c1609c4a-3309-49f7-8a80-897405563daa","-","Week 20","WK20","ScheduledActivityInstance_21","ScheduledActivityInstance"
"2e6d40c3-8012-44a2-9344-3459082c2a71","-","Week 20 NPI","WK20N","ScheduledActivityInstance_22","ScheduledActivityInstance"
"9c74b16b-527c-4104-a5de-a1fdd00164ae","-","Week 24","WK24","ScheduledActivityInstance_23","ScheduledActivityInstance"
"5c059761-c723-42e8-85ea-84740a8bfc1c","-","Week 26","WK26","ScheduledActivityInstance_24","ScheduledActivityInstance"
"c3ed6aa4-1e44-4186-a282-f58e6af45ae9","-","Adevers Event","AE","ScheduledActivityInstance_1","ScheduledActivityInstance"
"4a5f7231-0f45-40d9-b806-a63220fff1b6","-","Early Termination","ET","ScheduledActivityInstance_2","ScheduledActivityInstance"
"e4571b67-4ced-4811-af73-66c145c794b4","","5 minute supine","VS_5MIN","ScheduledActivityInstance_3","ScheduledActivityInstance"
"daf7db6f-4a40-437c-aec5-953ac98226fd","","Vital signs supine","VS_SUPINE","ScheduledActivityInstance_4","ScheduledActivityInstance"
"e1e108d5-a937-435e-87f1-cda662955b35","","1 minute standing","VS_1MIN","ScheduledActivityInstance_5","ScheduledActivityInstance"
"60fb0523-67cb-4e11-ad9b-b6f610406e55","","Vital signs after 1 min standing","VS_STAND1","ScheduledActivityInstance_6","ScheduledActivityInstance"
"b73c0f34-d16d-47d8-ab11-17ee59493a6e","","2 minute standing","VS_2MIN","ScheduledActivityInstance_7","ScheduledActivityInstance"
"17cd1c68-9dfe-4e22-b04b-6c19e31dbb1f","","Vital signs after 3 min standing","VS_STAND3","ScheduledActivityInstance_8","ScheduledActivityInstance"
