"uuid:ID","codeSystemVersion","codeSystem","id","code","decode"
"98258969-a989-4ba8-a804-c8a75941efa7","2023-09-29","http://www.cdisc.org","Code_1","C98388","Interventional Study"
"5827a611-45b5-49a4-a4b6-7d5818de03f4","2023-09-29","http://www.cdisc.org","Code_2","C15601","Phase II Trial"
"8155fd1c-35b8-4485-a6e2-013d3707cf98","2023-09-29","http://www.cdisc.org","Code_5","C132352","Sponsor Approval Date"
"2e3787b5-ae5e-4012-810b-564a4135d16c","2023-09-29","http://www.cdisc.org","Code_6","C68846","Global"
"fd4185e0-8e08-40de-8991-dda04feadc29","2023-09-29","http://www.cdisc.org","Code_65","C99904x3","IRB/IEC Feedback"
"2f921405-5ac4-49aa-8c0b-9c92914a016f","2023-09-29","http://www.cdisc.org","Code_66","C17649","Other"
"e66155bc-3dbf-4565-8984-646f3d4950dc","2023-09-29","http://www.cdisc.org","Code_68","C41129","Region"
"9c1bb382-cbeb-4589-bd37-188630fe90f5","2020-08","ISO 3166 1 alpha3","Code_67","150","Europe"
"8394c751-4ef9-4eed-95d5-d1667a12443f","12","SPONSOR","Code_3","PHARMA","Eli Lilly"
"e2548d26-af8f-4fd2-a18b-5c302777ae1b","2023-09-29","http://www.cdisc.org","Code_69","C70793","Clinical Study Sponsor"
"cd8d062b-b8f5-4104-b826-067df9ec15ad","2020-08","ISO 3166 1 alpha3","Code_70","USA","United States of America"
"08c7da85-eb2e-4240-8c73-5753337f9404","2023-09-29","http://www.cdisc.org","Code_71","C93453","Study Registry"
"9db2fed9-659c-4576-a060-2f3a248695c1","2023-09-29","http://www.cdisc.org","Code_129","C49656","Treatment Study"
"c5687c51-d11f-4066-b5f7-a60e6178bfaf","2023-09-29","http://www.cdisc.org","Code_130","C49666","Efficacy Study"
"aadd1375-2037-491e-9a2c-62fd65bd2811","2023-09-29","http://www.cdisc.org","Code_131","C49667","Safety Study"
"0bd10fb8-7c4f-4d07-a5cc-060785500d6b","2023-09-29","http://www.cdisc.org","Code_132","C49663","Pharmacokinetic Study"
"a40b0099-70a7-4e4b-9a89-ebb35dc70f9b","12","SPONSOR","Code_126","MILD_MOD_ALZ","Mild to Moderate Alzheimer\'s Disease"
"9872bf7d-6166-46a3-890d-0e6d7d5237f2","January 31, 2018","SNOMED","Code_127","26929004","Alzheimer\'s disease"
"314d20f2-0be5-443e-8324-e186d30ebe8c","2023-09-29","http://www.cdisc.org","Code_133","C82639","Parallel Study"
"74cc47e0-3e30-4b3f-bb62-9dad07109abc","2023-09-29","http://www.cdisc.org","Code_75","C25716","Visit"
"2852b0f8-8d43-4349-bcdb-e8654f06dc17","2023-09-29","http://www.cdisc.org","Code_76","C51282","Clinic"
"ec98e5fa-807f-4db6-8bb2-54e82e47077d","2023-09-29","http://www.cdisc.org","Code_77","C175574","In Person"
"ce11f437-86b3-4ce9-ad53-ad28ca8d7952","2023-09-29","http://www.cdisc.org","Code_78","C25716","Visit"
"1957dda8-14f1-4d4c-b428-1ea04bb98fb5","2023-09-29","http://www.cdisc.org","Code_79","C51282","Clinic"
"2c45958d-0b7e-48a4-99f2-33912e7a7cd1","2023-09-29","http://www.cdisc.org","Code_80","C175574","In Person"
"87401e6e-2cd7-4949-841d-4731653effb4","2023-09-29","http://www.cdisc.org","Code_81","C25716","Visit"
"9bc8a8c9-8f5b-4efe-b705-bd50adaa25d6","2023-09-29","http://www.cdisc.org","Code_82","C51282","Clinic"
"d12f8e0a-d1db-4440-9737-853f454244c0","2023-09-29","http://www.cdisc.org","Code_83","C175574","In Person"
"3b226d03-560a-49ad-bb5c-ce2ca8356d11","2023-09-29","http://www.cdisc.org","Code_84","C25716","Visit"
"d0bda90d-24c8-44ef-a321-3af38349b8de","2023-09-29","http://www.cdisc.org","Code_85","C51282","Clinic"
"dc4c38e5-8ca1-4094-8ac2-f133fa7ee91b","2023-09-29","http://www.cdisc.org","Code_86","C175574","In Person"
"8c0cb68a-5934-44f6-9ef1-0bbfebf8adbc","2023-09-29","http://www.cdisc.org","Code_87","C25716","Visit"
