"id:ID","sectionNumber","sectionTitle","uuid","name","text","id"
"822","0","Root","852a188b-1ccd-4689-9366-62f4196eea56","ROOT","","NarrativeContent_1"
"823","0","TITLE PAGE","e3a70828-993a-4127-9a14-389e80a3bb24","SECTION 0","<div><usdm:section name=""M11-title-page""></div>","NarrativeContent_2"
"824","1","PROTOCOL SUMMARY","c9f6092f-8642-46d4-a687-4f30d71591ba","SECTION 1","<div></div>","NarrativeContent_3"
"825","1.1","Protocol Synopsis","06215cd9-c2f0-43a2-aad5-8280b85c39a4","SECTION 1.1","<div></div>","NarrativeContent_4"
"826","1.2","Trial Schema","40c4115e-ae9d-4cd9-b3a9-7a753f8c57b9","SECTION 1.2","<div></div>","NarrativeContent_5"
"827","1.3","Schedule of Activities","783fdc45-1ece-4c38-901d-f7e3e79994f7","SECTION 1.3","<div></div>","NarrativeContent_6"
"828","2","INTRODUCTION","93305907-6ae4-4784-abac-8cb5863543cc","SECTION 2","<div></div>","NarrativeContent_7"
"829","2.1","Purpose of Trial","66431891-11dd-4891-b9c0-ea427edce070","SECTION 2.1","<div></div>","NarrativeContent_8"
"830","2.2","Summary of Benefits and Risks","aa9969c6-9c82-4207-81a7-f5eec64d5b8e","SECTION 2.2","<div></div>","NarrativeContent_9"
"831","3","TRIAL OBJECTIVES, ENDPOINTS AND ESTIMANDS","ce548dd2-a57f-4df8-8b6a-98ab1f4cc32d","SECTION 3","<div></div>","NarrativeContent_10"
"832","3.1","Primary Objectives","c4acfaa2-95c7-4c6c-b5a5-f530fe3bc381","SECTION 3.1","<div><usdm:section name=""M11-objective-endpoints""></div>","NarrativeContent_11"
"833","4","TRIAL DESIGN","3157b3de-5b00-4913-97cf-519962e3e788","SECTION 4","<div></div>","NarrativeContent_12"
"834","4.1","Description of Trial Design","ce2d7eef-9a15-4c5d-bf7c-a90e5fe531b7","SECTION 4.1","<div></div>","NarrativeContent_13"
"835","4.1.1","Participant Input into Design","d5b7d406-f52f-4773-9fe8-1fe22dcc4fac","SECTION 4.1.1","<div></div>","NarrativeContent_14"
"836","4.2","Rationale for Trial Design","1af2757b-e2f6-4d21-9392-7f9f5ded478e","SECTION 4.2","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>","NarrativeContent_15"
"837","4.2.1","Rationale for Comparator","9d95b471-1273-44f4-b3d4-66b9ec8443f7","SECTION 4.2.1","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","NarrativeContent_16"
"838","4.2.2","Rationale for Adaptive or Novel Trial Design","58717e0b-8d84-46cc-a7ec-5d532620582d","SECTION 4.2.2","<div></div>","NarrativeContent_17"
"839","4.2.3","Other Trial Design Considerations","452f3bc1-5d7e-444c-bad8-0f459bd8f781","SECTION 4.2.3","<div></div>","NarrativeContent_18"
"840","4.3","Access to Trial Intervention After End of Trial","dfb4e7b3-4b63-4ac4-b325-e1f589b87173","SECTION 4.3","<div></div>","NarrativeContent_19"
"841","4.4","Start of Trial and End of Trial","ab6f0705-cd3a-4ad3-ae92-d826676ef3c7","SECTION 4.4","<div></div>","NarrativeContent_20"
"842","5","TRIAL POPULATION","91d954e8-43d9-4772-80c5-66a2e60d5b98","SECTION 5","<div></div>","NarrativeContent_21"
"843","5.1","Selection of Trial Population","b879b0d8-4502-4238-85fd-05e98cba7035","SECTION 5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","NarrativeContent_22"
"844","5.2","Rationale for Trial Population","f58c999e-041a-4f04-91ad-a64a0d99354f","SECTION 5.2","<div></div>","NarrativeContent_23"
"845","5.3","Inclusion Criteria","55d090ae-3fe7-4d71-b69f-628c9d7b0b17","SECTION 5.3","<div><usdm:section name=""M11-inclusion""></div>","NarrativeContent_24"
"846","5.4","Exclusion Criteria","b1590276-0ca8-428c-a8fc-5111ddaed7e6","SECTION 5.4","<div><usdm:section name=""M11-exclusion""></div>","NarrativeContent_25"
"847","5.5","Lifestyle Considerations","2323fd30-8482-48f2-8cb6-00d625b64e03","SECTION 5.5","<div></div>","NarrativeContent_26"
"848","5.5.1","Meals and Dietary Restrictions","7356fcc1-2d97-4e29-b079-478678d3a2c4","SECTION 5.5.1","<div></div>","NarrativeContent_27"
"849","5.5.2","Caffeine, Alcohol, Tobacco, and Other Habits","0d5fd6f6-01bb-4756-bbfb-64e814671f80","SECTION 5.5.2","<div><p>Not applicable</p></div>","NarrativeContent_28"
"850","5.5.3","Physical Activity","7f147884-b3eb-4578-aa54-b12e84d1b12c","SECTION 5.5.3","<div></div>","NarrativeContent_29"
"851","5.5.4","Other Activity","86a1f5e0-a202-4c85-bfe7-1f6304a533d3","SECTION 5.5.4","<div></div>","NarrativeContent_30"
"852","5.6","Screen Failures","77dbbe4f-b80e-40de-bdaf-580d509bf327","SECTION 5.6","<div></div>","NarrativeContent_31"
"853","6","TRIAL INTERVENTION AND CONCOMITANT THERAPY","524c48d8-5288-45e4-9daf-4abd432534f8","SECTION 6","<div></div>","NarrativeContent_32"
"854","6.1","Description of Trial Intervention","6b0f244c-c883-4af9-a0a4-935c4a6a5e73","SECTION 6.1","<div></div>","NarrativeContent_33"
"855","6.2","Rationale for Trial Intervention","4bfc712f-6c58-43a2-be18-92472a2db12f","SECTION 6.2","<div></div>","NarrativeContent_34"
"856","6.3","Dosing and Administration","2527afc7-f429-4d19-9ce7-735cc147c4f8","SECTION 6.3","<div></div>","NarrativeContent_35"
"857","6.3.1","Trial Intervention Dose Modification","77350481-6d60-4aec-9981-4c1b42299a6f","SECTION 6.3.1","<div></div>","NarrativeContent_36"
"858","6.4","Treatment of Overdose","5aa1c557-a72f-4148-8ef2-9ab9d76de672","SECTION 6.4","<div></div>","NarrativeContent_37"
"859","6.5","Preparation, Handling, Storage and Accountability","171bffa0-2a86-49a6-8b6d-b907ea239348","SECTION 6.5","<div></div>","NarrativeContent_38"
"860","6.5.1","Preparation of Trial Intervention","be2b7a2d-c747-43df-b04f-fa0ec23b0cb7","SECTION 6.5.1","<div></div>","NarrativeContent_39"
"861","6.5.2","Handling and Storage of Trial Intervention","8ec493ae-a182-4db9-a142-11eabac7ac96","SECTION 6.5.2","<div></div>","NarrativeContent_40"
"862","6.5.3","Accountability of Trial Intervention","e234785d-557f-4ad4-8707-8cbbb1a66abc","SECTION 6.5.3","<div></div>","NarrativeContent_41"
"863","6.6","Participant Assignment, Randomisation and Blinding","24b03387-4023-4521-a22c-ba4db91dad28","SECTION 6.6","<div></div>","NarrativeContent_42"
"864","6.6.1","Participant Assignment","e6e3f717-129e-422e-8069-15009a55c33a","SECTION 6.6.1","<div></div>","NarrativeContent_43"
"865","6.6.2","Randomisation","92795813-7c33-4b78-97d1-2e4180ff17c7","SECTION 6.6.2","<div></div>","NarrativeContent_44"
"866","6.6.3","Blinding and Unblinding","9e1c7940-c72b-4d54-b7b1-f329479e3d2c","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent_45"
"867","6.7","Trial Intervention Compliance","86d00f06-bb24-4d35-8b84-e77286ddbf9f","SECTION 6.7","<div></div>","NarrativeContent_46"
"868","6.8","Concomitant Therapy","62c0ef1f-2dc8-4864-937d-ae928288e3c0","SECTION 6.8","<div></div>","NarrativeContent_47"
"869","6.8.1","Prohibited Concomitant Therapy","22ea2af7-ba66-4afa-8942-8bde3f6aa5b2","SECTION 6.8.1","<div></div>","NarrativeContent_48"
"870","6.8.2","Permitted Concomitant Therapy","63ef40af-9d50-4c99-8d89-a8297e21e95f","SECTION 6.8.2","<div></div>","NarrativeContent_49"
"871","6.8.3","Rescue Therapy","b5af0337-31f9-42b6-840c-fb3ee129bc47","SECTION 6.8.3","<div></div>","NarrativeContent_50"
"872","6.8.4","Other Therapy","274cb7a5-c748-4247-967f-873d9ad81dd6","SECTION 6.8.4","<div></div>","NarrativeContent_51"
"873","7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","5d584d79-2ccc-4c74-8c8a-0bd227b03ef6","SECTION 7","<div></div>","NarrativeContent_52"
"874","7.1","Discontinuation of Trial Intervention","40239db9-c577-4c8b-b5c3-3c55a46921cf","SECTION 7.1","<div></div>","NarrativeContent_53"
"875","7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","25c0e7e9-c330-4060-b478-15fa8c41b508","SECTION 7.1.1","<div></div>","NarrativeContent_54"
"876","7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","ac2bcb2b-6b53-4240-945e-caf8cb33af50","SECTION 7.1.2","<div></div>","NarrativeContent_55"
"877","7.1.3","Rechallenge","d3ca773c-f737-44bb-841a-b82f550b319d","SECTION 7.1.3","<div></div>","NarrativeContent_56"
"878","7.2","Participant Withdrawal from the Trial","527bbfb0-52f7-476d-9ece-c179e11054b7","SECTION 7.2","<div></div>","NarrativeContent_57"
"879","7.3","Lost to Follow-Up","ae866383-a16f-49db-8a9a-a49455de288e","SECTION 7.3","<div></div>","NarrativeContent_58"
"880","7.4","Trial Stopping Rules","7865a22b-21ae-4ce1-9441-9fb2f3012b38","SECTION 7.4","<div></div>","NarrativeContent_59"
"881","8","TRIAL ASSESSMENTS AND PROCEDURES","9884e983-17d3-46da-928d-0f481f139356","SECTION 8","<div></div>","NarrativeContent_60"
"882","8.1","Screening/Baseline Assessments and Procedures","fb8ac386-cd3f-4319-ad8b-02bc7bbe6a50","SECTION 8.1","<div></div>","NarrativeContent_61"
"883","8.2","Efficacy Assessments and Procedures","057d3419-8176-4e7b-9be9-e9e8ba306b46","SECTION 8.2","<div></div>","NarrativeContent_62"
"884","8.3","Safety Assessments and Procedures","baf649d3-f306-4603-acaa-1c3387c4110e","SECTION 8.3","<div></div>","NarrativeContent_63"
"885","8.3.1","Physical Examination","43a981d9-10c0-4c25-a6f0-3aa0fa525020","SECTION 8.3.1","<div></div>","NarrativeContent_64"
"886","8.3.2","Vital Signs","b8894bae-85bf-4fbe-bf72-f2b3a042704b","SECTION 8.3.2","<div></div>","NarrativeContent_65"
"887","8.3.3","Electrocardiograms","cf5eab62-2ffa-465c-a945-b54630a7afa6","SECTION 8.3.3","<div></div>","NarrativeContent_66"
"888","8.3.4","Clinical Laboratory Assessments","02cc8e3b-9f78-4802-a895-2c8249f494ac","SECTION 8.3.4","<div></div>","NarrativeContent_67"
"889","8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","2a2587d1-7bc4-4407-bf63-5574ddfd06fc","SECTION 8.3.5","<div></div>","NarrativeContent_68"
"890","8.4","Adverse Events and Serious Adverse Events","7818b3a9-8e77-4c82-8410-e9e5816fcced","SECTION 8.4","<div></div>","NarrativeContent_69"
"891","8.4.1","Definitions of AE and SAE","9820ce19-cf4e-4c63-b170-6fd6c114f40e","SECTION 8.4.1","<div></div>","NarrativeContent_70"
"892","8.4.2","Time Period and Frequency for Collecting AE and SAE Information","97f0523c-f3db-422d-ae53-901be865367e","SECTION 8.4.2","<div></div>","NarrativeContent_71"
"893","8.4.3","Identifying AEs and SAEs","cd02efd4-019c-46ab-ac4b-abec3c1c9ae1","SECTION 8.4.3","<div></div>","NarrativeContent_72"
"894","8.4.4","Recording of AEs and SAEs","e10f66a2-5b62-457d-b334-51121d4c037c","SECTION 8.4.4","<div></div>","NarrativeContent_73"
"895","8.4.5","Follow-up of AEs and SAEs","b200f4bd-42e7-4597-8a27-51da18e72bdd","SECTION 8.4.5","<div></div>","NarrativeContent_74"
"896","8.4.6","Reporting of SAEs","dd951317-7037-41ab-a4d3-dc6ed86759fa","SECTION 8.4.6","<div></div>","NarrativeContent_75"
"897","8.4.7","Regulatory Reporting Requirements for SAEs","def26cd0-71e7-4d0b-8d66-fad78260efd3","SECTION 8.4.7","<div></div>","NarrativeContent_76"
"898","8.4.8","Serious and Unexpected Adverse Reaction Reporting","2ffb0420-dba7-49cb-b4e7-35b9028eabad","SECTION 8.4.8","<div></div>","NarrativeContent_77"
"899","8.4.9","Adverse Events of Special Interest","50e13ba8-8c7e-4409-a310-6ac01e416d35","SECTION 8.4.9","<div></div>","NarrativeContent_78"
"900","8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","4f1c674b-429f-47ff-bdf8-94788b521b00","SECTION 8.4.10","<div></div>","NarrativeContent_79"
"901","8.5","Pregnancy and Postpartum Information","120109d5-bf36-4dcb-9b4a-41d5d7641700","SECTION 8.5","<div></div>","NarrativeContent_80"
"902","8.5.1","Participants Who Become Pregnant During the Trial","f50e0c75-cf1d-47e7-8f51-5cc40ec3b6fc","SECTION 8.5.1","<div></div>","NarrativeContent_81"
"903","8.5.2","Participants Whose Partners Become Pregnant","a2738bbb-ec7b-4282-841c-accd23eff900","SECTION 8.5.2","<div></div>","NarrativeContent_82"
"904","8.6","Medical Device Product Complaints for Drug/Device Combination Products","2632e44a-f65a-4e59-bfa0-e2916bee4184","SECTION 8.6","<div></div>","NarrativeContent_83"
"905","8.6.1","Definition of Medical Device Product Complaints","8eb59463-47e8-4a8c-8010-df2ab8babcf5","SECTION 8.6.1","<div></div>","NarrativeContent_84"
"906","8.6.2","Recording of Medical Device Product Complaints","e0c42b5e-fa63-4d66-b0a9-6489ed873c11","SECTION 8.6.2","<div></div>","NarrativeContent_85"
"907","8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","847d4619-6ade-4729-8ea4-ab9ba9a0f6ea","SECTION 8.6.3","<div></div>","NarrativeContent_86"
"908","8.6.4","Follow-Up of Medical Device Product Complaints","466323bf-d598-4be7-bdd3-a6c22f4b3d58","SECTION 8.6.4","<div></div>","NarrativeContent_87"
"909","8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","cd8517aa-bbd4-49f1-b55b-9b5f5987b271","SECTION 8.6.5","<div></div>","NarrativeContent_88"
