"uuid:ID","instanceType","id","synonyms","name","label","reference"
"1069a395-6e1a-49fb-be87-c0fc2792c2b7","BiomedicalConcept","BiomedicalConcept_20","['Temperature']","Body Temperature","Body Temperature","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C174446"
"3e219066-2e7f-4d21-9665-bec27981c443","BiomedicalConcept","BiomedicalConcept_21","['Weight']","Body Weight","Body Weight","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C81328"
"5ab2af48-958b-4ba7-a6a7-074c0cadd202","BiomedicalConcept","BiomedicalConcept_22","['Height']","Body Height","Body Height","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C164634"
"2b4cc2cd-8ab3-4d08-8360-34961addbbb0","BiomedicalConcept","BiomedicalConcept_23","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433"
"7f656412-bcd9-42cd-b4ce-b0744bc36f1b","BiomedicalConcept","BiomedicalConcept_24","['Albumin']","Albumin Measurement","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431"
"357ee414-039b-4286-967a-a4dab9cb76c2","BiomedicalConcept","BiomedicalConcept_25","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432"
"900d0dc0-44c5-44ca-932f-5282c334eb01","BiomedicalConcept","BiomedicalConcept_26","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467"
"dd179437-ca45-4e3b-bba0-ff7215a92864","BiomedicalConcept","BiomedicalConcept_27","['Creatinine']","Creatinine Measurement","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547"
"91c1e768-f811-4200-a25f-8c06d726bdc8","BiomedicalConcept","BiomedicalConcept_28","['Potassium', 'K']","Potassium Measurement","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853"
"ed61935e-cd69-488e-89c9-a5768cb240cf","BiomedicalConcept","BiomedicalConcept_29","['Sodium', 'NA']","Sodium Measurement","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809"
"75dcfd13-d123-4689-aa90-871fea3718fa","BiomedicalConcept","BiomedicalConcept_1","","Adverse Event","Adverse Event","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C41331"
"d070da7e-2f97-47d4-bd2a-5b2edb4d896b","BiomedicalConcept","BiomedicalConcept_2","['SYSBP']","Systolic Blood Pressure","Systolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298"
"b8fe2bdf-5242-4789-b4f7-3cf08924e1d1","BiomedicalConcept","BiomedicalConcept_3","['DIABP']","Diastolic Blood Pressure","Diastolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299"
"7a225982-c720-49e8-bf34-4eb7ef27ec67","BiomedicalConcept","BiomedicalConcept_4","['Temperature']","Body Temperature","Body Temperature","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C174446"
"8383eafe-18d3-4896-8ce3-00078eca2881","BiomedicalConcept","BiomedicalConcept_5","['Weight']","Body Weight","Body Weight","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C81328"
"1c6b5f05-8bcc-405c-bad8-51fdca499800","BiomedicalConcept","BiomedicalConcept_6","['Height']","Body Height","Body Height","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C164634"
"4bcb782e-dd3e-4ae6-ab60-e1bfbac4da69","BiomedicalConcept","BiomedicalConcept_7","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433"
"8a600c74-a4e7-4503-8ae9-6174c349daca","BiomedicalConcept","BiomedicalConcept_8","['Albumin']","Albumin Measurement","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431"
"7001124a-c2db-4838-b3a4-ab4218cb7663","BiomedicalConcept","BiomedicalConcept_9","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432"
"275b1f27-ca0e-4664-ac6a-fa97fb3ffc2d","BiomedicalConcept","BiomedicalConcept_10","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467"
"58790983-414a-498f-b9e2-5257fea29c44","BiomedicalConcept","BiomedicalConcept_11","['Creatinine']","Creatinine Measurement","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547"
"490f5d6f-aebb-42b8-83f7-ea785098b009","BiomedicalConcept","BiomedicalConcept_12","['Potassium', 'K']","Potassium Measurement","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853"
"a1464f39-d94a-48d1-9ab3-2f15b117ecdb","BiomedicalConcept","BiomedicalConcept_13","['Sodium', 'NA']","Sodium Measurement","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809"
"6845bc26-af02-4824-b547-2ec7bf30e9aa","BiomedicalConcept","BiomedicalConcept_14","['SYSBP']","Systolic Blood Pressure","Systolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298"
"24484e6c-be6e-4b2a-b8eb-987d649f2825","BiomedicalConcept","BiomedicalConcept_15","['DIABP']","Diastolic Blood Pressure","Diastolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299"
"1d326116-09f7-439a-9383-025d677ab8d4","BiomedicalConcept","BiomedicalConcept_16","","Heart Rate","Heart Rate","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677"
"b4c9d457-cf1a-40d8-bdba-73edd8f648c9","BiomedicalConcept","BiomedicalConcept_17","['SYSBP']","Systolic Blood Pressure","Systolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298"
"43b382dc-5482-4d45-b90e-9fc351090c17","BiomedicalConcept","BiomedicalConcept_18","['DIABP']","Diastolic Blood Pressure","Diastolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299"
"eb07fa26-6943-4c19-b1ba-cb1331d6982e","BiomedicalConcept","BiomedicalConcept_19","","Heart Rate","Heart Rate","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677"
