"id","name","label","uuid:ID","reference","instanceType","synonyms"
"BiomedicalConcept_20","Informed Consent Obtained","Informed Consent Obtained","ac39ba62-4794-4e2e-9a00-f64f1f11f818","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/CONSENT","BiomedicalConcept","['Informed Consent Obtained', 'Informed Consent']"
"BiomedicalConcept_21","Sex","Sex","1504b77a-7e37-4c5b-89d2-22ab75d93c75","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","BiomedicalConcept",""
"BiomedicalConcept_22","Race","Race","177549a2-1b14-4cb6-ac7b-c5a1dec67c26","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","BiomedicalConcept","['Racial Group']"
"BiomedicalConcept_23","Temperature","Temperature","84afbf9e-b889-4730-b639-8a063ac4fe14","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept","['Temperature', 'Body Temperature']"
"BiomedicalConcept_24","Weight","Weight","d0200692-1062-4cd5-99ae-367e8aede254","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept","['Weight', 'Body Weight']"
"BiomedicalConcept_25","Height","Height","cc087675-d7fd-4023-b2e1-88fd9e803a86","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept","['Height', 'Body Height']"
"BiomedicalConcept_26","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","372bfc41-f47e-4a08-8150-954a83a7f1a5","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']"
"BiomedicalConcept_27","Albumin Presence in Urine","Albumin Presence in Urine","9bb272e3-219f-4e03-8eb5-d02efd84fdb2","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept","['Albumin', 'Albumin Measurement']"
"BiomedicalConcept_28","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","46b487a4-7444-4e4b-a0d0-f928fcc0af79","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']"
"BiomedicalConcept_29","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","86f8e34d-1340-4459-bf89-94dc4ce2972f","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']"
"BiomedicalConcept_30","Creatinine Concentration in Urine","Creatinine Concentration in Urine","f8fb54ea-a44b-4290-b8bd-e9c8541211a0","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept","['Creatinine', 'Creatinine Measurement']"
"BiomedicalConcept_31","Potassium Concentration in Urine","Potassium Concentration in Urine","0599a61f-9814-41f2-b50b-e1ac9b65ba40","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']"
"BiomedicalConcept_32","Sodium Concentration in Urine","Sodium Concentration in Urine","1c5a3567-06b8-47f2-abff-5b192afb6c7b","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']"
"BiomedicalConcept_33","Hemoglobin A1C Concentration in Blood","Hemoglobin A1C Concentration in Blood","e6591ac4-6d55-4a93-8d89-be8dbfd722b6","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","BiomedicalConcept","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']"
"BiomedicalConcept_1","Adverse Event Prespecified","Adverse Event Prespecified","b664c625-20d5-4756-9c5c-4d608a8ebcfc","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","BiomedicalConcept","['Adverse Event', 'Solicited Adverse Event']"
"BiomedicalConcept_2","Systolic Blood Pressure","Systolic Blood Pressure","9afa3dae-527c-4cac-bbe1-e38c9edceef9","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']"
"BiomedicalConcept_3","Diastolic Blood Pressure","Diastolic Blood Pressure","f8a0c007-fa58-467d-8fb3-afc294f888f4","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']"
"BiomedicalConcept_4","Temperature","Temperature","bd611b69-bef2-438b-9fa8-0e818b2b7616","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept","['Temperature', 'Body Temperature']"
"BiomedicalConcept_5","Weight","Weight","c8977ae2-274a-463c-8d07-202dc672b22d","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept","['Weight', 'Body Weight']"
"BiomedicalConcept_6","Height","Height","c9cb159e-b424-4afb-b18c-9dbdf041bd8f","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept","['Height', 'Body Height']"
"BiomedicalConcept_7","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","c208a28d-0acf-4fc6-9e1b-f5e6bc1452be","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']"
"BiomedicalConcept_8","Albumin Presence in Urine","Albumin Presence in Urine","b492a74b-30e5-4677-8771-74b9670353fd","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept","['Albumin', 'Albumin Measurement']"
"BiomedicalConcept_9","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","7daabfa4-d9af-4757-baf7-4eca9be88b1c","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']"
"BiomedicalConcept_10","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","bfb3c1ab-fc2d-4df8-83a3-bd6e8d76e4b7","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']"
"BiomedicalConcept_11","Creatinine Concentration in Urine","Creatinine Concentration in Urine","45a69745-5f29-4ef2-b971-635e53e1f718","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept","['Creatinine', 'Creatinine Measurement']"
"BiomedicalConcept_12","Potassium Concentration in Urine","Potassium Concentration in Urine","0a29d167-b526-4697-a0c0-79fc2ab455e0","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']"
"BiomedicalConcept_13","Sodium Concentration in Urine","Sodium Concentration in Urine","4be7100f-2f32-466c-9bb1-aa1a06ffa079","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']"
"BiomedicalConcept_14","Systolic Blood Pressure","Systolic Blood Pressure","db502d89-7e0b-47df-8b3d-ad1b7259250d","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']"
"BiomedicalConcept_15","Diastolic Blood Pressure","Diastolic Blood Pressure","9663436a-284f-4a4e-af7b-1564917d2321","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']"
"BiomedicalConcept_16","Heart Rate","Heart Rate","36207008-3eaa-4395-b58f-f8c03a8d6c16","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept","['Heart Rate']"
"BiomedicalConcept_17","Systolic Blood Pressure","Systolic Blood Pressure","eb55902b-bd0a-4a7f-87b4-32fa80d41edc","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']"
"BiomedicalConcept_18","Diastolic Blood Pressure","Diastolic Blood Pressure","40c694c7-0012-409e-990f-95bbc35602df","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']"
"BiomedicalConcept_19","Heart Rate","Heart Rate","580f3620-0d30-4a97-b795-b9be598095d5","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept","['Heart Rate']"
