"bcReference","label","bcSynonyms","uuid:ID","id","name"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","Body Temperature","['Temperature']","1b682046-395c-4f1c-b8bf-30914dc8541f","BiomedicalConcept_18","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","Body Weight","['Weight']","2a02108c-1461-4d25-9261-aad7e79c90a2","BiomedicalConcept_19","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","Body Height","['Height']","87331975-e520-4a9e-8444-b3db963c0b34","BiomedicalConcept_20","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","002e9714-4be8-4970-946c-896b3c2abac3","BiomedicalConcept_21","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","['Albumin']","596a086b-d694-4db9-92e6-e026a7b5b39e","BiomedicalConcept_22","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","e2e7cf2c-42d9-4faf-861e-3776d3953cbe","BiomedicalConcept_23","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","['AST', 'SGOT']","eb04336c-7073-4cf9-9f25-faecc309035a","BiomedicalConcept_24","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","['Creatinine']","fffd4356-6d04-4b4b-a4d8-c1883885377b","BiomedicalConcept_25","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement","['Potassium', 'K']","c17d8642-0a7f-4682-ae8c-61ca4d84653c","BiomedicalConcept_26","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","['Sodium', 'NA']","ff2fe1f8-3cd2-4944-b6c8-ec6f9c1c283f","BiomedicalConcept_27","Sodium Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","Adverse Event","['Adverse Event Reported Term', 'AETERM']","9622f570-b67c-4c09-b012-33c4bbd2aa42","BiomedicalConcept_1","Adverse Event"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","Systolic Blood Pressure","['SYSBP']","ff92ff22-23b6-42f8-a197-ad659ccb99ce","BiomedicalConcept_2","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","Diastolic Blood Pressure","['DIABP']","518b153f-f4f4-4d11-9cae-f358ea83aef3","BiomedicalConcept_3","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","Body Temperature","['Temperature']","d86c5671-c6b0-4b0f-8238-b4614cfc0eed","BiomedicalConcept_4","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","Body Weight","['Weight']","c2767eed-efaf-4fed-99ba-7e3bac055741","BiomedicalConcept_5","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","Body Height","['Height']","db58dd0e-d11d-485a-9961-66294015fea0","BiomedicalConcept_6","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","ecd88645-bbd1-41af-94f4-402ac857e1e0","BiomedicalConcept_7","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","['Albumin']","4a80e5a4-e1f0-4792-be05-d44e044a4484","BiomedicalConcept_8","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","633c5442-ef14-4d2e-b6e3-f6df2d2a4b04","BiomedicalConcept_9","Alkaline Phosphatase Measurement"
