"label","uuid:ID","description","name","id","text"
"","5d789dfc-d871-4de5-9fba-4fbde8f7bc46","","ENCOUNTER_START_RULE_1","TransitionRule_1","Subject identifier"
"","afbb07c1-04e5-47ed-8025-da2ac94d5d7e","","ENCOUNTER_START_RULE_1","TransitionRule_2","completion of screening activities"
"","3a287985-61f1-4ca8-b8b3-32c7ae007298","","ENCOUNTER_START_RULE_2","TransitionRule_3","subject leaves clinic after connection of ambulatory ECG machine"
"","8c0e1a2f-abe5-44ca-b5ec-71f7da1773f1","","ENCOUNTER_START_RULE_3","TransitionRule_4","subject has connection of ambulatory ECG machine removed"
"","27481959-e301-4f7a-975a-2eeddfa2fb0b","","ENCOUNTER_START_RULE_3","TransitionRule_5","Radomized"
"","0ca13d80-9893-41dc-896e-64e38097cca0","","ENCOUNTER_START_RULE_12","TransitionRule_6","End of treatment"
"","1fbae182-5502-4e4c-b61e-47b03bc95ad0","","ELEMENT_START_RULE_1","TransitionRule_7","Informed consent"
"","fe0fc0d1-66b2-46cc-bc89-18b7354ff40b","","ELEMENT_END_RULE_1","TransitionRule_8","Completion of all screening activities and no more than 2 weeks from informed consent"
"","84335a0a-f77a-4abc-86f0-6032dbe60619","","ELEMENT_START_RULE_2","TransitionRule_9","Administration of first dose"
"","7352886c-e493-47ae-aa65-0b351eb7da29","","ELEMENT_START_RULE_7","TransitionRule_14","End of last scheduled visit on study (including early termination)"
"","a9a34851-89e8-495d-ac5f-f591631c1197","","ELEMENT_END_RULE_7","TransitionRule_15","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"","aa81641e-42d1-47a6-b31d-4a71edca32d6","","ELEMENT_START_RULE_3","TransitionRule_10","Administration of first dose"
"","e0c78fce-2270-43d8-84a2-3f20c6466ff7","","ELEMENT_START_RULE_4","TransitionRule_11","Randomized"
"","c616fcc2-63d7-4a6a-902f-e0d950297de6","","ELEMENT_START_RULE_5","TransitionRule_12","Administration of first dose (from patches supplied at Visit 4)"
"","241c060f-1d85-47c6-93b7-4db87d61b5ad","","ELEMENT_START_RULE_6","TransitionRule_13","Administration of first dose (from patches supplied at Visit 12)"
