"uuid:ID","id","codeSystemVersion","codeSystem","code","decode"
"6b5c3868-72bb-4368-bdb8-3e2b8a562faa","Code_1","2023-09-29","http://www.cdisc.org","C98388","Interventional Study"
"9c1ccd46-82f6-4aad-9c94-cd430d47045b","Code_2","2023-09-29","http://www.cdisc.org","C15601","Phase II Trial"
"164fb0a4-b935-4ed7-ba90-e96ebd82072c","Code_5","2023-09-29","http://www.cdisc.org","C132352","Sponsor Approval Date"
"5056cbac-2a07-4a12-93ed-47c33c53319a","Code_6","2023-09-29","http://www.cdisc.org","C68846","Global"
"b47504c7-1283-4e7e-98aa-bf6a85c06757","Code_65","2023-09-29","http://www.cdisc.org","C99904x3","IRB/IEC Feedback"
"0394e199-45fb-4063-8993-832dfdb331a9","Code_66","2023-09-29","http://www.cdisc.org","C17649","Other"
"b1a8d019-5212-4e88-be39-c300a71bff0b","Code_68","2023-09-29","http://www.cdisc.org","C41129","Region"
"6e7ee2b4-21fd-4c56-8c75-cc614af493ea","Code_67","2020-08","ISO 3166 1 alpha3","150","Europe"
"c4fc6be2-004c-49ab-87c3-a4d7a81e4ea2","Code_3","12","SPONSOR","PHARMA","Eli Lilly"
"04b29002-c59b-41a8-9d9b-385fd40b45b8","Code_69","2023-09-29","http://www.cdisc.org","C70793","Clinical Study Sponsor"
"a8c58dec-a9c3-4dbb-a5f7-080312c8e9b4","Code_70","2020-08","ISO 3166 1 alpha3","USA","United States of America"
"c8efde36-477a-4cd8-b945-7f293c54b3bc","Code_71","2023-09-29","http://www.cdisc.org","C93453","Study Registry"
"daa56c92-93f7-4bfe-9cfa-d1d947a8e1b6","Code_129","2023-09-29","http://www.cdisc.org","C49656","Treatment Study"
"7a108806-5ebf-4855-8a00-396285433d8b","Code_130","2023-09-29","http://www.cdisc.org","C49666","Efficacy Study"
"31a0748c-03de-416d-b0ba-2dd502638938","Code_131","2023-09-29","http://www.cdisc.org","C49667","Safety Study"
"c4245a33-6285-4e80-9a18-9b4837282481","Code_132","2023-09-29","http://www.cdisc.org","C49663","Pharmacokinetic Study"
"aa74eb0f-03d7-4ca3-a177-be1f45265396","Code_126","12","SPONSOR","MILD_MOD_ALZ","Mild to Moderate Alzheimer\'s Disease"
"b4f70484-12ef-465e-983d-a58352b0cf8e","Code_127","January 31, 2018","SNOMED","26929004","Alzheimer\'s disease"
"82788c01-9212-4305-97d7-80b82f9351ee","Code_133","2023-09-29","http://www.cdisc.org","C82639","Parallel Study"
"a3286c75-4590-4016-8ea3-78ee4bef5e2a","Code_75","2023-09-29","http://www.cdisc.org","C25716","Visit"
"c7286595-d18d-4831-9989-1b2e37dd5feb","Code_76","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"575d7ba3-6555-43e5-9ba5-ab42dcf6d236","Code_77","2023-09-29","http://www.cdisc.org","C175574","In Person"
"d96f73a3-c960-4d48-a1c8-20d0581bfbbb","Code_78","2023-09-29","http://www.cdisc.org","C25716","Visit"
"9ec92cf0-e832-449a-a7ff-6a3e7db4b8af","Code_79","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"e65bec13-ec46-496d-83a3-0ecbeb5ed918","Code_80","2023-09-29","http://www.cdisc.org","C175574","In Person"
"3defe3a0-2f4a-4594-9968-ca1b0fd903c7","Code_81","2023-09-29","http://www.cdisc.org","C25716","Visit"
"fbb98597-d1f1-4f51-97f0-39134a48ca27","Code_82","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"f737d776-c197-433a-aad7-f514c0aab85d","Code_83","2023-09-29","http://www.cdisc.org","C175574","In Person"
"03f88c27-ef64-45d0-b9e5-68f15c9a0b07","Code_84","2023-09-29","http://www.cdisc.org","C25716","Visit"
"316a6e28-8a5b-4a3d-9dd8-ef8196083ad4","Code_85","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"5b07afb4-42c1-4259-be90-13aa5fdb3a89","Code_86","2023-09-29","http://www.cdisc.org","C175574","In Person"
"84204c3b-447a-4227-8b3e-fc4d6575e0d0","Code_87","2023-09-29","http://www.cdisc.org","C25716","Visit"
"97c4931a-40b6-4809-b788-ca79a9cd7dc8","Code_88","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"ee9dd9c1-b85d-485c-8f4f-3e1ec829c72d","Code_89","2023-09-29","http://www.cdisc.org","C175574","In Person"
"449a0959-c491-4ad3-922a-e758cdc0f202","Code_90","2023-09-29","http://www.cdisc.org","C25716","Visit"
"0eb95b74-bf87-47b9-8375-38368dffc4a8","Code_91","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"a301fa5f-6b9f-4860-a648-28487953e250","Code_92","2023-09-29","http://www.cdisc.org","C175574","In Person"
"c51f0e98-142b-45f0-9f39-08be8cc1b459","Code_93","2023-09-29","http://www.cdisc.org","C25716","Visit"
"7e062968-caeb-4c0e-98bc-f9b58a61e941","Code_94","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"1cd8ebdb-9dfb-4975-8100-1c56e88d011b","Code_95","2023-09-29","http://www.cdisc.org","C175574","In Person"
"0bd647ff-b7ed-42e2-ae48-05c9709ec397","Code_96","2023-09-29","http://www.cdisc.org","C171537","Telephone Call"
"d4e03dfa-502d-4cd8-ad36-1f45d05b0d04","Code_97","2023-09-29","http://www.cdisc.org","C25716","Visit"
"18add16a-d221-4c0f-aaaa-e9c322820b0d","Code_98","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"cdc9cb56-9a32-435e-8794-3370e480249e","Code_99","2023-09-29","http://www.cdisc.org","C175574","In Person"
"39d2d348-c400-4d65-8473-5667ed444a5e","Code_100","2023-09-29","http://www.cdisc.org","C171537","Telephone Call"
"2b39b2ad-6bd6-4a7a-94d9-2044af9be987","Code_101","2023-09-29","http://www.cdisc.org","C25716","Visit"
"50ec0dd4-f663-4965-93dd-d679bece67ec","Code_102","2023-09-29","http://www.cdisc.org","C51282","Clinic"
"5aee8a9e-a162-4302-859a-323f4f8f205e","Code_103","2023-09-29","http://www.cdisc.org","C175574","In Person"
"00eb9953-d789-4793-b53f-241abe3abdfc","Code_104","2023-09-29","http://www.cdisc.org","C171537","Telephone Call"
"13e4ef32-04b9-4a1e-ad5d-a4702fc8cbaa","Code_105","2023-09-29","http://www.cdisc.org","C25716","Visit"
"df243903-9520-42af-acc8-e3a780695622","Code_106","2023-09-29","http://www.cdisc.org","C51282","Clinic"
