"uuid:ID","synonyms","name","instanceType","label","reference","id"
"7e9824af-0c6b-4c56-8472-002d94469a64","['Temperature']","Body Temperature","BiomedicalConcept","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","BiomedicalConcept_20"
"065acf2e-a380-4e0e-b71c-94345a806318","['Weight']","Body Weight","BiomedicalConcept","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","BiomedicalConcept_21"
"0212dc18-4242-4ae4-abfe-a6e95c60ccc6","['Height']","Body Height","BiomedicalConcept","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","BiomedicalConcept_22"
"1d6ea812-d6ff-4689-a799-ec7e27c4ee9f","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","BiomedicalConcept_23"
"66dc5fae-f2a2-4831-b03f-ad9ed066a07f","['Albumin']","Albumin Measurement","BiomedicalConcept","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","BiomedicalConcept_24"
"848fc0fd-7d44-4a8a-bf92-c70b354a9e16","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","BiomedicalConcept_25"
"dbdd4419-d4b0-456d-a6be-baa0ca23537f","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","BiomedicalConcept_26"
"f4dd6ee0-1c87-474b-bb31-f7bb8fce5d76","['Creatinine']","Creatinine Measurement","BiomedicalConcept","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","BiomedicalConcept_27"
"04bfb613-190f-4f24-8ea3-47a3c8b82f54","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","BiomedicalConcept_28"
"ac7c5d7f-f929-41ba-8943-253aebaa0dca","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","BiomedicalConcept_29"
"7c70d675-2387-420f-88e3-5c61255258f5","['Adverse Event Reported Term', 'AETERM']","Adverse Event","BiomedicalConcept","Adverse Event","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","BiomedicalConcept_1"
"9b251648-2c8e-454b-80cc-d3bcb80ef508","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept_2"
"4de7dca6-e5cf-485f-a5e6-c52669466f7f","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept_3"
"10657d4f-fad2-460a-92e9-a2eb74dc466f","['Temperature']","Body Temperature","BiomedicalConcept","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","BiomedicalConcept_4"
"3af6ef5c-1bd8-4903-99c0-4c9851011b8f","['Weight']","Body Weight","BiomedicalConcept","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","BiomedicalConcept_5"
"6b7cac1e-70d2-41c6-a447-62b611e6de4e","['Height']","Body Height","BiomedicalConcept","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","BiomedicalConcept_6"
"ed35aeb2-501f-4a3d-8428-f548d9081de0","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","BiomedicalConcept_7"
"aba90b01-539f-4f7e-8904-9dc01db43b5c","['Albumin']","Albumin Measurement","BiomedicalConcept","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","BiomedicalConcept_8"
"7d986041-bfc7-4ed5-ba54-d553ee325537","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","BiomedicalConcept_9"
"56f146c5-8aae-464d-88dd-34b1ef20f3e9","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","BiomedicalConcept_10"
"ce55ca54-a822-44f0-bfbb-80d85ae5ba8d","['Creatinine']","Creatinine Measurement","BiomedicalConcept","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","BiomedicalConcept_11"
"38790296-07c1-4b88-bcef-ed0b8f3be57b","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","BiomedicalConcept_12"
"d45f492f-dfe4-455b-a19f-87d6350770f9","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","BiomedicalConcept_13"
"0c306971-6368-4540-b50e-35227c774d87","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept_14"
"a8e76c92-4c1c-4769-ba2c-edd9db62a8c5","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept_15"
"87458d27-b43c-4391-9d6f-4abb0fca1f45","","Heart Rate","BiomedicalConcept","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","BiomedicalConcept_16"
"1b9c7333-0ce1-47a6-ad73-dcbd6e29b60c","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept_17"
"ecc84750-da02-485b-9f7c-f46ce4cd6d46","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept_18"
"27ed3dfc-6cc5-46f7-9215-07cfa341e643","","Heart Rate","BiomedicalConcept","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","BiomedicalConcept_19"
