"id","datatype","label","name","isEnabled","uuid:ID","isRequired"
"BiomedicalConceptProperty_86","decimal","Vital Signs Result","Vital Signs Result","True","7781a495-2124-468e-a66d-62a2ba208686","True"
"BiomedicalConceptProperty_87","string","Unit of Temperature","Unit of Temperature","True","3f801d75-1678-40cc-b073-d8ad3069ae5c","True"
"BiomedicalConceptProperty_88","string","Vital Signs Location","Vital Signs Location","True","8b9c85f9-b8f9-4680-bcb2-6c2a57b00014","True"
"BiomedicalConceptProperty_89","decimal","Vital Signs Result","Vital Signs Result","True","8710939c-6037-457d-85ef-704322b2eb04","True"
"BiomedicalConceptProperty_90","string","Unit of Weight","Unit of Weight","True","8506e162-2f95-4679-9b3d-e67fb87848ce","True"
"BiomedicalConceptProperty_91","decimal","Vital Signs Result","Vital Signs Result","True","51af900e-3344-43f7-9b17-ab50513d9117","True"
"BiomedicalConceptProperty_92","string","Unit of Height","Unit of Height","True","ca5f7136-3619-41a8-820f-0de27419f8a2","True"
"BiomedicalConceptProperty_93","decimal","Laboratory Test Result","Laboratory Test Result","True","274938c0-0f73-4adb-ae8b-99fba0aaade8","True"
"BiomedicalConceptProperty_94","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","53e36bcd-ae88-4eae-a394-2d259d945eb6","True"
"BiomedicalConceptProperty_95","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","b194b6ae-6645-49db-b208-9ee75d78265f","True"
"BiomedicalConceptProperty_96","string","Biospecimen Type","Biospecimen Type","True","1c6539e2-1521-47d3-85d1-5fc37fb1e5a3","True"
"BiomedicalConceptProperty_97","string","Laboratory Test Result","Laboratory Test Result","True","a6d42c85-2a09-468d-a917-bba1c775c6b8","True"
"BiomedicalConceptProperty_98","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","78761449-4e0b-4d54-8a8f-01558bb6e427","True"
"BiomedicalConceptProperty_99","string","Unit of Concentration","Unit of Concentration","True","444fa6f2-f12d-4695-b2ea-12aa73470240","True"
"BiomedicalConceptProperty_100","string","Biospecimen Type","Biospecimen Type","True","6349fe0b-93af-481b-a6a5-37dcebf41088","True"
"BiomedicalConceptProperty_101","decimal","Laboratory Test Result","Laboratory Test Result","True","96d94ce9-1cf8-46b8-b506-7e4056dec045","True"
"BiomedicalConceptProperty_102","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","56010802-314f-442d-bbd5-d134f4ba75f1","True"
"BiomedicalConceptProperty_103","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","098061c8-3846-47f8-b959-829277f1f375","True"
"BiomedicalConceptProperty_104","string","Biospecimen Type","Biospecimen Type","True","954a5142-71b0-4011-aa9f-621ed64f0c01","True"
"BiomedicalConceptProperty_105","decimal","Laboratory Test Result","Laboratory Test Result","True","c04090f4-9e1c-422f-ba35-8e27b3fe566c","True"
"BiomedicalConceptProperty_106","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","3623ab25-b333-4a2a-b46e-3b9969a23da6","True"
"BiomedicalConceptProperty_107","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","db8fd281-f52d-4580-ad30-6a572525c560","True"
"BiomedicalConceptProperty_108","string","Biospecimen Type","Biospecimen Type","True","77ecc024-9e24-47bc-8e97-fb068f926347","True"
"BiomedicalConceptProperty_109","string","Laboratory Test Result","Laboratory Test Result","True","4f1420a7-0a05-4f28-835c-009dda6a3cb4","True"
"BiomedicalConceptProperty_110","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","aacd490f-245a-4a5f-8761-621a1c11b04f","True"
"BiomedicalConceptProperty_111","string","Unit of Concentration","Unit of Concentration","True","f10a7877-dd2c-4337-9d17-8fec29538c90","True"
"BiomedicalConceptProperty_112","string","Biospecimen Type","Biospecimen Type","True","a362e93b-d6e9-4f29-82c6-f7ba67e30e4f","True"
"BiomedicalConceptProperty_113","decimal","Laboratory Test Result","Laboratory Test Result","True","92c5fcfb-f1b5-4521-8371-ed58dfe24013","True"
"BiomedicalConceptProperty_114","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","d3510f9c-d69b-4c83-9e79-6862ccfbc7f4","True"
"BiomedicalConceptProperty_115","string","Molarity Unit","Molarity Unit","True","bb8ec49b-b45b-4e23-9760-aa72f178dbf4","True"
"BiomedicalConceptProperty_116","string","Biospecimen Type","Biospecimen Type","True","982f388f-1e8e-444b-b874-ef7b14946dc6","True"
"BiomedicalConceptProperty_117","decimal","Laboratory Test Result","Laboratory Test Result","True","6f3f9580-d4cd-4f47-bbac-d4f6607ee775","True"
"BiomedicalConceptProperty_118","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","9f52c447-2610-47bf-85e4-351ad1005c35","True"
"BiomedicalConceptProperty_119","string","Molarity Unit","Molarity Unit","True","7df593dc-c64e-47f7-8f96-b26a4bcd5133","True"
"BiomedicalConceptProperty_120","string","Biospecimen Type","Biospecimen Type","True","0f8b782a-4ddc-4f29-8624-0c990bfc210e","True"
"BiomedicalConceptProperty_1","string","Adverse Event Verbatim Description","Adverse Event Verbatim Description","True","5ce1eaa9-e828-4192-85ae-01df90e0e86b","True"
"BiomedicalConceptProperty_2","string","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","True","5f4d1708-fcb6-4cbe-ba63-276c52e6ab15","True"
"BiomedicalConceptProperty_3","string","Adverse Event Category","Adverse Event Category","True","c18791c6-4590-4a7e-b505-eb2be0446c48","True"
"BiomedicalConceptProperty_4","string","Adverse Event Subcategory","Adverse Event Subcategory","True","e39801b4-bc85-4ff7-a737-9bdea4647f34","True"
"BiomedicalConceptProperty_5","boolean","Adverse Event Pre-specified","Adverse Event Pre-specified","True","cabcadb3-4cef-48a5-9004-85674beebbb5","True"
"BiomedicalConceptProperty_6","string","Severity of Adverse Event","Severity of Adverse Event","True","9e768381-0d1e-4501-822e-8318d1949118","True"
"BiomedicalConceptProperty_7","string","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","True","a1ce6ac1-19aa-47fb-ad5e-e9630d9841f6","True"
"BiomedicalConceptProperty_8","boolean","Seriousness of Adverse Event","Seriousness of Adverse Event","True","01534fb8-bf8d-4685-9ec7-b10564387f7f","True"
"BiomedicalConceptProperty_9","string","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","True","89a33791-a7ec-4c44-9107-ec1d1ba3f033","True"
"BiomedicalConceptProperty_10","string","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","True","30da7c88-b00a-4f6c-bf69-0271961cbdb2","True"
"BiomedicalConceptProperty_11","string","Adverse Event Pattern","Adverse Event Pattern","True","69d8f511-a0b8-4892-b1b4-cf35c966d382","True"
"BiomedicalConceptProperty_12","string","Adverse Event Outcome","Adverse Event Outcome","True","3ed9fd0e-0d3f-40ae-9c2b-3998035df270","True"
"BiomedicalConceptProperty_13","datetime","Adverse Event Start Date Time","Adverse Event Start Date Time","True","a365b403-87ba-46c3-83c7-2dbd4fc2c990","True"
"BiomedicalConceptProperty_14","datetime","Adverse Event End Date Time","Adverse Event End Date Time","True","7268d982-4ffa-4d7d-8f6c-2f6c3635f63e","True"
"BiomedicalConceptProperty_15","decimal","Vital Signs Result","Vital Signs Result","True","02b08755-92bd-4859-8355-3fd9fde009e4","True"
"BiomedicalConceptProperty_16","string","Unit of Pressure","Unit of Pressure","True","3d0add80-13ca-406b-a765-c0ff7a30cbc4","True"
"BiomedicalConceptProperty_17","string","Vital Signs Location","Vital Signs Location","True","c781c459-b64a-4a19-966d-aedd42dc5a8e","True"
"BiomedicalConceptProperty_18","string","Vital Signs Laterality","Vital Signs Laterality","True","24e143fe-f649-4e31-ae64-44986ae1a007","True"
"BiomedicalConceptProperty_19","string","Test Method","Test Method","True","d548a946-129b-4533-bbe6-2770d4d66f1d","True"
"BiomedicalConceptProperty_20","string","Vital Signs Position","Vital Signs Position","True","f74e4341-7edb-49f5-b8f1-3bd6dfcbfad8","True"
"BiomedicalConceptProperty_21","decimal","Vital Signs Result","Vital Signs Result","True","200f95db-2ed5-44b6-aa77-3ea9c2ccb001","True"
"BiomedicalConceptProperty_22","string","Unit of Pressure","Unit of Pressure","True","195dbd3a-8039-4849-b978-ba589b382901","True"
"BiomedicalConceptProperty_23","string","Vital Signs Location","Vital Signs Location","True","7c2857dd-7878-481c-90fe-329c539ac46c","True"
"BiomedicalConceptProperty_24","string","Vital Signs Laterality","Vital Signs Laterality","True","01472e7b-9bd1-495b-849a-4ea907dda617","True"
"BiomedicalConceptProperty_25","string","Test Method","Test Method","True","6b15c094-bcda-4226-9ba5-a640acd7dd78","True"
"BiomedicalConceptProperty_26","string","Vital Signs Position","Vital Signs Position","True","838572e0-d3b6-4e98-8aba-3871c11346de","True"
"BiomedicalConceptProperty_27","decimal","Vital Signs Result","Vital Signs Result","True","9fd08591-b7e6-4e67-b40f-689803af86e6","True"
"BiomedicalConceptProperty_28","string","Unit of Temperature","Unit of Temperature","True","90dde49a-665c-4531-871a-c98289a6ab35","True"
"BiomedicalConceptProperty_29","string","Vital Signs Location","Vital Signs Location","True","e1eb3f55-75af-444e-b954-a5067defdfcd","True"
"BiomedicalConceptProperty_30","decimal","Vital Signs Result","Vital Signs Result","True","cb58bdce-7e94-483e-aeab-f0a0982d9dca","True"
"BiomedicalConceptProperty_31","string","Unit of Weight","Unit of Weight","True","fcf0ffe7-40c3-4d4e-a46f-0a9f2e86da04","True"
"BiomedicalConceptProperty_32","decimal","Vital Signs Result","Vital Signs Result","True","78861894-8848-4cf6-b12f-26954b2cd3f8","True"
"BiomedicalConceptProperty_33","string","Unit of Height","Unit of Height","True","789b7542-c1a7-405d-9702-959c927bdf73","True"
"BiomedicalConceptProperty_34","decimal","Laboratory Test Result","Laboratory Test Result","True","f94c3f02-010c-4409-8e5b-7e9425b5c227","True"
"BiomedicalConceptProperty_35","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","7334f4bc-092f-4ddc-a059-7decbcf5927d","True"
"BiomedicalConceptProperty_36","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","d8188d8f-385d-4ee5-81b4-e6d23236cdeb","True"
"BiomedicalConceptProperty_37","string","Biospecimen Type","Biospecimen Type","True","9d451baa-4c91-4a16-85b1-2585728938f4","True"
"BiomedicalConceptProperty_38","string","Laboratory Test Result","Laboratory Test Result","True","a52928b8-2869-4a02-89f2-bec1783a82a4","True"
"BiomedicalConceptProperty_39","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","f699da99-9b3a-4572-8ab2-458d988d4385","True"
"BiomedicalConceptProperty_40","string","Unit of Concentration","Unit of Concentration","True","f0c7b70b-1fbf-4307-9df8-2661d555bb02","True"
"BiomedicalConceptProperty_41","string","Biospecimen Type","Biospecimen Type","True","9f045a71-c319-4b8e-aebf-a21fbacd96f9","True"
"BiomedicalConceptProperty_42","decimal","Laboratory Test Result","Laboratory Test Result","True","29faa98d-a313-4fa7-b3f0-e7327e3872cd","True"
"BiomedicalConceptProperty_43","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","29a0d69d-1274-4f7b-a97b-42a51dfb93b3","True"
"BiomedicalConceptProperty_44","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","1f2e18ea-163c-46bc-8529-28a6ba4dd139","True"
"BiomedicalConceptProperty_45","string","Biospecimen Type","Biospecimen Type","True","0fcb8ae6-80ab-4e02-856a-0c2490357e9c","True"
"BiomedicalConceptProperty_46","decimal","Laboratory Test Result","Laboratory Test Result","True","162bf45d-10aa-41c2-b1da-c511e43a6c82","True"
"BiomedicalConceptProperty_47","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","78d91520-a9db-4db0-9c70-8497661f63c4","True"
"BiomedicalConceptProperty_48","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","b46d0fc3-c0ab-4509-aa20-2e310ff77d80","True"
"BiomedicalConceptProperty_49","string","Biospecimen Type","Biospecimen Type","True","2d23fab9-ba03-432c-9fe0-fa047f996f44","True"
"BiomedicalConceptProperty_50","string","Laboratory Test Result","Laboratory Test Result","True","b4b335fc-f70a-4664-be9d-d454a40ee89b","True"
"BiomedicalConceptProperty_51","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","50866d95-608e-498c-89b0-00a3a50874f2","True"
"BiomedicalConceptProperty_52","string","Unit of Concentration","Unit of Concentration","True","0d1ca144-b3d6-4f6b-bb89-40799a8e313e","True"
"BiomedicalConceptProperty_53","string","Biospecimen Type","Biospecimen Type","True","7424e9ed-7e1d-4510-9772-4efa4e9f4c05","True"
"BiomedicalConceptProperty_54","decimal","Laboratory Test Result","Laboratory Test Result","True","e4dd5c95-3ab7-4e64-afae-3a3423c05e22","True"
"BiomedicalConceptProperty_55","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","bd6b3bf2-8b00-47a7-ad19-d84d08d86810","True"
"BiomedicalConceptProperty_56","string","Molarity Unit","Molarity Unit","True","0c36d7f1-b082-47a4-8376-2910c6bbef79","True"
"BiomedicalConceptProperty_57","string","Biospecimen Type","Biospecimen Type","True","8d41cc84-8aa6-45ee-8bb5-7aab99f42f96","True"
"BiomedicalConceptProperty_58","decimal","Laboratory Test Result","Laboratory Test Result","True","fb02b0ab-d181-428f-a0bf-d319454d86a1","True"
"BiomedicalConceptProperty_59","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","e63f01a7-f943-45f7-876b-713f65dce03a","True"
"BiomedicalConceptProperty_60","string","Molarity Unit","Molarity Unit","True","c1e463b3-ec94-4cc0-bff6-8233d1ae0351","True"
"BiomedicalConceptProperty_61","string","Biospecimen Type","Biospecimen Type","True","9e63f255-d7c3-4c89-8462-4ab7612497c2","True"
"BiomedicalConceptProperty_62","decimal","Vital Signs Result","Vital Signs Result","True","d5c8f783-802d-4d76-bfff-8781bdac9688","True"
"BiomedicalConceptProperty_63","string","Unit of Pressure","Unit of Pressure","True","093e00ae-15c2-4e65-bdb4-86870ea4a66d","True"
"BiomedicalConceptProperty_64","string","Vital Signs Location","Vital Signs Location","True","41966536-1f17-4c56-89e5-8cc1f813cf9e","True"
"BiomedicalConceptProperty_65","string","Vital Signs Laterality","Vital Signs Laterality","True","b54ee5ac-ffae-433c-a3b4-a8e3e2fd4100","True"
"BiomedicalConceptProperty_66","string","Test Method","Test Method","True","0a726329-1fe7-4e65-b528-8d41002821a0","True"
"BiomedicalConceptProperty_67","string","Vital Signs Position","Vital Signs Position","True","1e1eaa0e-6122-4a35-ac2b-3ca0c5deb2ab","True"
"BiomedicalConceptProperty_68","decimal","Vital Signs Result","Vital Signs Result","True","e0ba304e-7048-4d44-ad06-1bb38db74fda","True"
"BiomedicalConceptProperty_69","string","Unit of Pressure","Unit of Pressure","True","87849b08-5d02-432b-953b-3006dcd1a559","True"
"BiomedicalConceptProperty_70","string","Vital Signs Location","Vital Signs Location","True","e70770c9-0c51-4eaa-bed4-59417876c9e8","True"
"BiomedicalConceptProperty_71","string","Vital Signs Laterality","Vital Signs Laterality","True","c323c918-67ad-4d41-a7c9-654b042456a7","True"
"BiomedicalConceptProperty_72","string","Test Method","Test Method","True","cae098da-73a7-455f-a83a-56b83069a6d0","True"
"BiomedicalConceptProperty_73","string","Vital Signs Position","Vital Signs Position","True","55c4e3fb-53ab-43f1-b687-e265cd730791","True"
"BiomedicalConceptProperty_74","decimal","Vital Signs Result","Vital Signs Result","True","e9719794-8962-4d18-8d30-ea33316e26f4","True"
"BiomedicalConceptProperty_75","string","Unit of Pressure","Unit of Pressure","True","2d040b2e-23b8-44ad-b995-8c1d985a61a4","True"
"BiomedicalConceptProperty_76","string","Vital Signs Location","Vital Signs Location","True","5a1c506b-8da8-48f0-9244-9ce6d7cf21c3","True"
"BiomedicalConceptProperty_77","string","Vital Signs Laterality","Vital Signs Laterality","True","960cf82d-c539-4365-bb81-4df9fbbb1fc4","True"
"BiomedicalConceptProperty_78","string","Test Method","Test Method","True","04061801-5bf5-400a-9cef-a204c95765b4","True"
"BiomedicalConceptProperty_79","string","Vital Signs Position","Vital Signs Position","True","5ddc2620-9410-4b2d-b31d-2102e3a6a35a","True"
"BiomedicalConceptProperty_80","decimal","Vital Signs Result","Vital Signs Result","True","de021096-7704-4fa1-b473-8a76d68fda5a","True"
"BiomedicalConceptProperty_81","string","Unit of Pressure","Unit of Pressure","True","af7bf4ac-40f0-45b9-a32d-2e2f4328ae2e","True"
"BiomedicalConceptProperty_82","string","Vital Signs Location","Vital Signs Location","True","cd36ba94-9055-4d1d-9fab-25883f14e0b7","True"
"BiomedicalConceptProperty_83","string","Vital Signs Laterality","Vital Signs Laterality","True","b9ffd6b3-a7be-41f3-90b9-73a1f57d8a78","True"
"BiomedicalConceptProperty_84","string","Test Method","Test Method","True","ce3d9316-2540-45e4-ad40-cace84409723","True"
"BiomedicalConceptProperty_85","string","Vital Signs Position","Vital Signs Position","True","1e993a4f-a6b6-4aa7-830b-b78b91bdeba4","True"
