"codeSystem","decode","codeSystemVersion","uuid:ID","id","code"
"http://www.cdisc.org","Interventional Study","2023-09-29","6f783732-6f5f-4c66-8f44-77a75ef3bd72","Code_1","C98388"
"http://www.cdisc.org","Phase II Trial","2023-09-29","e6eea55e-0791-414f-9908-6109ffd21b12","Code_2","C15601"
"http://www.cdisc.org","Sponsor Approval Date","2023-09-29","201801d8-dea4-476a-95eb-b5ca80f635d8","Code_5","C132352"
"http://www.cdisc.org","Global","2023-09-29","fe40dcaf-d8d9-4645-9154-800cc4babd30","Code_6","C68846"
"http://www.cdisc.org","IRB/IEC Feedback","2023-09-29","b9977da4-d50b-4452-866b-12c3080b4dfe","Code_65","C99904x3"
"http://www.cdisc.org","Other","2023-09-29","c6925f05-42ee-4558-b1f6-e43cd6835af9","Code_66","C17649"
"http://www.cdisc.org","Region","2023-09-29","7fb8965d-7e44-43c8-af22-2ba8a15cb283","Code_68","C41129"
"ISO 3166 1 alpha3","Europe","2020-08","c67ef909-9aaa-474c-bf73-6dd4773e883a","Code_67","150"
"SPONSOR","Eli Lilly","12","1681e731-1933-427e-b2d2-8d55128157c7","Code_3","PHARMA"
"http://www.cdisc.org","Clinical Study Sponsor","2023-09-29","0febe29f-061f-4f47-8b63-6f4fb0658022","Code_69","C70793"
"ISO 3166 1 alpha3","United States of America","2020-08","573ca3a9-0c1b-4a04-8d03-35c788169307","Code_70","USA"
"http://www.cdisc.org","Study Registry","2023-09-29","4639bd56-eb8d-4ed2-ae69-c2bf471a8385","Code_71","C93453"
"http://www.cdisc.org","Treatment Study","2023-09-29","5a802bf3-854a-4398-b1ee-dbdcb54848a6","Code_129","C49656"
"http://www.cdisc.org","Efficacy Study","2023-09-29","4052d6db-354a-45a7-837c-8f7b481f4d63","Code_130","C49666"
"http://www.cdisc.org","Safety Study","2023-09-29","72a55883-afa3-4cad-a549-4f101b0e8f20","Code_131","C49667"
"http://www.cdisc.org","Pharmacokinetic Study","2023-09-29","b503e905-6897-44e5-8074-a86bc1bf259b","Code_132","C49663"
"SPONSOR","Mild to Moderate Alzheimer\'s Disease","12","b4d5ec10-8240-44ed-8d1c-d0a905cc22e5","Code_126","MILD_MOD_ALZ"
"SNOMED","Alzheimer\'s disease","January 31, 2018","eccb85f3-47ef-4849-b9e2-9ac02a160d16","Code_127","26929004"
"http://www.cdisc.org","Parallel Study","2023-09-29","a94dd5f2-3ae4-4df9-a20a-0cf48236cc63","Code_133","C82639"
"http://www.cdisc.org","Visit","2023-09-29","93091a38-58da-41db-81b1-aa681959d4a5","Code_75","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","bfe5cc6e-edff-442c-bb2b-4d4d08ea8221","Code_76","C51282"
"http://www.cdisc.org","In Person","2023-09-29","a878af8f-de33-4a52-9085-522355eb3f01","Code_77","C175574"
"http://www.cdisc.org","Visit","2023-09-29","e47ae518-1a1f-41f7-bf7e-2e12f91915cb","Code_78","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","63cc71f0-1d20-4ca0-888b-795dce7b9300","Code_79","C51282"
"http://www.cdisc.org","In Person","2023-09-29","6f63084a-6ce5-4334-bd58-be5fd391a20b","Code_80","C175574"
"http://www.cdisc.org","Visit","2023-09-29","ed9ee389-2538-4325-a59a-2831f1cfff02","Code_81","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","4d15d431-b8bc-4cde-bb15-dffedd170991","Code_82","C51282"
"http://www.cdisc.org","In Person","2023-09-29","66b75065-8900-4891-af7f-e834566f5fc9","Code_83","C175574"
"http://www.cdisc.org","Visit","2023-09-29","acc777b9-13ac-4b45-a4e6-0acf1e4ac2e9","Code_84","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","a1a7dbab-f089-4ea4-a500-d6904754aad7","Code_85","C51282"
"http://www.cdisc.org","In Person","2023-09-29","cf619e0b-d3f9-4dbb-b897-58d19d656c6f","Code_86","C175574"
"http://www.cdisc.org","Visit","2023-09-29","551bc98f-e1a9-4311-b419-83b2ad3486ce","Code_87","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","5d00edb6-890f-477f-8b31-83e8b3506fd4","Code_88","C51282"
"http://www.cdisc.org","In Person","2023-09-29","4e7cc717-8328-4cd7-8f82-9ca19f90c714","Code_89","C175574"
"http://www.cdisc.org","Visit","2023-09-29","4828b5d1-d2c4-4c23-b344-bc6c889f9c78","Code_90","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","8995df30-b17d-4d0c-9a00-6130c9c763b0","Code_91","C51282"
"http://www.cdisc.org","In Person","2023-09-29","7c1be41c-bbca-4888-980e-5c0970b7e88f","Code_92","C175574"
"http://www.cdisc.org","Visit","2023-09-29","1e02b017-e8d0-40c3-9b0e-611762a0eec5","Code_93","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","73cf8bdc-f223-41cf-9983-be3843b4c96f","Code_94","C51282"
"http://www.cdisc.org","In Person","2023-09-29","a5303404-f854-414b-b4ab-f381210ca404","Code_95","C175574"
"http://www.cdisc.org","Telephone Call","2023-09-29","6b15cd43-7f59-4395-b12b-62c4eb939c47","Code_96","C171537"
"http://www.cdisc.org","Visit","2023-09-29","f664dc84-3c4c-480a-8a95-91775adc350e","Code_97","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","8dbaed34-e738-4637-94a3-b950d5d2ab36","Code_98","C51282"
"http://www.cdisc.org","In Person","2023-09-29","09d20fa4-0b79-4f0a-be39-7286b0d8070f","Code_99","C175574"
"http://www.cdisc.org","Telephone Call","2023-09-29","5a0abc79-9048-4da6-8586-c5b836102337","Code_100","C171537"
"http://www.cdisc.org","Visit","2023-09-29","0cd7fbf2-1f16-4c86-81c0-bfed42eb4aa6","Code_101","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","1a54a14b-0e4e-427e-b5ef-1c4211b3c56f","Code_102","C51282"
"http://www.cdisc.org","In Person","2023-09-29","8fc6ea80-c1ed-4bf0-87ca-3c9e7b1c0ff8","Code_103","C175574"
"http://www.cdisc.org","Telephone Call","2023-09-29","173184d6-e2c4-4c89-bf24-8d43b0ac11bd","Code_104","C171537"
"http://www.cdisc.org","Visit","2023-09-29","13b9bea5-080d-42ba-93a0-ef47431fe8dc","Code_105","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","207cee7d-0a19-42d1-8aaa-d7b56a1e54e3","Code_106","C51282"
"http://www.cdisc.org","In Person","2023-09-29","8383e5b7-4f5a-4115-aa2f-fb3e8127050f","Code_107","C175574"
"http://www.cdisc.org","Telephone Call","2023-09-29","63d8e44d-abfa-4c41-84c6-5f82487e9f0f","Code_108","C171537"
"http://www.cdisc.org","Visit","2023-09-29","b5cd9c4b-665b-4c87-b233-07d6fab52c17","Code_109","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","7756bcf9-a259-4426-9845-ad03ec5dc42b","Code_110","C51282"
"http://www.cdisc.org","In Person","2023-09-29","976f75e4-b610-40aa-b5f5-eb3ce6e9475a","Code_111","C175574"
"http://www.cdisc.org","Visit","2023-09-29","7669a664-0f4c-4aef-bb9e-4fd6e66f4b3d","Code_112","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","9ef0041a-bf12-40e7-998a-8dc401b518d9","Code_113","C51282"
"http://www.cdisc.org","In Person","2023-09-29","de1b9e06-dcca-4449-831d-dfde3601c9f4","Code_114","C175574"
"SNOMED","CT of head without contrast","January 31, 2018","74d07353-6c69-4b12-b57b-46e1320ba557","Code_72","383371000119108"
"SPONSOR","Supine for 5 minutes","12","bb28ca4f-0769-4933-9152-0d831a7eeebb","Code_73","123"
"SPONSOR","Standingfor 1-3 minutes","12","3f7c7f72-3b39-4fdf-9c6b-d8dd97ac9e03","Code_74","124"
