"isRequired","isEnabled","uuid:ID","label","id","datatype","name"
"True","True","baa753ad-3099-4a9d-9727-0598b3df3e5a","Vital Signs Result","BiomedicalConceptProperty_86","decimal","Vital Signs Result"
"True","True","07a88289-a6f4-457c-8d62-9fa9a43df66a","Unit of Temperature","BiomedicalConceptProperty_87","string","Unit of Temperature"
"True","True","a290fb48-e951-48d0-b4bc-b039d80a0ca3","Vital Signs Location","BiomedicalConceptProperty_88","string","Vital Signs Location"
"True","True","f7376e11-5e4c-4381-b51d-d3d4cb575055","Vital Signs Result","BiomedicalConceptProperty_89","decimal","Vital Signs Result"
"True","True","82906257-beb1-4225-a308-7a5490a2b545","Unit of Weight","BiomedicalConceptProperty_90","string","Unit of Weight"
"True","True","00f4ace2-dd13-4fa6-9d99-d2cf8c4af3dc","Vital Signs Result","BiomedicalConceptProperty_91","decimal","Vital Signs Result"
"True","True","10001e15-8fad-4d47-9c03-19f1d82a2a80","Unit of Height","BiomedicalConceptProperty_92","string","Unit of Height"
"True","True","d04c67d8-b666-4121-a683-46bc312ee22d","Laboratory Test Result","BiomedicalConceptProperty_93","decimal","Laboratory Test Result"
"True","True","b4f479b0-8502-4cd3-b8b7-d24049d56b81","Laboratory Test Fasting Status","BiomedicalConceptProperty_94","boolean","Laboratory Test Fasting Status"
"True","True","0b828023-3a79-4c5b-a0e6-5a2f86ae2dec","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_95","string","Unit of Catalytic Activity Concentration"
"True","True","43526a3e-17d5-4f47-8a62-490a2d258c3a","Biospecimen Type","BiomedicalConceptProperty_96","string","Biospecimen Type"
"True","True","dab4cbaa-9a39-4753-ab4c-391fc0537b5f","Laboratory Test Result","BiomedicalConceptProperty_97","string","Laboratory Test Result"
"True","True","a8156af5-fa6a-428e-9a70-f83a9169de50","Laboratory Test Fasting Status","BiomedicalConceptProperty_98","boolean","Laboratory Test Fasting Status"
"True","True","714b78d1-3d29-41be-bed5-8759ce266783","Unit of Concentration","BiomedicalConceptProperty_99","string","Unit of Concentration"
"True","True","d005afd1-473d-44e9-b0fe-276bbaba1fc8","Biospecimen Type","BiomedicalConceptProperty_100","string","Biospecimen Type"
"True","True","b7033c8c-37be-4df7-840d-5efc99c5288a","Laboratory Test Result","BiomedicalConceptProperty_101","decimal","Laboratory Test Result"
"True","True","2a5c81b9-55d8-47eb-bfcd-6ab6a5b1b720","Laboratory Test Fasting Status","BiomedicalConceptProperty_102","boolean","Laboratory Test Fasting Status"
