":START_ID",":END_ID"
"d2eb5413-95c1-489c-b8a6-cdab1e9b06df","7e236d2b-349a-4150-ab85-d219860c6ffd"
"893af788-3c15-49cd-b94f-31b0bac4265e","de2091f8-fe47-47b3-892e-ca9c62e7a314"
"2d5262dc-8183-42bd-ae80-998235453a80","34cdb926-d5a2-4057-86d0-aa34946c0292"
"0b52138f-e4a0-4afe-8711-0db75a6e19b4","25b73bb2-c9d8-4130-9b09-a6820fa4633f"
"ccc5c9cb-d270-41b1-a58a-d33b5894df68","a3276f2c-1c83-44f8-806b-b6b1a7c6ea6a"
"0cf9a91e-5937-457d-ad88-e2bff6d40f8c","b59348b0-0c3b-495b-a58f-d5b7fed79653"
"57d8f5e6-a3a4-42cd-8fd8-e92cfd92a1d2","054f82c5-04b6-4e3f-b698-17c90bd1c12e"
"85e12a2f-471c-4d92-9534-a778a40a9416","7f8ea80a-2368-446b-b100-10d66f4fd901"
"51c7f50f-9fe1-4a24-a13f-7f5f765aacd2","89a91f98-d963-4a51-bb24-4fe31a187529"
"6fffafae-5164-4a3e-b406-26799bd6a205","10fec91e-1c97-4289-b102-e21054469765"
"dd1ae693-2e63-4209-9609-d01635731f50","72e5eb6c-c74f-4bbd-815a-238d66ef8606"
"7264ede3-db48-4d4f-85c6-f582e267c8a6","b58f9e36-d047-46b3-a10e-f192b1096c4b"
