"instanceType","isRequired","name","datatype","uuid:ID","label","isEnabled","id"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","4992a798-6a17-41ce-a9ab-3570d1fe93b1","Vital Signs Result","True","BiomedicalConceptProperty_98"
"BiomedicalConceptProperty","True","Unit of Temperature","string","7ace1835-465f-44cd-a939-a8c5923b9fa9","Unit of Temperature","True","BiomedicalConceptProperty_99"
"BiomedicalConceptProperty","True","Vital Signs Location","string","e9b9b804-36f1-48f3-8a77-bbd76e8a774b","Vital Signs Location","True","BiomedicalConceptProperty_100"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","b4a0f93a-8a38-46b1-91e6-585da9545c54","Vital Signs Result","True","BiomedicalConceptProperty_101"
"BiomedicalConceptProperty","True","Unit of Weight","string","dde57747-6140-4e36-96dd-d03948dea3ae","Unit of Weight","True","BiomedicalConceptProperty_102"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","80f21f29-f932-4b60-b781-e7bd3d7d7f75","Vital Signs Result","True","BiomedicalConceptProperty_103"
"BiomedicalConceptProperty","True","Unit of Height","string","aa813a21-57be-4e8e-9bd1-2d6db2c29e7a","Unit of Height","True","BiomedicalConceptProperty_104"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","bb671bdf-92f9-4065-82b7-f24c40aaeab5","Laboratory Test Result","True","BiomedicalConceptProperty_105"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","9112d977-5904-4612-90fd-2aa8ba9aa9e3","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_106"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","0d0358c2-0baa-4563-80dc-d69eac16f95c","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_107"
"BiomedicalConceptProperty","True","Biospecimen Type","string","bc7a7509-ea22-4bb2-b3e0-613439b5954d","Biospecimen Type","True","BiomedicalConceptProperty_108"
"BiomedicalConceptProperty","True","Laboratory Test Result","string","96786f97-9279-4553-8b70-7e295905c583","Laboratory Test Result","True","BiomedicalConceptProperty_109"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","5e2483dd-b375-4a7d-a527-534a0c09c668","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_110"
"BiomedicalConceptProperty","True","Unit of Concentration","string","5c9cc058-6a7b-4afe-a0c4-53b552141da1","Unit of Concentration","True","BiomedicalConceptProperty_111"
"BiomedicalConceptProperty","True","Biospecimen Type","string","848897c8-bd8d-4b5a-8c83-fd96417a1b3d","Biospecimen Type","True","BiomedicalConceptProperty_112"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","03ac6c73-cee6-4f39-8d30-06f199e29920","Laboratory Test Result","True","BiomedicalConceptProperty_113"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","e9046b92-77e8-4b49-906e-3989ce47ef02","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_114"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","bd77e7a0-a77f-4efa-a021-2bfa8418692a","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_115"
"BiomedicalConceptProperty","True","Biospecimen Type","string","2d8a0049-3188-44b5-953c-0a00973f7338","Biospecimen Type","True","BiomedicalConceptProperty_116"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","1ec666b7-cccc-4631-9447-092528c1f293","Laboratory Test Result","True","BiomedicalConceptProperty_117"
