"id","name","instanceType","uuid:ID","text"
"TransitionRule_1","ENCOUNTER_START_RULE_1","TransitionRule","7a1e26bc-be78-4e57-b73d-93005fc1c35a","Subject identifier"
"TransitionRule_2","ENCOUNTER_START_RULE_1","TransitionRule","f5b6b18c-a4c0-473d-bc16-d520ebf2f19c","completion of screening activities"
"TransitionRule_3","ENCOUNTER_START_RULE_2","TransitionRule","6f656305-954f-4c1c-bc64-d1f14a20d190","subject leaves clinic after connection of ambulatory ECG machine"
"TransitionRule_4","ENCOUNTER_START_RULE_3","TransitionRule","348110d6-dee7-495e-9a1e-fec2d1d787e3","subject has connection of ambulatory ECG machine removed"
"TransitionRule_5","ENCOUNTER_START_RULE_3","TransitionRule","dcf69351-e179-41c6-9c72-3ee7487723a8","Radomized"
"TransitionRule_6","ENCOUNTER_START_RULE_12","TransitionRule","a55c62c5-0a4b-422f-8c60-938a52fcf761","End of treatment"
"TransitionRule_7","ELEMENT_START_RULE_1","TransitionRule","97e5ed86-1aad-4509-8866-a3c2fe22bba6","Informed consent"
"TransitionRule_8","ELEMENT_END_RULE_1","TransitionRule","31756984-6e1f-4545-903d-ac423a04f774","Completion of all screening activities and no more than 2 weeks from informed consent"
"TransitionRule_9","ELEMENT_START_RULE_2","TransitionRule","f403dd70-dd4a-4fc8-82f2-8632b601d516","Administration of first dose"
"TransitionRule_14","ELEMENT_START_RULE_7","TransitionRule","7585c363-8817-4349-853f-2e9f98d284cd","End of last scheduled visit on study (including early termination)"
"TransitionRule_15","ELEMENT_END_RULE_7","TransitionRule","7281b5a8-2297-4993-a623-5c1eb2cb0b2f","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"TransitionRule_10","ELEMENT_START_RULE_3","TransitionRule","6d93bdd2-0a00-4685-a2a4-1341d6103825","Administration of first dose"
"TransitionRule_11","ELEMENT_START_RULE_4","TransitionRule","698e569b-dad9-462f-b05e-ec8da3c098ad","Randomized"
"TransitionRule_12","ELEMENT_START_RULE_5","TransitionRule","00cc2cd2-5d84-4832-a1ee-2ed2bc5d210b","Administration of first dose (from patches supplied at Visit 4)"
"TransitionRule_13","ELEMENT_START_RULE_6","TransitionRule","4e972afd-5e84-41b3-af43-d4406932cf1f","Administration of first dose (from patches supplied at Visit 12)"
