"uuid:ID","codeSystem","code","id","codeSystemVersion","instanceType","decode"
"9f803363-ec3d-4e4b-b816-4cd67f446cfc","http://www.cdisc.org","C98388","Code_1","2023-09-29","Code","Interventional Study"
"ef0f3361-eb61-452c-a232-4f1b66fe8ab2","http://www.cdisc.org","C15601","Code_2","2023-09-29","Code","Phase II Trial"
"f2ede06d-29b1-405e-812d-25dfaeacb71f","http://www.cdisc.org","C132352","Code_9","2023-09-29","Code","Sponsor Approval Date"
"b29bebc9-edeb-47a8-8964-473e1c3c1943","http://www.cdisc.org","C68846","Code_10","2023-09-29","Code","Global"
"441220fa-cb11-4cae-bc6f-19de5cc83b9d","http://www.cdisc.org","C99904x3","Code_72","2023-09-29","Code","IRB/IEC Feedback"
"63ccc679-2c3d-4d06-bef2-7cdc5263004a","http://www.cdisc.org","C17649","Code_73","2023-09-29","Code","Other"
"63549f6a-3145-4ff7-b5a7-c0d78593c2d4","http://www.cdisc.org","C41129","Code_75","2023-09-29","Code","Region"
"2fcc8151-f30b-488e-8f67-b612d7c91ce4","ISO 3166 1 alpha3","150","Code_74","2020-08","Code","Europe"
"3eed96da-4135-4459-b3f6-d1efeca2cfbc","SPONSOR","PHARMA","Code_4","12","Code","Eli Lilly"
"b8a19e29-0fd8-4504-90a0-8f1e058a5e4e","http://www.cdisc.org","C70793","Code_76","2023-09-29","Code","Clinical Study Sponsor"
"9f9d5ce0-501d-4fa8-967a-8119b0233f60","ISO 3166 1 alpha3","DNK","Code_77","2020-08","Code","Denmark"
"9809defe-646b-4efc-b034-3cb25724d944","http://www.cdisc.org","C93453","Code_78","2023-09-29","Code","Study Registry"
"e4e38897-ad81-4a90-937c-4c7688a421af","http://www.cdisc.org","C49656","Code_136","2023-09-29","Code","Treatment Study"
"fdb22e4f-62f5-43c6-8240-c7191910d5eb","http://www.cdisc.org","C49666","Code_137","2023-09-29","Code","Efficacy Study"
"b88aa12a-2eb4-43f2-a50d-5bf55bc67c0c","http://www.cdisc.org","C49667","Code_138","2023-09-29","Code","Safety Study"
"db400bbc-292e-4bae-9a71-532e1e082257","http://www.cdisc.org","C49663","Code_139","2023-09-29","Code","Pharmacokinetic Study"
"25c6bb4b-3186-449e-9950-8f496c433682","SPONSOR","MILD_MOD_ALZ","Code_133","12","Code","Mild to Moderate Alzheimer's Disease"
"aa594a28-39c3-40bc-8712-f5183c318f73","SNOMED","26929004","Code_134","January 31, 2018","Code","Alzheimer's disease"
"bd2574ea-dc62-46b2-9b01-a4803ed88646","http://www.cdisc.org","C99907x1","Code_142","2023-09-29","Code","EXTENSION"
"8a6f8d24-72ba-40a0-991d-46d050dfe63a","http://www.cdisc.org","C98704","Code_143","2023-09-29","Code","ADAPTIVE"
"2ef0d2a3-f541-4256-a1e9-2e52e1666cdb","http://www.cdisc.org","C82639","Code_140","2023-09-29","Code","Parallel Study"
"7e3e363c-31d2-4ab3-ada7-34b01cee92cc","http://www.cdisc.org","C25716","Code_82","2023-09-29","Code","Visit"
"2e72221e-e1a5-4b27-936d-ae3aeae5add1","http://www.cdisc.org","C51282","Code_83","2023-09-29","Code","Clinic"
"27d39e31-1d3c-401a-a86f-97427eb9b5ba","http://www.cdisc.org","C175574","Code_84","2023-09-29","Code","In Person"
"b8a730f4-a125-43c3-9176-d3cfd493e336","http://www.cdisc.org","C25716","Code_85","2023-09-29","Code","Visit"
"091d41f3-af1e-41d0-b4c4-ce50109addbe","http://www.cdisc.org","C51282","Code_86","2023-09-29","Code","Clinic"
"b75e694f-c6fa-47fd-9896-966aba0b4530","http://www.cdisc.org","C175574","Code_87","2023-09-29","Code","In Person"
"1889133f-fb61-4507-a5d1-4aece8d2b858","http://www.cdisc.org","C25716","Code_88","2023-09-29","Code","Visit"
"7b8b6775-8dc6-447d-8f9f-05f776827efa","http://www.cdisc.org","C51282","Code_89","2023-09-29","Code","Clinic"
"5f257167-dcec-4e40-9d9c-2863c6b491d0","http://www.cdisc.org","C175574","Code_90","2023-09-29","Code","In Person"
"484bc965-230e-45a6-b43f-963aa9c17222","http://www.cdisc.org","C25716","Code_91","2023-09-29","Code","Visit"
"4c2240c2-a69c-44c1-879a-26c47138c6fc","http://www.cdisc.org","C51282","Code_92","2023-09-29","Code","Clinic"
"22291637-2107-4248-b3a6-3fa6c1e58755","http://www.cdisc.org","C175574","Code_93","2023-09-29","Code","In Person"
"08d0851e-6153-49b0-8015-b6a265e027e9","http://www.cdisc.org","C25716","Code_94","2023-09-29","Code","Visit"
"bb1092c1-ca39-44dd-a856-33976f4e6826","http://www.cdisc.org","C51282","Code_95","2023-09-29","Code","Clinic"
"3bc6c909-b0d5-48c4-a772-3b7cb1362764","http://www.cdisc.org","C175574","Code_96","2023-09-29","Code","In Person"
"f75cc45a-da3c-445c-858f-b6375a761220","http://www.cdisc.org","C25716","Code_97","2023-09-29","Code","Visit"
"c9709da5-145b-431a-812e-22ed60a72007","http://www.cdisc.org","C51282","Code_98","2023-09-29","Code","Clinic"
"df9e6c09-dd78-41e6-8903-656bf18fdba8","http://www.cdisc.org","C175574","Code_99","2023-09-29","Code","In Person"
"58736916-98a2-47cd-988d-6ed86ed99a37","http://www.cdisc.org","C25716","Code_100","2023-09-29","Code","Visit"
"d4c8ac1a-3bc1-4eed-bd9e-9309b799732c","http://www.cdisc.org","C51282","Code_101","2023-09-29","Code","Clinic"
"1a6f9ff0-4099-4a99-ae0f-69b1211457dc","http://www.cdisc.org","C175574","Code_102","2023-09-29","Code","In Person"
"d356ce57-562f-4920-b2bd-f3911b021229","http://www.cdisc.org","C171537","Code_103","2023-09-29","Code","Telephone Call"
"71ccfd5d-0509-4a36-8552-4459b224d8b1","http://www.cdisc.org","C25716","Code_104","2023-09-29","Code","Visit"
"fc47d888-6ea0-48b1-851a-186f90aa6eef","http://www.cdisc.org","C51282","Code_105","2023-09-29","Code","Clinic"
"547fd508-7c37-482a-a324-cbbc537efc34","http://www.cdisc.org","C175574","Code_106","2023-09-29","Code","In Person"
"21ca222a-510c-425a-92f7-6a130f35a256","http://www.cdisc.org","C171537","Code_107","2023-09-29","Code","Telephone Call"
"79635c5d-e508-4b88-bbf6-5ec1fae4da84","http://www.cdisc.org","C25716","Code_108","2023-09-29","Code","Visit"
"983877bf-13f5-4120-8adb-c330aada0c6e","http://www.cdisc.org","C51282","Code_109","2023-09-29","Code","Clinic"
"32367625-d049-436b-9ff7-4567eac701d5","http://www.cdisc.org","C175574","Code_110","2023-09-29","Code","In Person"
"edb2f8bd-a522-4252-bb78-8ec7f0768fc3","http://www.cdisc.org","C171537","Code_111","2023-09-29","Code","Telephone Call"
