"uuid:ID","datatype","name","id","isRequired","isEnabled","instanceType","label"
"a92d0dcb-e9c8-446f-a347-20dddf5a62ac","decimal","Vital Signs Result","BiomedicalConceptProperty_98","True","True","BiomedicalConceptProperty","Vital Signs Result"
"cbdee6fe-ee01-443e-9a28-7d43fc9429e5","string","Unit of Temperature","BiomedicalConceptProperty_99","True","True","BiomedicalConceptProperty","Unit of Temperature"
"28a97961-34ca-4749-bb73-73a6ac7d8858","string","Vital Signs Location","BiomedicalConceptProperty_100","True","True","BiomedicalConceptProperty","Vital Signs Location"
"3306b192-c248-4e07-99eb-a0e9a237c44d","decimal","Vital Signs Result","BiomedicalConceptProperty_101","True","True","BiomedicalConceptProperty","Vital Signs Result"
"976acf15-281e-4568-9c21-629bc069119d","string","Unit of Weight","BiomedicalConceptProperty_102","True","True","BiomedicalConceptProperty","Unit of Weight"
"c6c72767-1d3b-4e81-ad09-70509c211fa7","decimal","Vital Signs Result","BiomedicalConceptProperty_103","True","True","BiomedicalConceptProperty","Vital Signs Result"
"f2542085-b4ae-4132-a32e-f4040e9794aa","string","Unit of Height","BiomedicalConceptProperty_104","True","True","BiomedicalConceptProperty","Unit of Height"
"93d358f4-c5c7-480a-b667-ae07af51a342","decimal","Laboratory Test Result","BiomedicalConceptProperty_105","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"c486186b-e387-4875-8354-26f357418e77","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"2cba68aa-8fd0-459e-abec-136b1cbfa42c","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"4b7d2502-4b3c-4e30-86ff-26bd2f0ce73c","string","Biospecimen Type","BiomedicalConceptProperty_108","True","True","BiomedicalConceptProperty","Biospecimen Type"
"021785b2-7739-4ef7-bb7c-fe8a36c4e222","string","Laboratory Test Result","BiomedicalConceptProperty_109","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"97707c91-6845-4453-832a-e73bb5119944","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"d693acef-245c-44a2-833c-08eb43e89735","string","Unit of Concentration","BiomedicalConceptProperty_111","True","True","BiomedicalConceptProperty","Unit of Concentration"
"aa7192a8-505b-42bf-87b3-d1f0587fcd19","string","Biospecimen Type","BiomedicalConceptProperty_112","True","True","BiomedicalConceptProperty","Biospecimen Type"
"d70f3721-3c61-447c-9e86-b3aad53dbc8f","decimal","Laboratory Test Result","BiomedicalConceptProperty_113","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"2db1f569-968b-4678-9864-fc93a6e56b5d","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"018fa5f2-33f3-4a53-8890-feed137366df","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"c04eb629-6e04-4d43-8fda-70b162b9d322","string","Biospecimen Type","BiomedicalConceptProperty_116","True","True","BiomedicalConceptProperty","Biospecimen Type"
"afbb1082-3a64-4fbb-87a0-e7d9dd165fe4","decimal","Laboratory Test Result","BiomedicalConceptProperty_117","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"e7a2c6ec-ce23-4e3c-a0f5-5cd99f610394","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"f62a32a3-8723-466b-a588-86d1770b23da","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"e3003ccb-e935-4001-b3f1-b929996f5f79","string","Biospecimen Type","BiomedicalConceptProperty_120","True","True","BiomedicalConceptProperty","Biospecimen Type"
"e9deafbc-1fea-4044-ba9c-f279170508c6","string","Laboratory Test Result","BiomedicalConceptProperty_121","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"0b1aff5d-86cf-45eb-8230-71a3fb7b9f50","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"e40ab1b5-c50c-40c1-9d36-904b0bc0f07d","string","Unit of Concentration","BiomedicalConceptProperty_123","True","True","BiomedicalConceptProperty","Unit of Concentration"
"9d1054dc-7c90-483a-b0fd-f10f9bf32740","string","Biospecimen Type","BiomedicalConceptProperty_124","True","True","BiomedicalConceptProperty","Biospecimen Type"
"e78329df-18ac-42b4-a0ac-d4b79fcb3a62","decimal","Laboratory Test Result","BiomedicalConceptProperty_125","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"ed3d8f18-bbe7-4617-9b7e-2f436e048de3","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"104fe6cc-5d6a-4ec2-a89f-5ced99ab3034","string","Molarity Unit","BiomedicalConceptProperty_127","True","True","BiomedicalConceptProperty","Molarity Unit"
"8c66fdde-e27d-4bb9-84ea-c53d5ba05cd6","string","Biospecimen Type","BiomedicalConceptProperty_128","True","True","BiomedicalConceptProperty","Biospecimen Type"
"a976d306-62f1-468c-b87b-fcc24f640e74","decimal","Laboratory Test Result","BiomedicalConceptProperty_129","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"3f43422f-f802-413e-a700-304b2fdf26c8","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"e5f6d590-1eb8-4aa7-87c3-f4ab1e93428f","string","Molarity Unit","BiomedicalConceptProperty_131","True","True","BiomedicalConceptProperty","Molarity Unit"
"89d2d16b-2723-48cd-897a-4c88863b44f3","string","Biospecimen Type","BiomedicalConceptProperty_132","True","True","BiomedicalConceptProperty","Biospecimen Type"
"0874d954-0f0e-49ac-9f50-b4c70d339123","string","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","True","True","BiomedicalConceptProperty","Adverse Event Verbatim Description"
"d8f67165-4356-4f68-9312-841464ef6997","string","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","True","True","BiomedicalConceptProperty","Adverse Event Dictionary Derived Term"
"d1518350-0dd3-414a-b0c5-c266244e3149","string","Adverse Event Category","BiomedicalConceptProperty_3","True","True","BiomedicalConceptProperty","Adverse Event Category"
"1df8ccb3-087f-439c-b945-7bacfaf60b2b","string","Adverse Event Subcategory","BiomedicalConceptProperty_4","True","True","BiomedicalConceptProperty","Adverse Event Subcategory"
"5c0fc8bb-e351-4849-9546-b5bb46597a7a","boolean","Adverse Event Pre-specified","BiomedicalConceptProperty_5","True","True","BiomedicalConceptProperty","Adverse Event Pre-specified"
"1e46f0af-3b5c-4d7f-a8b1-77c0334bd04f","string","Severity of Adverse Event","BiomedicalConceptProperty_6","True","True","BiomedicalConceptProperty","Severity of Adverse Event"
"e7946d5e-3ea1-4022-8907-1cb4542217fd","string","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","True","True","BiomedicalConceptProperty","Adverse Event Toxicity Grade"
"b1d980f3-5725-4e4f-afc7-874e3160a12a","boolean","Seriousness of Adverse Event","BiomedicalConceptProperty_8","True","True","BiomedicalConceptProperty","Seriousness of Adverse Event"
"11795f50-8807-4ac0-8d08-484d2dd027a5","string","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","True","True","BiomedicalConceptProperty","Adverse Event Action Taken with Study Treatment"
"3766535d-9637-4e10-9992-c66e3e1b4333","string","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","True","True","BiomedicalConceptProperty","Adverse Event Attribution to Product or Procedure"
"64cd05ac-684e-402c-9f5b-4598ae52485d","string","Adverse Event Pattern","BiomedicalConceptProperty_11","True","True","BiomedicalConceptProperty","Adverse Event Pattern"
"392acdff-48f2-4335-af1e-9321d2c30e32","string","Adverse Event Outcome","BiomedicalConceptProperty_12","True","True","BiomedicalConceptProperty","Adverse Event Outcome"
"18f9966d-e05f-422e-bd15-f4940d889ff8","datetime","Adverse Event Start Date Time","BiomedicalConceptProperty_13","True","True","BiomedicalConceptProperty","Adverse Event Start Date Time"
"602e61ec-8a68-41c8-8686-d4530ed95b54","datetime","Adverse Event End Date Time","BiomedicalConceptProperty_14","True","True","BiomedicalConceptProperty","Adverse Event End Date Time"
"c8c20d5a-1857-41fe-8200-bf509fe3eab2","decimal","Vital Signs Result","BiomedicalConceptProperty_15","True","True","BiomedicalConceptProperty","Vital Signs Result"
"f09f93b5-0285-47c5-8eec-c1b43fcd4aee","string","Unit of Pressure","BiomedicalConceptProperty_16","True","True","BiomedicalConceptProperty","Unit of Pressure"
"c3ae3023-789d-4749-b391-43aa769b86fb","string","Vital Signs Location","BiomedicalConceptProperty_17","True","True","BiomedicalConceptProperty","Vital Signs Location"
"7cf87a0c-3111-47cc-b1d4-e58d06eed020","string","Vital Signs Laterality","BiomedicalConceptProperty_18","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"bbb82bd6-8e7d-4a22-a9c9-2e09ae4ef05a","string","Test Method","BiomedicalConceptProperty_19","True","True","BiomedicalConceptProperty","Test Method"
"031bb7d7-3aaa-4e73-acaf-95c8c053177a","string","Vital Signs Position","BiomedicalConceptProperty_20","True","True","BiomedicalConceptProperty","Vital Signs Position"
"001d89b0-63af-41e3-ab9e-863b622710ac","decimal","Vital Signs Result","BiomedicalConceptProperty_21","True","True","BiomedicalConceptProperty","Vital Signs Result"
"b860ca2f-14c0-4860-9968-7089d678b819","string","Unit of Pressure","BiomedicalConceptProperty_22","True","True","BiomedicalConceptProperty","Unit of Pressure"
"c0a32290-769b-4b48-9bc2-30cdd61ae944","string","Vital Signs Location","BiomedicalConceptProperty_23","True","True","BiomedicalConceptProperty","Vital Signs Location"
"ea324758-c324-4719-a806-5166f9d2a18e","string","Vital Signs Laterality","BiomedicalConceptProperty_24","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"1c56304d-6996-4c32-9e3d-d7aa4a1e441c","string","Test Method","BiomedicalConceptProperty_25","True","True","BiomedicalConceptProperty","Test Method"
"25da979e-de4e-4de0-adda-9e337a9d67e9","string","Vital Signs Position","BiomedicalConceptProperty_26","True","True","BiomedicalConceptProperty","Vital Signs Position"
"c504c3ee-4a50-4cc3-9b79-7c7711b44f5b","decimal","Vital Signs Result","BiomedicalConceptProperty_27","True","True","BiomedicalConceptProperty","Vital Signs Result"
"1dbef7e3-b018-4949-ab7b-126ddd0b2a03","string","Unit of Temperature","BiomedicalConceptProperty_28","True","True","BiomedicalConceptProperty","Unit of Temperature"
"eb736cc7-dfb3-4642-9f7e-bbbe37b38044","string","Vital Signs Location","BiomedicalConceptProperty_29","True","True","BiomedicalConceptProperty","Vital Signs Location"
"0fd89b19-7501-4bf5-a89e-d850c2662005","decimal","Vital Signs Result","BiomedicalConceptProperty_30","True","True","BiomedicalConceptProperty","Vital Signs Result"
"ac7f333b-37a8-45eb-9239-4395c59186ba","string","Unit of Weight","BiomedicalConceptProperty_31","True","True","BiomedicalConceptProperty","Unit of Weight"
"3c811a51-a4e4-4352-a7bb-4418bf61d668","decimal","Vital Signs Result","BiomedicalConceptProperty_32","True","True","BiomedicalConceptProperty","Vital Signs Result"
"176b76c5-e001-490c-8bca-46a84343d6cb","string","Unit of Height","BiomedicalConceptProperty_33","True","True","BiomedicalConceptProperty","Unit of Height"
"a751450d-6adc-4fb8-acc0-2a15abcdb506","decimal","Laboratory Test Result","BiomedicalConceptProperty_34","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"7996f41c-106a-47a4-b3bb-5018f51fa595","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"9a05e1a5-b0ce-4f87-9120-de7b86f97ac8","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"6b632ef9-44d9-4ac0-a685-6a6eb2fb89f3","string","Biospecimen Type","BiomedicalConceptProperty_37","True","True","BiomedicalConceptProperty","Biospecimen Type"
"27ce7e09-f1c8-4d7e-9661-583891f84b41","string","Laboratory Test Result","BiomedicalConceptProperty_38","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"9124a7b8-5f04-4207-8252-485d4945ff9a","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"2d6fb3d0-7c5c-43dd-964b-7a19537a12d1","string","Unit of Concentration","BiomedicalConceptProperty_40","True","True","BiomedicalConceptProperty","Unit of Concentration"
"e481f53f-defa-4729-ba6c-7188fecd4a34","string","Biospecimen Type","BiomedicalConceptProperty_41","True","True","BiomedicalConceptProperty","Biospecimen Type"
"d897adc9-5e83-4233-a3d0-334aaf837109","decimal","Laboratory Test Result","BiomedicalConceptProperty_42","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"fb36b2f0-6237-4b2f-8913-748456573014","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"f79dbd87-bb5e-41a7-9042-264e729144a4","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"d00d32be-074a-47dd-9894-66bedf313a68","string","Biospecimen Type","BiomedicalConceptProperty_45","True","True","BiomedicalConceptProperty","Biospecimen Type"
"bb855c8c-2933-4e16-9b6a-efacf619b90f","decimal","Laboratory Test Result","BiomedicalConceptProperty_46","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"cefd75d4-99c4-4778-9fd1-f6fda4c1e74b","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"d116248b-564e-4463-a9e0-c2f87020b494","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"a28554aa-3216-49ed-84d4-31c03f8f8432","string","Biospecimen Type","BiomedicalConceptProperty_49","True","True","BiomedicalConceptProperty","Biospecimen Type"
"1d491912-5a7e-46ca-bec3-cb1e0f75f108","string","Laboratory Test Result","BiomedicalConceptProperty_50","True","True","BiomedicalConceptProperty","Laboratory Test Result"
