"id","name","uuid:ID","text"
"TransitionRule_1","ENCOUNTER_START_RULE_1","5c94e011-08e2-47ee-a8e4-a514a184133f","Subject identified"
"TransitionRule_2","ENCOUNTER_START_RULE_1","3dbd76fa-f1b7-4ad0-8b43-999c2ca5f658","IEs passed"
"TransitionRule_3","ENCOUNTER_START_RULE_3","2d877395-bf3a-4d40-b372-1c38c7f11fcf","Radomized"
"TransitionRule_4","ELEMENT_START_RULE_1","9ba8585a-88c0-4e49-a4f1-83e9c2d908b5","Study Start"
"TransitionRule_5","ELEMENT_END_RULE_1","d7565173-fa9c-472f-a648-37fdcb234e7b","Screened"
"TransitionRule_6","ELEMENT_START_RULE_2","1e42ef60-da97-4fd1-b503-3353dd5e7213","Screened"
"TransitionRule_7","ELEMENT_END_RULE_2","efe7107c-a9c0-44eb-bd39-18afe1ca6564","Radomized"
"TransitionRule_8","ELEMENT_START_RULE_3","47b44e52-25ae-4c36-a04a-0152967851af","Radomized"
"TransitionRule_9","ELEMENT_END_RULE_3","bc8d8f65-0022-4acf-bb0b-f8c3fc58296b","Completed treatment 1"
"TransitionRule_12","ELEMENT_START_RULE_5","592bc7ac-f419-4f3c-9d34-3fd855ce17f7","Radomized"
"TransitionRule_13","ELEMENT_END_RULE_5","18f791f2-7692-4544-acbb-7107a5ced13d","Completed treatment 2"
"TransitionRule_10","ELEMENT_START_RULE_4","ec5f058c-0654-4c6c-8b75-ce42c1436d70","Treated"
"TransitionRule_11","ELEMENT_END_RULE_4","eb2677ea-564f-4654-bb61-5454e91cd997","Leave Study"
