"uuid:ID","synonyms","reference","name","label","instanceType","id"
"b4a62231-baa9-4edc-b6d6-87d5c099709e","['Informed Consent Obtained', 'Informed Consent']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/CONSENT","Informed Consent Obtained","Informed Consent Obtained","BiomedicalConcept","BiomedicalConcept_20"
"e716bb89-9c66-4bc2-8612-22965a15cc05","","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","Sex","Sex","BiomedicalConcept","BiomedicalConcept_21"
"9d8fae0a-fbd3-4ba5-b059-88a61206e98a","['Racial Group']","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","Race","Race","BiomedicalConcept","BiomedicalConcept_22"
"2d3a0314-e29a-4cc2-846c-7bd5223acf21","['Temperature', 'Body Temperature']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","Temperature","BiomedicalConcept","BiomedicalConcept_23"
"f858e5a4-bcb0-41f0-a562-ca13450ef354","['Weight', 'Body Weight']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","Weight","BiomedicalConcept","BiomedicalConcept_24"
"16eebb66-61ed-42a3-a7dd-1687bad515b7","['Height', 'Body Height']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","Height","BiomedicalConcept","BiomedicalConcept_25"
"8a2c07bc-caad-4129-ba6e-ed28fa4f0270","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept","BiomedicalConcept_26"
"8f0de654-9dda-4166-a96f-855988607be4","['Albumin', 'Albumin Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","Albumin Presence in Urine","BiomedicalConcept","BiomedicalConcept_27"
"9f258fb0-9639-4906-82e5-5caaf23e0e7f","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept","BiomedicalConcept_28"
"64838402-1615-489f-a118-7c63fa5d47b7","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept","BiomedicalConcept_29"
"79a52289-3fa6-4ebd-aa23-a0f87bfeda53","['Creatinine', 'Creatinine Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","Creatinine Concentration in Urine","BiomedicalConcept","BiomedicalConcept_30"
"4b029c6c-2daf-4857-90d4-e9f390c28797","['Potassium', 'K', 'Potassium Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","Potassium Concentration in Urine","BiomedicalConcept","BiomedicalConcept_31"
"1795f8de-75a2-4c4e-ac0a-d38277220308","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","Sodium Concentration in Urine","BiomedicalConcept","BiomedicalConcept_32"
"5552340a-aff2-4490-bdbc-b7b27d36f56c","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","Hemoglobin A1C Concentration in Blood","Hemoglobin A1C Concentration in Blood","BiomedicalConcept","BiomedicalConcept_33"
"0a3f1faa-9db8-42f1-8e3a-1f8ca0372b97","['Adverse Event', 'Solicited Adverse Event']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","Adverse Event Prespecified","Adverse Event Prespecified","BiomedicalConcept","BiomedicalConcept_1"
"c2f7d70e-f03f-487e-8cf4-b9344412a965","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept","BiomedicalConcept_2"
"db4bf1da-5dc2-4b88-83ea-b1e7a91308dd","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept","BiomedicalConcept_3"
"20fbff05-c63a-4147-ac9c-7a0da84a0c20","['Temperature', 'Body Temperature']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","Temperature","BiomedicalConcept","BiomedicalConcept_4"
"cc1fd9e0-e282-40e0-80d9-97dec1565130","['Weight', 'Body Weight']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","Weight","BiomedicalConcept","BiomedicalConcept_5"
"b19380f5-8a4b-4a06-9c15-f799a1ec57fc","['Height', 'Body Height']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","Height","BiomedicalConcept","BiomedicalConcept_6"
"dabb82a7-ded5-49fe-87ad-2acc01409a01","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept","BiomedicalConcept_7"
"6d854b9f-1c79-487e-858b-e0ab90ad6fa0","['Albumin', 'Albumin Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","Albumin Presence in Urine","BiomedicalConcept","BiomedicalConcept_8"
"3510c6b6-bb63-4355-bbf7-b729b31b41a7","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept","BiomedicalConcept_9"
"618c209b-1655-4084-9d78-450e0e7eb7ec","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept","BiomedicalConcept_10"
"66ad6016-99f0-41d4-bf2f-692a96f0f2e3","['Creatinine', 'Creatinine Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","Creatinine Concentration in Urine","BiomedicalConcept","BiomedicalConcept_11"
"0184f18c-e88e-4f72-a71f-1c16c9e21927","['Potassium', 'K', 'Potassium Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","Potassium Concentration in Urine","BiomedicalConcept","BiomedicalConcept_12"
"02b65e13-02a6-4033-bbc3-8197b5ada2c3","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","Sodium Concentration in Urine","BiomedicalConcept","BiomedicalConcept_13"
"3306ddf0-99a3-43f3-8f84-75dcb7750b41","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept","BiomedicalConcept_14"
"8211c9ca-7f6e-40ad-bb39-28a9561debd3","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept","BiomedicalConcept_15"
"ee82430d-3bdc-4748-8e75-62139e4d8648","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","Heart Rate","BiomedicalConcept","BiomedicalConcept_16"
"332aad28-16e4-47e3-920c-d86483d783a6","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept","BiomedicalConcept_17"
"7d8b7bf2-6b9c-4e54-9c59-502206ae6c25","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept","BiomedicalConcept_18"
"a05afe21-58d2-45c0-ad4c-ecf3c29b01bf","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","Heart Rate","BiomedicalConcept","BiomedicalConcept_19"
