"uuid:ID","code","instanceType","codeSystemVersion","decode","codeSystem","id"
"81d97375-7e4d-4477-8be6-e95d0d757b73","C98388","Code","2023-09-29","Interventional Study","http://www.cdisc.org","Code_1"
"1f6efaf2-31ac-4fc9-b6ca-8e85ea5a2b4b","C15601","Code","2023-09-29","Phase II Trial","http://www.cdisc.org","Code_2"
"4fa7bc0f-fcd9-4205-83cf-840768136a2c","C132352","Code","2023-09-29","Sponsor Approval Date","http://www.cdisc.org","Code_9"
"a0097d83-5216-4462-967e-52fe428e446c","C68846","Code","2023-09-29","Global","http://www.cdisc.org","Code_10"
"5a143242-5ef8-4493-9a5b-542ea6b5aee3","C99904x3","Code","2023-09-29","IRB/IEC Feedback","http://www.cdisc.org","Code_72"
"1287ab5a-4e6d-4bbf-ac8e-92370c9b804a","C17649","Code","2023-09-29","Other","http://www.cdisc.org","Code_73"
"ff5aa931-3c2c-489d-9bb0-69cfdc8d67a1","C41129","Code","2023-09-29","Region","http://www.cdisc.org","Code_75"
"10ad2825-ee12-4edc-a185-b705736cf717","150","Code","2020-08","Europe","ISO 3166 1 alpha3","Code_74"
"03d0d3a6-b4b3-4683-b424-2ccb65711d72","PHARMA","Code","12","Eli Lilly","SPONSOR","Code_4"
"ae2aee46-f414-43be-a2f7-d80ed8e322a7","C70793","Code","2023-09-29","Clinical Study Sponsor","http://www.cdisc.org","Code_76"
"ba3ea566-56e0-42a5-acf6-045d869f2f68","USA","Code","2020-08","United States of America","ISO 3166 1 alpha3","Code_77"
"02c46431-19c5-4fe2-b353-834e0b1e4566","C93453","Code","2023-09-29","Study Registry","http://www.cdisc.org","Code_78"
"dcaa032f-f759-44bc-95be-1d4fa501ea71","C49656","Code","2023-09-29","Treatment Study","http://www.cdisc.org","Code_136"
"17d03233-03c6-40d9-ac2d-d9353d2d2ff8","C49666","Code","2023-09-29","Efficacy Study","http://www.cdisc.org","Code_137"
"93b4c524-3d40-4cdd-b653-0058afc16f26","C49667","Code","2023-09-29","Safety Study","http://www.cdisc.org","Code_138"
"1872db22-2fc0-427b-8421-1bcd06a80257","C49663","Code","2023-09-29","Pharmacokinetic Study","http://www.cdisc.org","Code_139"
"b896948a-12cd-49f7-95bd-c5772410494e","MILD_MOD_ALZ","Code","12","Mild to Moderate Alzheimer's Disease","SPONSOR","Code_133"
"36f80928-2009-4a5d-bc64-9f4fadb3ffb8","26929004","Code","January 31, 2018","Alzheimer's disease","SNOMED","Code_134"
"8bba4f3e-a16c-4b3d-bdc3-5918f1da6ba8","C99907x1","Code","2023-09-29","EXTENSION","http://www.cdisc.org","Code_142"
"4b0a5909-cf24-480f-a14d-8975a6f5b96c","C98704","Code","2023-09-29","ADAPTIVE","http://www.cdisc.org","Code_143"
"f0a83c23-3a9a-478e-b8cc-2e8ef798a028","C82639","Code","2023-09-29","Parallel Study","http://www.cdisc.org","Code_140"
"4a664c79-d277-40ea-a94c-8e5e03afb15a","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_82"
"ee2e927a-b00e-471a-a1c4-69e6be3b993e","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_83"
"b48fa76c-b24c-4f48-9c7e-2900a1089be3","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_84"
"7d82c6f5-ce92-4efc-9bd9-1acbbbd5eb4f","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_85"
"08370cba-4576-4f94-88ed-ab441714c0d6","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_86"
"f7b617cd-51ff-44c4-b9b2-db31c4f408d6","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_87"
"dd13f917-74c5-4a48-a726-42ade0c33d5f","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_88"
"196ba7da-5859-4abd-a2c9-e12a1433a1a5","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_89"
"ada6f381-23a8-4e1e-8c88-5e6a72862178","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_90"
"64403776-adec-499e-96df-1232900c1966","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_91"
"cc83bd23-7f7e-46a1-9269-fc62faf11c98","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_92"
"2d45ed62-a0b4-46b1-88e2-2e0d6cac4b4a","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_93"
"c230a58b-6512-4157-9542-5d61f233248e","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_94"
"37fd7948-3b70-442c-91d9-e704c440ad0d","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_95"
"80fc193f-fe76-4049-84a6-52809f994a6a","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_96"
"7083633a-4ae7-43f4-b94b-a9983079b5fc","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_97"
"125f4dee-711e-49d5-a9de-95db86216734","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_98"
"02c91e9b-12ba-4d9c-879e-82b6e9abb9c4","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_99"
"c65b6a98-57bf-4963-93f7-ffd6ea0c3cdc","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_100"
"0f56b3ca-4a61-4942-be98-81c81d4ff75a","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_101"
"523c6944-e9a6-4601-a6e5-3eb1e90c2668","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_102"
"38f273f3-8cda-4964-9464-8c60c91b330b","C171537","Code","2023-09-29","Telephone Call","http://www.cdisc.org","Code_103"
"c64faa9f-d1b4-4ab6-845c-1ae3ff1f5e5c","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_104"
"686761ee-e326-4170-adcb-f2a4889c522f","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_105"
"913d4eba-17bc-4455-87aa-945b2fe29834","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_106"
"04660299-17fa-4258-bcd4-4d4926982217","C171537","Code","2023-09-29","Telephone Call","http://www.cdisc.org","Code_107"
"8118ff2c-da13-499c-b473-86ca055902dd","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_108"
"f3ae8687-5ac6-438c-8bc3-25e403da1fcc","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_109"
"657a26f1-69f7-4ccb-acfe-ab5c23cc1bae","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_110"
"6503d8c6-7e32-4f93-a65b-3f67c0f7bf9c","C171537","Code","2023-09-29","Telephone Call","http://www.cdisc.org","Code_111"
"93f7ab8b-222c-4f84-9c1b-770decf850bc","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_112"
"d800f4d1-9399-4814-acd7-23b1bd2304a2","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_113"
"574578f4-1a04-424f-b853-883c05be9f54","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_114"
"13275674-57ca-41de-aef0-30b6a8c641d0","C171537","Code","2023-09-29","Telephone Call","http://www.cdisc.org","Code_115"
"d853f22f-1b5b-4638-a8c8-9c8b66a1b58d","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_116"
"c8a9a151-489d-4876-91ea-f665748eb0ee","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_117"
"c9362bf0-f1a2-46db-997c-31ab2a1c1ff8","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_118"
"b06d8420-9036-4824-9e8f-ac4ee3a62bb6","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_119"
"52d511bd-1331-41b1-9bfc-9c96642ed5c4","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_120"
"634a582e-46e4-4f4a-bb42-78373ed0ca31","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_121"
"86ee98cd-0364-44c2-b68a-7e9c330d64e4","383371000119108","Code","January 31, 2018","CT of head without contrast","SNOMED","Code_79"
"eaa9dfee-c9bf-473e-97d4-37081d7f5b36","123","Code","12","Subject Supine","SPONSOR","Code_80"
"5bc2baf9-bb8b-4d74-a3e9-439157da955e","124","Code","12","Subject Standing","SPONSOR","Code_81"
"222720be-a274-49c5-92bf-082bb19dc862","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_268"
"818258fa-90f6-4d1f-b722-527ad801e209","C42537","Code","2023-09-29","Kelvin","http://www.cdisc.org","Code_269"
"ab3afaa1-4437-4000-9b0a-bc9f130956fc","C44276","Code","","Unit of Temperature","NCI Thesaurus","Code_270"
"1fd872eb-9af5-458a-9a8b-c114eee4ab70","C13717","Code","","Anatomic Site","NCI Thesaurus","Code_271"
"b5b9ca3f-02c7-49f5-93d1-cb615600c496","C174446","Code","","Body Temperature","NCI Thesaurus","Code_267"
"706fd9dc-9653-4582-8712-0df2882f9dfe","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_273"
"4269b342-2bc0-4eda-8d57-1ee00c31239d","C28252","Code","2023-09-29","Kilogram","http://www.cdisc.org","Code_274"
