"uuid:ID","name","instanceType","text","sectionTitle","id","sectionNumber"
"0e419295-7154-476a-804e-7165c0b4306c","ROOT","NarrativeContent","","Root","NarrativeContent_1","0"
"6b637244-e328-4cc0-a60c-7eb321d696bd","SECTION 0","NarrativeContent","<div><usdm:section name=""M11-title-page""></usdm:section></div>","TITLE PAGE","NarrativeContent_2","0"
"74d3e2db-336c-4d8c-a473-82ab306387a8","SECTION 1","NarrativeContent","<div></div>","PROTOCOL SUMMARY","NarrativeContent_3","1"
"3ce5510e-7a82-4af4-8522-a91f0eb94757","SECTION 1.1","NarrativeContent","<div></div>","Protocol Synopsis","NarrativeContent_4","1.1"
"34b9e6d6-238b-4561-b2a7-a7348b821b8f","SECTION 1.2","NarrativeContent","<div></div>","Trial Schema","NarrativeContent_5","1.2"
"23cdfb54-1c2d-4f6e-8e92-b0d36d2fa72f","SECTION 1.3","NarrativeContent","<div></div>","Schedule of Activities","NarrativeContent_6","1.3"
"32bc81af-038b-4ebd-b115-897640455d93","SECTION 2","NarrativeContent","<div></div>","INTRODUCTION","NarrativeContent_7","2"
"b1bd9e55-a96b-4cdd-88dd-f35406f4b89d","SECTION 2.1","NarrativeContent","<div></div>","Purpose of Trial","NarrativeContent_8","2.1"
"ade3681e-eae8-4281-be25-c773559b3306","SECTION 2.2","NarrativeContent","<div></div>","Summary of Benefits and Risks","NarrativeContent_9","2.2"
"014bc5ca-86e4-4700-97a8-7f4327fd03ff","SECTION 3","NarrativeContent","<div></div>","TRIAL OBJECTIVES, ENDPOINTS AND ESTIMANDS","NarrativeContent_10","3"
"e729d982-9d3c-4714-9436-3a88a61c664f","SECTION 3.1","NarrativeContent","<div><usdm:section name=""M11-objective-endpoints""></usdm:section></div>","Primary Objectives","NarrativeContent_11","3.1"
"ead329fe-c969-47d9-bb2f-ed763279c16a","SECTION 4","NarrativeContent","<div></div>","TRIAL DESIGN","NarrativeContent_12","4"
"a5d7e4d7-e75d-4087-890a-08ef61fd4bea","SECTION 4.1","NarrativeContent","<div></div>","Description of Trial Design","NarrativeContent_13","4.1"
"6eee8e3a-7518-449f-b695-c0a685631054","SECTION 4.1.1","NarrativeContent","<div></div>","Participant Input into Design","NarrativeContent_14","4.1.1"
"c461ff13-7f62-42fe-a117-831e3c156aac","SECTION 4.2","NarrativeContent","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>","Rationale for Trial Design","NarrativeContent_15","4.2"
"1e16d2e1-cfa0-4324-b47b-074e5aa179d1","SECTION 4.2.1","NarrativeContent","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","Rationale for Comparator","NarrativeContent_16","4.2.1"
"74c9d6b8-72a3-4072-85b2-b7204136a723","SECTION 4.2.2","NarrativeContent","<div></div>","Rationale for Adaptive or Novel Trial Design","NarrativeContent_17","4.2.2"
"ad30d5f2-46a4-4106-a517-19847433c90c","SECTION 4.2.3","NarrativeContent","<div></div>","Other Trial Design Considerations","NarrativeContent_18","4.2.3"
"30cd1cb9-dcdf-430c-a5f7-d85b9c075910","SECTION 4.3","NarrativeContent","<div></div>","Access to Trial Intervention After End of Trial","NarrativeContent_19","4.3"
"2551d157-a166-47ac-9aab-8c7b47835cb4","SECTION 4.4","NarrativeContent","<div></div>","Start of Trial and End of Trial","NarrativeContent_20","4.4"
"3a04d70c-429e-4891-81a1-df6fc41b890f","SECTION 5","NarrativeContent","<div></div>","TRIAL POPULATION","NarrativeContent_21","5"
"4cc2269e-4fb1-4785-b532-426663ef1869","SECTION 5.1","NarrativeContent","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
<div><strong>Screen</strong></div>
<div>
<p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
<p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
</div>
</div>
<div>
<div>To <strong>enter</strong></div>
<div>
<p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
</div>
</div>
<div>
<div>To <strong>enroll</strong></div>
<div>
<p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
</div>

<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p>","Selection of Trial Population","NarrativeContent_22","5.1"
"67ea7cd4-1d83-49ef-9ba9-fbd3a7f8539d","SECTION 5.2","NarrativeContent","<div></div>","Rationale for Trial Population","NarrativeContent_23","5.2"
"2bb51a9a-a3dc-480e-9ddc-ac5165bd5f0e","SECTION 5.3","NarrativeContent","<div><usdm:section name=""M11-inclusion""></usdm:section></div>","Inclusion Criteria","NarrativeContent_24","5.3"
