"instanceType","text","uuid:ID","name","id"
"TransitionRule","Subject identifier","fe2fe0c5-8e9b-4e2b-94d2-ffe81c94f730","ENCOUNTER_START_RULE_1","TransitionRule_1"
"TransitionRule","completion of screening activities","739d0ca8-07bd-451f-89a6-055910412eaa","ENCOUNTER_START_RULE_1","TransitionRule_2"
"TransitionRule","subject leaves clinic after connection of ambulatory ECG machine","bf714682-72f9-4e28-81db-03233e64d71c","ENCOUNTER_START_RULE_2","TransitionRule_3"
"TransitionRule","subject has connection of ambulatory ECG machine removed","096ad740-d116-42df-badf-b625e620b2bc","ENCOUNTER_START_RULE_3","TransitionRule_4"
"TransitionRule","Radomized","cb8eaf95-553c-4f75-97d7-6fba03ad4de9","ENCOUNTER_START_RULE_3","TransitionRule_5"
"TransitionRule","End of treatment","ef8998b0-4635-4b8d-af0e-0b5edde04058","ENCOUNTER_START_RULE_12","TransitionRule_6"
"TransitionRule","Informed consent","fda948d8-3d2c-4fdd-b390-4f1689cc5f63","ELEMENT_START_RULE_1","TransitionRule_7"
"TransitionRule","Completion of all screening activities and no more than 2 weeks from informed consent","4591e808-d1a0-40fc-805c-c7a87e9ed823","ELEMENT_END_RULE_1","TransitionRule_8"
"TransitionRule","Administration of first dose","5dfb1068-e87f-4ae7-b4bf-18e8d1158fad","ELEMENT_START_RULE_2","TransitionRule_9"
"TransitionRule","End of last scheduled visit on study (including early termination)","9e3e4646-7a91-403e-81ce-cd26215731c6","ELEMENT_START_RULE_7","TransitionRule_14"
"TransitionRule","Completion of all specified followup activities (which vary on a patient-by-patient basis)","878fa799-657a-4d07-9037-0c2d40c44c01","ELEMENT_END_RULE_7","TransitionRule_15"
"TransitionRule","Administration of first dose","10854418-4bcc-4122-9fb8-35b6cf6f0ff1","ELEMENT_START_RULE_3","TransitionRule_10"
"TransitionRule","Randomized","0e8f8483-db97-41e0-895a-2ba81af8a19b","ELEMENT_START_RULE_4","TransitionRule_11"
"TransitionRule","Administration of first dose (from patches supplied at Visit 4)","db42826f-9f45-4bb8-94ef-60b3d507bb07","ELEMENT_START_RULE_5","TransitionRule_12"
"TransitionRule","Administration of first dose (from patches supplied at Visit 12)","34f498d2-693f-40ee-afa1-fe4796dff1dd","ELEMENT_START_RULE_6","TransitionRule_13"
