"description","id","instanceType","uuid:ID","label","name"
"","Activity_1","Activity","a2811ab9-b4ef-4a1c-840a-c02f298b5231","Informed consent","Informed consent"
"","Activity_2","Activity","976d48b3-4d40-4327-bf0f-fa7713ce53fc","Inclusion and exclusion criteria","Inclusion/exclusion criteria"
"","Activity_3","Activity","0558dd6a-d82b-4c5a-8e4d-4277a95b24f0","Patient number assigned","Patient number assigned"
"","Activity_4","Activity","2df296ca-fa43-4a2a-b5dc-273484d8b606","Demographics","Demographics"
"","Activity_5","Activity","e740455c-ea10-4ddf-b3f0-0cce61a0124e","Hachinski Ischemic Scale","Hachinski"
"","Activity_6","Activity","da51a294-e203-45aa-ba00-8ce6770e9aef","MMSE","MMSE"
"","Activity_7","Activity","bbfa8f55-dc88-4486-8d6a-defdb3d7de51","Physical examination","Physical examination"
"","Activity_8","Activity","62331263-a97a-4722-b327-dd3e8adf0417","Medical history","Medical history"
"","Activity_9","Activity","9f3fb84d-3510-4080-b87b-393341a266c9","Habits","Habits"
"","Activity_10","Activity","0d1be854-1b4f-4772-9c1d-4f73c6a97454","Chest X-ray","Chest X-ray"
"","Activity_11","Activity","4759be69-5efd-42a3-9434-5a93b952c52e","Apo E genotyping","Apo E genotyping"
"","Activity_12","Activity","85baa1b1-87a2-41e2-93fe-532ad3f25c0d","Patient randomised","Patient randomised"
"","Activity_13","Activity","36916628-c6ed-4b06-b045-882810cc380c","Vital Signs and Temperature","Vital signs / Temperature"
"","Activity_14","Activity","0dc47974-ca3b-47ba-a68c-42de9f1aa9c9","Ambulatory ECG placed","Ambulatory ECG placed"
"","Activity_15","Activity","47c94a42-101b-4a84-ac7a-08da9ce5a4bd","Ambulatory ECG removed","Ambulatory ECG removed"
"","Activity_16","Activity","04ad87df-d048-4739-a5a1-68fe0ef71d14","ECG","ECG"
"","Activity_17","Activity","ad23bcec-e6a6-4693-b9c9-e3417f24ab3b","Placebo TTS test","Placebo TTS test"
"","Activity_18","Activity","75eb1527-453e-41b3-8065-5c87f2e35d72","CT scan","CT scan"
"","Activity_19","Activity","8a0e69fc-4f48-4eba-aa0a-46c3ea20e4c9","Concomitant medications","Concomitant medications"
"","Activity_20","Activity","e10c06bf-3134-4cb6-9549-b6f0fa016736","Hematology","Hematology"
"","Activity_21","Activity","6f116ba6-4ac3-47e6-8476-3e062cec6480","Chemistry","Chemistry"
"","Activity_22","Activity","832aab17-6825-4cf6-9ad0-0ab680a1ad45","Uninalysis","Uninalysis"
"","Activity_23","Activity","bc67c849-72e3-40a7-8b3a-13d10bdf8478","Plasma Specimen (Xanomeline)","Plasma Specimen (Xanomeline)"
"","Activity_24","Activity","b48c99bc-18e3-4831-8377-b48921bd967b","Hemoglobin A1C","Hemoglobin A1C"
"","Activity_25","Activity","2ba7abd7-ae55-421b-ba3d-ae37d0d22621","Study drug record , Medications dispensed, Medications returned","Study drug"
"","Activity_26","Activity","73681915-0709-43aa-9481-09d6912c24c4","TTS Acceptability Survey","TTS Acceptability Survey"
"","Activity_27","Activity","c86ecd30-f622-41e7-bc84-7a05b49bf7f3","ADAS-Cog","ADAS-Cog"
"","Activity_28","Activity","3a137d08-408c-4e5f-8084-13f09018fff4","CIBIC+","CIBIC+"
"","Activity_29","Activity","41acecfc-a87a-4dba-9cc7-513437107616","DAD","DAD"
"","Activity_30","Activity","4e51b563-b256-4671-b80e-c35b51450027","NPI-X","NPI-X"
"","Activity_31","Activity","74b3fa5b-866b-4d33-a56a-a875b9554e5a","Adverse events","Adverse events"
"","Activity_32","Activity","ff35454b-38f9-45e7-826a-13ceffeb3b3c","Check adverse events","Check adverse events"
"","Activity_33","Activity","3f1b466b-956c-4aab-9539-7916a281872f","Subject supine","Supine"
"","Activity_34","Activity","f6bc5944-f586-4333-99ba-64e05c240401","Vital signs while supine","Vital Signs Supine"
"","Activity_35","Activity","da49e6b8-9b54-45d3-aacd-451f6e67e222","Subject Standing","Stand"
"","Activity_36","Activity","9b1d9530-38f8-4a5e-9b22-9ceb1ddcb4e9","Vital signs while standing","Vital Signs Standing"
