"isRequired","name","datatype","uuid:ID","instanceType","isEnabled","id","label"
"True","DSDECOD","text","1123c62a-cc8a-4617-8b97-24c936567879","BiomedicalConceptProperty","True","BiomedicalConceptProperty_116","DSDECOD"
"True","DSTERM","text","b5ac9847-52ea-45e2-8b0e-64f9dce44cce","BiomedicalConceptProperty","True","BiomedicalConceptProperty_117","DSTERM"
"True","DSSTDTC","datetime","fd7e26a9-d3d8-4c8b-9c1c-d03f8e71e748","BiomedicalConceptProperty","True","BiomedicalConceptProperty_118","DSSTDTC"
"True","Sex","string","cccfb73d-46aa-4ba8-b738-c7ae41414fb9","BiomedicalConceptProperty","True","BiomedicalConceptProperty_119","Sex"
"True","Race","string","3773dc4a-c5b6-4ec5-b452-7592e2f6ec8a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_120","Race"
"True","VSTESTCD","","14e334dc-343a-41a9-baab-ea976ec03db6","BiomedicalConceptProperty","True","BiomedicalConceptProperty_121","VSTESTCD"
"True","VSORRES","float","1d1507f8-61f4-44c5-9e93-8c2a87bff7cf","BiomedicalConceptProperty","True","BiomedicalConceptProperty_122","VSORRES"
"True","VSORRESU","","d8ac16a5-6eaa-4cc1-bb1a-90704c515250","BiomedicalConceptProperty","True","BiomedicalConceptProperty_123","VSORRESU"
"True","VSLOC","","965930ec-6d15-4fcc-8833-2dc0e7046c7f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_124","VSLOC"
"True","VSTESTCD","","52368d11-8893-4cb4-8c98-1fb56348cdeb","BiomedicalConceptProperty","True","BiomedicalConceptProperty_125","VSTESTCD"
"True","VSORRES","float","181d8e9d-1165-4bfa-8202-5a71d5cbc5c3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_126","VSORRES"
"True","VSORRESU","","0ab73237-f005-487a-a75c-4351f11acabb","BiomedicalConceptProperty","True","BiomedicalConceptProperty_127","VSORRESU"
"True","VSTESTCD","","d873b3e9-92ed-49a0-bd34-ac0a5ad3eade","BiomedicalConceptProperty","True","BiomedicalConceptProperty_128","VSTESTCD"
"True","VSORRES","float","42394834-ea7a-4dfc-b06b-ef7b36accff7","BiomedicalConceptProperty","True","BiomedicalConceptProperty_129","VSORRES"
"True","VSORRESU","","ae946731-b72d-4585-a371-f775b4424cad","BiomedicalConceptProperty","True","BiomedicalConceptProperty_130","VSORRESU"
"True","LBTESTCD","","cab7e3af-0618-4530-be88-2f1a58b18617","BiomedicalConceptProperty","True","BiomedicalConceptProperty_131","LBTESTCD"
"True","LBORRES","float","0aa0d2b6-37c8-4e3d-823c-c4228847a61c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_132","LBORRES"
"True","LBORRESU","","dc96a695-4420-4645-bfa2-8cd720207066","BiomedicalConceptProperty","True","BiomedicalConceptProperty_133","LBORRESU"
"True","LBSPEC","","3e2733d1-e8f7-4320-a0cd-57ce905306de","BiomedicalConceptProperty","True","BiomedicalConceptProperty_134","LBSPEC"
"True","LBFAST","","ee0faa16-1366-4341-9e7c-7dc7d30abc35","BiomedicalConceptProperty","True","BiomedicalConceptProperty_135","LBFAST"
"True","LBTESTCD","","2ce632a7-3918-4f81-b24a-2e99312e9a32","BiomedicalConceptProperty","True","BiomedicalConceptProperty_136","LBTESTCD"
"True","LBORRES","text","d7aea4cd-f8b9-4d98-abe7-e92626fe3651","BiomedicalConceptProperty","True","BiomedicalConceptProperty_137","LBORRES"
"True","LBSPEC","","bfa553bc-37d5-4dcd-b585-36d47a925091","BiomedicalConceptProperty","True","BiomedicalConceptProperty_138","LBSPEC"
"True","LBFAST","","7bb158b2-3951-4bfc-b2a8-830a5db8d410","BiomedicalConceptProperty","True","BiomedicalConceptProperty_139","LBFAST"
"True","LBTESTCD","","ffa963ad-d9f0-4683-bcb0-512a2cdadeb6","BiomedicalConceptProperty","True","BiomedicalConceptProperty_140","LBTESTCD"
"True","LBORRES","float","41169e7a-235b-4e70-8e7d-3457b5c66d8e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_141","LBORRES"
"True","LBORRESU","","08bc1513-2527-4064-8888-59ea3cdfa818","BiomedicalConceptProperty","True","BiomedicalConceptProperty_142","LBORRESU"
"True","LBSPEC","","de60b65c-8123-4c8f-8db2-0b95892cb27e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_143","LBSPEC"
"True","LBFAST","","d0df7fba-a687-4acf-ab22-44c080c4b64e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_144","LBFAST"
"True","LBTESTCD","","d1384ae3-1479-48fc-b9dd-82b574d29aa9","BiomedicalConceptProperty","True","BiomedicalConceptProperty_145","LBTESTCD"
"True","LBORRES","float","97bbd832-634d-4965-b21d-ba21ad2a8a4a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_146","LBORRES"
"True","LBORRESU","","8370dfc3-5e84-419d-a967-9af07d6bb57f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_147","LBORRESU"
"True","LBSPEC","","dfa22236-055c-4c93-a3ff-3bc5687e7f28","BiomedicalConceptProperty","True","BiomedicalConceptProperty_148","LBSPEC"
"True","LBFAST","","1c99e5aa-7dd8-4fea-9548-0ee23622692f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_149","LBFAST"
"True","LBTESTCD","","577d82fe-572f-427f-95a0-25e609ebaf5c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_150","LBTESTCD"
"True","LBORRES","float","57771ff7-c856-45ed-a533-62b3dfa855e3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_151","LBORRES"
"True","LBORRESU","","b6ce1ec3-53ab-45ce-bf54-e0e94930fcd7","BiomedicalConceptProperty","True","BiomedicalConceptProperty_152","LBORRESU"
"True","LBSPEC","","bd211702-6f7a-4f7a-82f4-6a2e06222acc","BiomedicalConceptProperty","True","BiomedicalConceptProperty_153","LBSPEC"
"True","LBFAST","","d00975d6-ee80-439d-85c1-377cd4f2d51a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_154","LBFAST"
"True","LBTESTCD","","da50032f-07d1-4550-800d-8e95befc40cd","BiomedicalConceptProperty","True","BiomedicalConceptProperty_155","LBTESTCD"
"True","LBORRES","float","8d26014c-eba2-4f78-8320-2ba9546b549a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_156","LBORRES"
"True","LBORRESU","","1daf5093-ff5c-4cf3-b817-0fb391e28475","BiomedicalConceptProperty","True","BiomedicalConceptProperty_157","LBORRESU"
"True","LBSPEC","","bc588357-ef64-4e9c-89c5-4e6490121f36","BiomedicalConceptProperty","True","BiomedicalConceptProperty_158","LBSPEC"
"True","LBFAST","","bece8640-f056-48c1-a2fb-4602acb31f41","BiomedicalConceptProperty","True","BiomedicalConceptProperty_159","LBFAST"
"True","LBTESTCD","","15a5657f-3c60-45fd-9a67-528252c9fb41","BiomedicalConceptProperty","True","BiomedicalConceptProperty_160","LBTESTCD"
"True","LBORRES","float","b9ceef04-f3f2-493e-b790-077edb38c241","BiomedicalConceptProperty","True","BiomedicalConceptProperty_161","LBORRES"
"True","LBORRESU","","e7ead5d8-5874-4699-bc26-a5c435fc26b2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_162","LBORRESU"
"True","LBSPEC","","f02133b6-fb4f-45e0-972c-a1eae9250e5e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_163","LBSPEC"
"True","LBFAST","","6eeca664-d972-4dbf-a30d-06a72b408451","BiomedicalConceptProperty","True","BiomedicalConceptProperty_164","LBFAST"
"True","LBTESTCD","","46686718-d879-4583-bd05-f14eab0c8542","BiomedicalConceptProperty","True","BiomedicalConceptProperty_165","LBTESTCD"
"True","LBORRES","float","71330b0c-6e28-4fe2-88d9-0d501ab8baf0","BiomedicalConceptProperty","True","BiomedicalConceptProperty_166","LBORRES"
"True","LBORRESU","","3db0be78-bde7-45a2-b58f-94c03981aede","BiomedicalConceptProperty","True","BiomedicalConceptProperty_167","LBORRESU"
"True","LBSPEC","","78c55d89-ffa7-4906-8605-e2b04495345f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_168","LBSPEC"
"True","LBFAST","","09586359-318e-48da-bf9f-d588dba80eb2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_169","LBFAST"
"True","AETERM","text","3b66421c-b8d4-48dd-b11a-471318a61045","BiomedicalConceptProperty","True","BiomedicalConceptProperty_1","AETERM"
"True","AEDECOD","text","865ceffb-fa30-4cff-a10c-7517aeb3c613","BiomedicalConceptProperty","True","BiomedicalConceptProperty_2","AEDECOD"
"True","AEPRESP","text","7d36daa0-67c0-4bf7-8ef7-e37114d56d48","BiomedicalConceptProperty","True","BiomedicalConceptProperty_3","AEPRESP"
"True","AELOC","text","5d7b16ec-0879-4ea9-8112-67288b3dfc72","BiomedicalConceptProperty","True","BiomedicalConceptProperty_4","AELOC"
