"name","text","uuid:ID","instanceType","id"
"ENCOUNTER_START_RULE_1","Subject identifier","0fb6a5fa-092f-4813-8037-4651906b2eb8","TransitionRule","TransitionRule_1"
"ENCOUNTER_START_RULE_1","completion of screening activities","f3f56b64-fef5-4ffd-88a9-b8aa616b97ab","TransitionRule","TransitionRule_2"
"ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine","179a40e3-f794-45f5-a34f-c76dbdad71ed","TransitionRule","TransitionRule_3"
"ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed","fbe22f0b-fc25-4ae2-b4d4-4b3bd4d902df","TransitionRule","TransitionRule_4"
"ENCOUNTER_START_RULE_3","Radomized","cbd6bd8c-8882-4b56-8a2e-e8dde67281eb","TransitionRule","TransitionRule_5"
"ENCOUNTER_START_RULE_12","End of treatment","a65e280f-475d-42b2-b589-070ed796ec8e","TransitionRule","TransitionRule_6"
"ELEMENT_START_RULE_1","Informed consent","2ce5e582-1e0b-467b-bba7-77211e21e871","TransitionRule","TransitionRule_7"
"ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent","05a9e96a-dee9-4dfe-9994-08bb4f6d84a3","TransitionRule","TransitionRule_8"
"ELEMENT_START_RULE_2","Administration of first dose","8d881190-7ca5-49cc-a8e4-86b3d2d179e6","TransitionRule","TransitionRule_9"
"ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)","4be8e216-3327-41d1-ac23-1d38ff0acb87","TransitionRule","TransitionRule_14"
"ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)","50af5e2f-ad42-4bd1-a6f3-8d8cf5193339","TransitionRule","TransitionRule_15"
"ELEMENT_START_RULE_3","Administration of first dose","d5056abd-c37b-4cf0-9f9a-32f4840effe1","TransitionRule","TransitionRule_10"
"ELEMENT_START_RULE_4","Randomized","58b16ae0-94b6-4ca9-b750-b0903014a2b8","TransitionRule","TransitionRule_11"
"ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)","359e0c40-e5a5-4eb5-a8a2-36388c6c2f1f","TransitionRule","TransitionRule_12"
"ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)","0bd0599c-8a7b-459b-9efa-1cfeab6b1faa","TransitionRule","TransitionRule_13"
