"isRequired","name","uuid:ID","instanceType","isEnabled","datatype","label","id"
"True","Sex","ce04edf9-9faf-466c-9ad6-d683c9ebeec6","BiomedicalConceptProperty","True","string","Sex","BiomedicalConceptProperty_116"
"True","Race","514e3b9d-0fdc-4f51-9d8b-563bf9dd67f3","BiomedicalConceptProperty","True","string","Race","BiomedicalConceptProperty_117"
"True","VSTESTCD","3e73d571-2798-4ce9-b6a8-76fae2c6c261","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_118"
"True","VSORRES","42cf744b-3fe3-449e-9a43-d1f2ff845b7e","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_119"
"True","VSORRESU","d7ea56a7-5c3c-4e09-bd90-d4d84e82238d","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_120"
"True","VSLOC","0a9b1f65-b1f0-401d-85a1-6bad875d482d","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_121"
"True","VSTESTCD","acaab4d7-70ab-4d15-932d-15fa2108eaeb","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_122"
"True","VSORRES","8e559cf8-30b1-4258-9564-527e484ec646","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_123"
"True","VSORRESU","efa31a77-e9cf-4eed-9fc0-2600bb63a90c","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_124"
"True","VSTESTCD","c232d742-87e3-4bfd-a0d4-a7e7cd1ea4a2","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_125"
"True","VSORRES","c8ad8e42-ccdc-40a1-9362-cd2d62942082","BiomedicalConceptProperty","True","float","VSORRES","BiomedicalConceptProperty_126"
"True","VSORRESU","95ad6140-0090-4c78-a8ad-d57496961d09","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_127"
"True","LBTESTCD","a1dc8bd9-53e3-4099-8670-a753d762b2f2","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_128"
"True","LBORRES","aa9fe575-4214-48c4-8683-11af638e448c","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_129"
"True","LBORRESU","341671a3-cff6-4d27-a9fb-6d7eecd927a1","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_130"
"True","LBSPEC","ce6b6401-2edb-4b64-acc5-43699b27d51c","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_131"
"True","LBFAST","86f2a1ef-c0be-4fe8-acd9-6390280be0d8","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_132"
"True","LBTESTCD","1426a3e2-34f9-4332-92ea-58481c2f5cdf","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_133"
"True","LBORRES","8de473c2-6c0e-40ae-aaf6-65014fa2bc05","BiomedicalConceptProperty","True","text","LBORRES","BiomedicalConceptProperty_134"
"True","LBSPEC","fb26c9e5-6af0-4b2c-9ad6-7f54e50da0d6","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_135"
"True","LBFAST","0d42fb1b-5cd8-41ce-b8e1-fa9cfe85ed70","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_136"
"True","LBTESTCD","1375aff9-8050-4a53-9303-d753a71bf269","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_137"
"True","LBORRES","54d8e52f-b3f0-4937-8646-5831071153ba","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_138"
"True","LBORRESU","3a75fa11-e34e-4750-97e8-ab89978ad749","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_139"
"True","LBSPEC","c966d1aa-d2fd-4773-810d-58ff8e0ba1dc","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_140"
"True","LBFAST","9f54c251-26c2-4dba-ab3e-5a37996c2c6f","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_141"
"True","LBTESTCD","66ad7c08-26b6-44e1-8bbd-b99c5d6a2b5a","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_142"
"True","LBORRES","99b95728-4a0e-4eb7-a113-eb72ccc29690","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_143"
"True","LBORRESU","b6c5d956-b0a5-4f9d-9f95-759d68410139","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_144"
"True","LBSPEC","c03cdf91-51ae-4c24-8451-e9297e464ada","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_145"
"True","LBFAST","9990316c-288d-473e-844a-777a60e9d9c4","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_146"
"True","LBTESTCD","befa947e-2003-4c67-948b-b6390071c9c7","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_147"
"True","LBORRES","d0ff4bf7-49b4-406e-8674-f475c1a6b61d","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_148"
"True","LBORRESU","f087f62c-7afc-4370-b333-4c95c8462cce","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_149"
"True","LBSPEC","716ed61b-8d4a-4489-8ef0-8bcc9c5e91b7","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_150"
"True","LBFAST","3dca69ce-9111-4fad-832f-f54ea3b64fae","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_151"
"True","LBTESTCD","d53d6593-4325-4db3-8efe-79c2d1c08362","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_152"
"True","LBORRES","ff6cdf55-62c5-48bb-aa5f-2d49f99ddbd0","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_153"
"True","LBORRESU","7bcb712e-4ecc-4a10-8151-a8acfed1569d","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_154"
"True","LBSPEC","63878fcb-69b9-421f-af93-97b02e5ffb21","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_155"
"True","LBFAST","e1283f7d-e074-4e30-a82f-6db356d161f9","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_156"
"True","LBTESTCD","1e94b945-7682-4641-b8a6-6b621051d529","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_157"
"True","LBORRES","c5ffbca5-2603-4d1b-a9a5-ed4b765ee96b","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_158"
"True","LBORRESU","ff0922bc-8c35-4c4a-9649-f09180463fa4","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_159"
"True","LBSPEC","80e5fd95-0ab7-495e-a3ca-60a669a52def","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_160"
"True","LBFAST","e96fbf12-c59e-4634-9242-dd778011b73c","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_161"
"True","LBTESTCD","0f2abca3-d451-4c22-beb4-e4bea5ddd5df","BiomedicalConceptProperty","True","","LBTESTCD","BiomedicalConceptProperty_162"
"True","LBORRES","2e442b41-f9de-4d38-855b-6f6c1b9982bf","BiomedicalConceptProperty","True","float","LBORRES","BiomedicalConceptProperty_163"
"True","LBORRESU","a7aa472d-8eb0-49b6-9458-11e1d347e113","BiomedicalConceptProperty","True","","LBORRESU","BiomedicalConceptProperty_164"
"True","LBSPEC","cb32acba-8410-4ae0-bfe7-f6b38b5c09f2","BiomedicalConceptProperty","True","","LBSPEC","BiomedicalConceptProperty_165"
"True","LBFAST","0c88c0c0-bf0c-4eda-aa7a-39d74431d1fa","BiomedicalConceptProperty","True","","LBFAST","BiomedicalConceptProperty_166"
"True","AETERM","88567291-7a3b-4283-bc62-82d700f5a44f","BiomedicalConceptProperty","True","text","AETERM","BiomedicalConceptProperty_1"
"True","AEDECOD","fcc1caed-ec51-4a20-a033-c670413b173a","BiomedicalConceptProperty","True","text","AEDECOD","BiomedicalConceptProperty_2"
"True","AEPRESP","02422af2-160f-4b60-b0d0-35e76f962ab6","BiomedicalConceptProperty","True","text","AEPRESP","BiomedicalConceptProperty_3"
"True","AELOC","b419ae88-fee4-4bcd-8a42-5aee54e2c048","BiomedicalConceptProperty","True","text","AELOC","BiomedicalConceptProperty_4"
"True","AESEV","053cc54d-6004-483d-bd55-7158ae515362","BiomedicalConceptProperty","True","text","AESEV","BiomedicalConceptProperty_5"
"True","AESER","6b1a7f65-b679-4bcb-9811-02b75674ac1b","BiomedicalConceptProperty","True","text","AESER","BiomedicalConceptProperty_6"
"True","AEACN","57c9ccf5-3a13-4429-93f9-12587fea1468","BiomedicalConceptProperty","True","text","AEACN","BiomedicalConceptProperty_7"
"True","AEACNOTH","4d7fac77-e6f3-47f7-ae98-ed50e46453ae","BiomedicalConceptProperty","True","text","AEACNOTH","BiomedicalConceptProperty_8"
"True","AEREL","7837b31f-2a2a-4177-a9ee-3495f1e3125a","BiomedicalConceptProperty","True","text","AEREL","BiomedicalConceptProperty_9"
"True","AERELNST","722e8d23-8124-4e1e-bad2-304f7438d2f3","BiomedicalConceptProperty","True","text","AERELNST","BiomedicalConceptProperty_10"
"True","AEPATT","b137f68d-dd71-4f0f-9a64-d0086052a1c2","BiomedicalConceptProperty","True","text","AEPATT","BiomedicalConceptProperty_11"
"True","AEOUT","79e20be7-5a33-4e27-9bf2-fd04abd48f9a","BiomedicalConceptProperty","True","text","AEOUT","BiomedicalConceptProperty_12"
"True","AESCAN","26171774-a5be-4f1f-bf48-aa08cc7372d8","BiomedicalConceptProperty","True","text","AESCAN","BiomedicalConceptProperty_13"
"True","AESCONG","1d37c192-7ead-4fe7-b2cc-3a06a66758d4","BiomedicalConceptProperty","True","text","AESCONG","BiomedicalConceptProperty_14"
"True","AESDISAB","518c7da6-de6e-40ed-b0be-b6a75091137c","BiomedicalConceptProperty","True","text","AESDISAB","BiomedicalConceptProperty_15"
"True","AESDTH","24ced971-2e1e-4d56-940d-c8acbce26ef8","BiomedicalConceptProperty","True","text","AESDTH","BiomedicalConceptProperty_16"
"True","AESHOSP","c994e963-5672-4498-b3a9-161c3fe3242b","BiomedicalConceptProperty","True","text","AESHOSP","BiomedicalConceptProperty_17"
"True","AESLIFE","3874c903-6976-4e39-821c-ec024f79da90","BiomedicalConceptProperty","True","text","AESLIFE","BiomedicalConceptProperty_18"
"True","AESOD","bd01d911-cd5a-4863-81be-bf9690328945","BiomedicalConceptProperty","True","text","AESOD","BiomedicalConceptProperty_19"
"True","AESMIE","24dbea20-3af5-4c72-abb9-1ef90bae65c3","BiomedicalConceptProperty","True","text","AESMIE","BiomedicalConceptProperty_20"
"True","AECONTRT","24b3e6ed-3a37-4167-8d14-5f02972c1cb1","BiomedicalConceptProperty","True","text","AECONTRT","BiomedicalConceptProperty_21"
"True","AESTDTC","b4b42762-b843-4378-893a-a9770046d733","BiomedicalConceptProperty","True","datetime","AESTDTC","BiomedicalConceptProperty_22"
"True","AEENDTC","1e4b4857-5a02-49eb-825c-120909c2248f","BiomedicalConceptProperty","True","datetime","AEENDTC","BiomedicalConceptProperty_23"
"True","VSTESTCD","15ba8f48-9f27-4a90-8ba9-1b33aecfb156","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_24"
"True","VSORRES","ab7731b5-bedf-4c65-b561-384ec6234d99","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_25"
"True","VSORRESU","d97b2df0-b995-4b66-8f33-000c9dd2f70c","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_26"
"True","VSPOS","e38ad609-5908-4897-af28-9dad2c0a1755","BiomedicalConceptProperty","True","","VSPOS","BiomedicalConceptProperty_27"
"True","VSLOC","b53db0c1-b122-4bf7-891b-99ed821da2ba","BiomedicalConceptProperty","True","","VSLOC","BiomedicalConceptProperty_28"
"True","VSLAT","fb1565ff-6737-4a0b-b841-9348d47692bd","BiomedicalConceptProperty","True","","VSLAT","BiomedicalConceptProperty_29"
"True","VSTESTCD","de31b17a-1e9d-40d9-83d4-a5ca33545721","BiomedicalConceptProperty","True","","VSTESTCD","BiomedicalConceptProperty_30"
"True","VSORRES","2e41dd60-f4c3-4f04-bb9e-cfaa3a63ac48","BiomedicalConceptProperty","True","integer","VSORRES","BiomedicalConceptProperty_31"
"True","VSORRESU","db75cc81-b90e-4836-b1d8-c2d1e0e595d9","BiomedicalConceptProperty","True","","VSORRESU","BiomedicalConceptProperty_32"
