"reference","name","uuid:ID","instanceType","synonyms","label","id"
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","Sex","4d596df5-bba9-4652-a8b0-fbb72997d2e7","BiomedicalConcept","","Sex","BiomedicalConcept_20"
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","Race","aa5d5bca-8410-40f1-a0f5-c14e7b5020ae","BiomedicalConcept","['Racial Group']","Race","BiomedicalConcept_21"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","a0f62039-6e6b-4416-b84d-a0b70a851ff1","BiomedicalConcept","['Temperature', 'Body Temperature']","Temperature","BiomedicalConcept_22"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","1dc49f81-815a-4be4-9480-bc575d49b58a","BiomedicalConcept","['Weight', 'Body Weight']","Weight","BiomedicalConcept_23"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","30322a4e-2444-4ec7-94f4-cef5c418135c","BiomedicalConcept","['Height', 'Body Height']","Height","BiomedicalConcept_24"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","0b4f3234-8abd-4320-88cc-bc9fd7ce0ba9","BiomedicalConcept","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_25"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","ecaef153-69ef-475a-98bd-3d83b6f2d324","BiomedicalConcept","['Albumin', 'Albumin Measurement']","Albumin Presence in Urine","BiomedicalConcept_26"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","fde74338-3dae-4c19-b9a4-87987bf5aa1c","BiomedicalConcept","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_27"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","659b168a-d3e0-45d6-b6ce-2ee388317a6f","BiomedicalConcept","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_28"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","287fbe37-808a-4924-b1e3-107737f623da","BiomedicalConcept","['Creatinine', 'Creatinine Measurement']","Creatinine Concentration in Urine","BiomedicalConcept_29"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","9002d603-fe3e-47d1-994f-1bcdbbaa3050","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']","Potassium Concentration in Urine","BiomedicalConcept_30"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","4afb3249-0b68-4340-872f-5ed50ab86c1a","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']","Sodium Concentration in Urine","BiomedicalConcept_31"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","Hemoglobin A1C Concentration in Blood","8cbb2776-788f-4005-ab9b-3253baf25a3e","BiomedicalConcept","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","Hemoglobin A1C Concentration in Blood","BiomedicalConcept_32"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","Adverse Event Prespecified","40f1f528-e9a9-45ab-8e30-d0139d94e6d2","BiomedicalConcept","['Adverse Event', 'Solicited Adverse Event']","Adverse Event Prespecified","BiomedicalConcept_1"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","d8719fa1-3d7d-42a7-b390-fc1a35cc8c06","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","BiomedicalConcept_2"
