"name","text","uuid:ID","instanceType","id"
"ENCOUNTER_START_RULE_1","Subject identifier","dd468531-41ad-45a3-ad3d-16e60905474b","TransitionRule","TransitionRule_1"
"ENCOUNTER_START_RULE_1","completion of screening activities","0559bbdb-40ca-4e53-97b7-b6e294a5d3d2","TransitionRule","TransitionRule_2"
"ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine","813ee336-f3be-49cc-9542-5832ad61ab1f","TransitionRule","TransitionRule_3"
"ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed","895ed322-86c4-48e9-8ea3-d4a629da8095","TransitionRule","TransitionRule_4"
"ENCOUNTER_START_RULE_3","Radomized","07d0ed17-1a93-4059-94c4-08c5cbb0ab53","TransitionRule","TransitionRule_5"
"ENCOUNTER_START_RULE_12","End of treatment","adc747f3-c336-4c61-bf21-5f680700139a","TransitionRule","TransitionRule_6"
"ELEMENT_START_RULE_1","Informed consent","21907fc5-219f-416a-be22-bf21e24ecebf","TransitionRule","TransitionRule_7"
"ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent","c1576025-62a7-4e2d-8207-672cdc17f22a","TransitionRule","TransitionRule_8"
"ELEMENT_START_RULE_2","Administration of first dose","3bca188b-92eb-46af-9d0a-61b191b24d6a","TransitionRule","TransitionRule_9"
"ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)","54d74e18-1e2a-4f11-b064-b79a2f44aaaa","TransitionRule","TransitionRule_14"
"ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)","e1b25731-9f24-461a-a9b7-a7fb1fb96e7d","TransitionRule","TransitionRule_15"
"ELEMENT_START_RULE_3","Administration of first dose","76c2ea96-74b4-45de-b67d-a1aaaa992b28","TransitionRule","TransitionRule_10"
"ELEMENT_START_RULE_4","Randomized","1e0496bf-1099-418e-8f66-0f464f820e7d","TransitionRule","TransitionRule_11"
"ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)","39b7c311-0bff-4ec6-95da-b01fd661a436","TransitionRule","TransitionRule_12"
"ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)","c3179a24-5d84-48ae-b19a-c8d5c0cce210","TransitionRule","TransitionRule_13"
