"uuid:ID","code","codeSystemVersion","decode","id","codeSystem","instanceType"
"050a63ed-a780-4d28-b1e8-1be426664e25","C98388","2023-09-29","Interventional Study","Code_1","http://www.cdisc.org","Code"
"d3c4712d-654f-426b-acff-115faddd945d","C15601","2023-09-29","Phase II Trial","Code_2","http://www.cdisc.org","Code"
"d0855dfc-a58f-4a04-a96a-3149a945f926","C132352","2023-09-29","Sponsor Approval Date","Code_9","http://www.cdisc.org","Code"
"1f0ab72e-214d-48da-b3eb-8f928c00834d","C68846","2023-09-29","Global","Code_10","http://www.cdisc.org","Code"
"ceceb762-9de8-42ce-88c4-779e1267d6de","C99904x3","2023-09-29","IRB/IEC Feedback","Code_72","http://www.cdisc.org","Code"
"6697e0d2-e8ad-41b8-824c-042b050f8780","C17649","2023-09-29","Other","Code_73","http://www.cdisc.org","Code"
"88f5e065-7c68-485b-b159-2b57be616ca0","C41129","2023-09-29","Region","Code_75","http://www.cdisc.org","Code"
"6c8c8265-c71d-4248-94c5-c7e833c2cbc9","150","2020-08","Europe","Code_74","ISO 3166 1 alpha3","Code"
"6d5a80e0-ac30-4175-b1b6-392f2c99bcd8","PHARMA","12","Eli Lilly","Code_4","SPONSOR","Code"
"4805bb92-1847-4d3e-9c00-7be515bccf1e","C70793","2023-09-29","Clinical Study Sponsor","Code_76","http://www.cdisc.org","Code"
"072c9d22-aace-4f3a-9735-69ea7de97011","DNK","2020-08","Denmark","Code_77","ISO 3166 1 alpha3","Code"
"f08396fd-66c9-4666-9596-915ca21dfd57","C93453","2023-09-29","Study Registry","Code_78","http://www.cdisc.org","Code"
"a42d7edf-4b5a-4972-b6e5-9a543d8c5dae","C49656","2023-09-29","Treatment Study","Code_136","http://www.cdisc.org","Code"
"de26090b-5264-4c3e-953c-e43dda126fb9","C49666","2023-09-29","Efficacy Study","Code_137","http://www.cdisc.org","Code"
"ec640115-97b4-4ef5-8f24-d488b94e5987","C49667","2023-09-29","Safety Study","Code_138","http://www.cdisc.org","Code"
"16e0c456-bc62-4fc4-b789-29ce72be9f60","C49663","2023-09-29","Pharmacokinetic Study","Code_139","http://www.cdisc.org","Code"
"71c5941f-9fb4-4352-bbf2-99c8148e2712","MILD_MOD_ALZ","12","Mild to Moderate Alzheimer's Disease","Code_133","SPONSOR","Code"
"fa5bf87d-4c5c-45b4-945e-4c1c999c5388","26929004","January 31, 2018","Alzheimer's disease","Code_134","SNOMED","Code"
"957d8c4d-b30c-4046-be62-bebc54de5ffa","C99907x1","2023-09-29","EXTENSION","Code_142","http://www.cdisc.org","Code"
"0a66e28b-a552-4cf7-849d-d9baf20533cf","C98704","2023-09-29","ADAPTIVE","Code_143","http://www.cdisc.org","Code"
"191cfe14-b195-4923-84f8-152033131c12","C82639","2023-09-29","Parallel Study","Code_140","http://www.cdisc.org","Code"
"84c517c1-b71f-4d8c-abf3-f1580c513049","C25716","2023-09-29","Visit","Code_82","http://www.cdisc.org","Code"
"5b08043d-e555-4380-ac56-30bee7aaf355","C51282","2023-09-29","Clinic","Code_83","http://www.cdisc.org","Code"
"2b681725-e3c8-48a3-b852-d9be6bfd2fcb","C175574","2023-09-29","In Person","Code_84","http://www.cdisc.org","Code"
"9486b48b-1a1f-4e2a-8008-49fec4295814","C25716","2023-09-29","Visit","Code_85","http://www.cdisc.org","Code"
"282e8a55-4431-4882-b4af-da8d5299247b","C51282","2023-09-29","Clinic","Code_86","http://www.cdisc.org","Code"
"aa9b6896-0d33-4a25-b6ca-649eb84128b8","C175574","2023-09-29","In Person","Code_87","http://www.cdisc.org","Code"
"d9f8d742-80a9-4a5a-9898-6e06af46152c","C25716","2023-09-29","Visit","Code_88","http://www.cdisc.org","Code"
"523d88ba-e77c-46ff-9e8d-54c103e78b13","C51282","2023-09-29","Clinic","Code_89","http://www.cdisc.org","Code"
"c37ab4c6-f720-4a4f-8dbf-3d137fe5ce50","C175574","2023-09-29","In Person","Code_90","http://www.cdisc.org","Code"
"2683a732-4438-44cc-8080-f86a22e1e54b","C25716","2023-09-29","Visit","Code_91","http://www.cdisc.org","Code"
"543007f6-45ea-4d8d-9255-10b660247b53","C51282","2023-09-29","Clinic","Code_92","http://www.cdisc.org","Code"
"0fbebc60-8406-4cca-8b1c-b731b27cab9a","C175574","2023-09-29","In Person","Code_93","http://www.cdisc.org","Code"
"edf543e4-a131-4d18-8c18-77eafe7675d6","C25716","2023-09-29","Visit","Code_94","http://www.cdisc.org","Code"
"9f988cbf-d0bf-44f0-9588-60dadd81cc20","C51282","2023-09-29","Clinic","Code_95","http://www.cdisc.org","Code"
"0ca1b3a0-09f1-4da0-bb17-74905a0d23f9","C175574","2023-09-29","In Person","Code_96","http://www.cdisc.org","Code"
"c7abb778-c8a8-4eb9-8e75-2bf75a28e681","C25716","2023-09-29","Visit","Code_97","http://www.cdisc.org","Code"
"344a025c-8d3a-4d53-a2d6-7f4a3e10bc8c","C51282","2023-09-29","Clinic","Code_98","http://www.cdisc.org","Code"
"7e20d2bf-37c5-4e25-8c08-9601431b3497","C175574","2023-09-29","In Person","Code_99","http://www.cdisc.org","Code"
"0cd1630f-0dc8-4f4d-9ad9-dccaa30a93d0","C25716","2023-09-29","Visit","Code_100","http://www.cdisc.org","Code"
"2741356c-144b-4781-a206-7bfb0971821a","C51282","2023-09-29","Clinic","Code_101","http://www.cdisc.org","Code"
"49047e5a-413d-45de-b9e8-67a9119cd57e","C175574","2023-09-29","In Person","Code_102","http://www.cdisc.org","Code"
"5a617c1e-6904-4e9a-b1df-3bbd320be527","C171537","2023-09-29","Telephone Call","Code_103","http://www.cdisc.org","Code"
"2ceaba77-a8b5-45b9-8583-6897fbb8e1f3","C25716","2023-09-29","Visit","Code_104","http://www.cdisc.org","Code"
"e636462f-cd68-43e3-affe-d5fd51247e1d","C51282","2023-09-29","Clinic","Code_105","http://www.cdisc.org","Code"
"42cb8297-e948-48fd-9746-fe83e6d50ef3","C175574","2023-09-29","In Person","Code_106","http://www.cdisc.org","Code"
"d66666ff-4ba1-4ffb-9e47-e8d574bc5751","C171537","2023-09-29","Telephone Call","Code_107","http://www.cdisc.org","Code"
"f1970077-0242-4797-aa6d-6c9f0286f674","C25716","2023-09-29","Visit","Code_108","http://www.cdisc.org","Code"
"b5c69899-2a01-4a16-b0dd-7afd91b42cea","C51282","2023-09-29","Clinic","Code_109","http://www.cdisc.org","Code"
"a5b914b7-78a2-437a-8812-bac44ed8eddd","C175574","2023-09-29","In Person","Code_110","http://www.cdisc.org","Code"
"14eb1409-9a92-47a0-aa82-344fac9ce441","C171537","2023-09-29","Telephone Call","Code_111","http://www.cdisc.org","Code"
"efbded3d-7de8-4bc7-a30d-2d9fb46dfd57","C25716","2023-09-29","Visit","Code_112","http://www.cdisc.org","Code"
"75fd262f-16c1-4a0d-a2ce-c03f8bbb7522","C51282","2023-09-29","Clinic","Code_113","http://www.cdisc.org","Code"
"4b2d0aca-c757-47bc-9fea-ce34d2880daa","C175574","2023-09-29","In Person","Code_114","http://www.cdisc.org","Code"
"5c0ef8b0-e6bf-4015-9913-f53728bdd79c","C171537","2023-09-29","Telephone Call","Code_115","http://www.cdisc.org","Code"
"5b32af2f-b1ce-4563-91bc-c48687e8f3f6","C25716","2023-09-29","Visit","Code_116","http://www.cdisc.org","Code"
"3bfd0d57-4644-46ac-81dd-4eabd0c159d9","C51282","2023-09-29","Clinic","Code_117","http://www.cdisc.org","Code"
"2563a02c-8fab-4e39-8723-fc2fa7d7837a","C175574","2023-09-29","In Person","Code_118","http://www.cdisc.org","Code"
"190994a2-f101-469d-a08b-fd33e7847186","C25716","2023-09-29","Visit","Code_119","http://www.cdisc.org","Code"
"ab65f417-136c-463a-8cc1-4ca79b3d1c92","C51282","2023-09-29","Clinic","Code_120","http://www.cdisc.org","Code"
"f4d1be07-74af-49fa-b6f4-8292060e7379","C175574","2023-09-29","In Person","Code_121","http://www.cdisc.org","Code"
